日期,情景,计划购电量_kWh,调整购电量_kWh,紧急购电量_kWh,计划购电费_元,调整费用_元,紧急购电费_元,总费用_元,更新接受次数,更新拒绝次数,保持计划不可行次数,预计调整节省_元
2025-04-16,更新至18:00,64871.7699745651,65696.99248138946,2.2737367544323206e-13,38142.798521333796,1053.3238636221001,8.480469659843948e-13,39196.122384955896,3,0,0,2349.991472907874
2025-04-17,仅0:00预报,55449.11814892447,55449.11814892447,1354.9329950814758,33486.915093382224,0.0,8727.730274583942,42214.645367966164,0,0,0,0.0
2025-04-17,更新至6:00,55449.11814892447,60246.78468254171,1.1368683772161603e-13,33486.915093382224,3406.9123625566244,5.182414497539866e-13,36893.82745593885,1,0,0,2880.144404248217
2025-04-17,更新至12:00,55449.11814892447,57866.24668189098,1.1368683772161603e-13,33486.915093382224,1743.8722617132978,5.182414497539866e-13,35230.78735509552,2,0,0,4243.157122301129
2025-04-17,更新至18:00,55449.11814892447,57866.24668189098,1.1368683772161603e-13,33486.915093382224,1743.8722617132978,5.182414497539866e-13,35230.78735509552,2,1,0,4243.157122301129
2025-04-18,仅0:00预报,26690.246614791668,26690.246614791668,364.03657666666817,10055.490252612124,0.0,1134.0790056050048,11189.569258217129,0,0,0,0.0
2025-04-18,更新至6:00,26690.246614791668,27700.388111155356,5.684341886080802e-14,10055.490252612124,715.9028458869674,2.0551738089125137e-13,10771.393098499091,1,0,0,586.6635804268417
2025-04-18,更新至12:00,26690.246614791668,27759.675092225312,5.684341886080802e-14,10055.490252612124,759.017289937633,2.0551738089125137e-13,10814.507542549756,2,0,0,592.39074803726
2025-04-18,更新至18:00,26690.246614791668,27247.606391458336,5.684341886080802e-14,10055.490252612124,524.669049031625,2.0551738089125137e-13,10580.15930164375,3,0,0,641.4462523992606
2025-04-19,仅0:00预报,27385.376767731846,27385.376767731846,5.684341886080802e-14,10277.930163681021,0.0,1.922160208778223e-13,10277.930163681021,0,0,0,0.0
2025-04-19,更新至6:00,27385.376767731846,27647.890390914967,1.7053025658242404e-13,10277.930163681021,224.6550938210763,5.717026851925767e-13,10502.585257502098,1,0,0,81.90172066273226
2025-04-19,更新至12:00,27385.376767731846,28073.238394805914,1.7053025658242404e-13,10277.930163681021,559.9528666190023,5.717026851925767e-13,10837.883030300023,2,0,0,676.7811188941632
2025-04-19,更新至18:00,27385.376767731846,27869.795855231845,1.7053025658242404e-13,10277.930163681021,447.2967445298192,5.717026851925767e-13,10725.226908210841,3,0,0,726.1493297919806
2025-04-20,仅0:00预报,55907.12715876624,55907.12715876624,2.2737367544323206e-13,33916.276988917474,0.0,1.0866756383620669e-12,33916.276988917474,0,0,0,0.0
2025-04-20,更新至6:00,55907.12715876624,56064.599193987946,2.2737367544323206e-13,33916.276988917474,173.45775732513016,1.0866756383620669e-12,34089.734746242604,1,0,0,40.91791464160087
2025-04-20,更新至12:00,55907.12715876624,56490.2230638734,2.2737367544323206e-13,33916.276988917474,660.0898950024255,1.0866756383620669e-12,34576.3668839199,2,0,0,404.7723353097358
2025-04-20,更新至18:00,55907.12715876624,56471.68037079007,2.2737367544323206e-13,33916.276988917474,634.9912830316131,1.0866756383620669e-12,34551.268271949084,3,0,0,406.0862573239333
2025-04-21,仅0:00预报,61932.879100074606,61932.879100074606,0.0,35780.39988677553,0.0,0.0,35780.39988677553,0,0,0,0.0
2025-04-21,更新至6:00,61932.879100074606,61932.879100074606,0.0,35780.39988677553,0.0,0.0,35780.39988677553,0,1,0,0.0
2025-04-21,更新至12:00,61932.879100074606,61932.879100074606,0.0,35780.39988677553,0.0,0.0,35780.39988677553,0,2,0,0.0
2025-04-21,更新至18:00,61932.879100074606,61936.7675456996,0.0,35780.39988677553,4.610141133000171,0.0,35785.01002790853,1,2,0,2.0986018807043365
2025-04-22,仅0:00预报,53384.068869631,53384.068869631,1732.328310500657,32249.179437304458,0.0,10779.002692761806,43028.18213006626,0,0,0,0.0
2025-04-22,更新至6:00,53384.068869631,59093.18136766313,0.0,32249.179437304458,4823.227165957356,0.0,37072.406603261814,1,0,0,5971.307816673845
2025-04-22,更新至12:00,53384.068869631,56863.11171998972,0.0,32249.179437304458,2915.116928376067,0.0,35164.29636568052,2,0,0,7960.534250814576
2025-04-22,更新至18:00,53384.068869631,56849.66192113538,0.0,32249.179437304458,2891.7142783695126,0.0,35140.89371567397,3,0,0,7978.363529225633
2025-04-23,仅0:00预报,51968.34786354043,51968.34786354043,1941.5093245645007,31337.75280572059,0.0,12465.343767814575,43803.096573535164,0,0,0,0.0
2025-04-23,更新至6:00,51968.34786354043,53196.157060316575,900.9274594999985,31337.75280572059,1243.0268241133467,5951.300404115814,38532.08003394975,1,0,0,1790.280449118695
2025-04-23,更新至12:00,51968.34786354043,54558.71819098633,0.0,31337.75280572059,2029.0219507638112,0.0,33366.7747564844,2,0,0,2871.633267700673
2025-04-23,更新至18:00,51968.34786354043,54618.93108214383,0.0,31337.75280572059,2141.9391855514873,0.0,33479.69199127208,3,0,0,2924.902528817727
2025-04-24,仅0:00预报,51595.016256948744,51595.016256948744,143.27349084291518,31128.21637534753,0.0,815.1834618715044,31943.399837219033,0,0,0,0.0
2025-04-24,更新至6:00,51595.016256948744,51774.46652070832,0.0,31128.21637534753,241.697676419026,0.0,31369.914051766555,1,0,0,280.67951489703546
2025-04-24,更新至12:00,51595.016256948744,52484.74452384825,0.0,31128.21637534753,1137.3027460058518,0.0,32265.51912135338,2,0,0,1353.4463916190539
2025-04-24,更新至18:00,51595.016256948744,52474.699068297,0.0,31128.21637534753,1121.3214453178684,0.0,32249.5378206654,3,0,0,1355.3336764529572
2025-04-25,仅0:00预报,27172.790612577995,27172.790612577995,5.684341886080802e-14,9950.746272307464,0.0,3.0809133022557944e-13,9950.746272307464,0,0,0,0.0
2025-04-25,更新至6:00,27172.790612577995,28729.924598221514,5.684341886080802e-14,9950.746272307464,788.5703710036319,3.0809133022557944e-13,10739.316643311096,1,0,0,181.19534036134974
2025-04-25,更新至12:00,27172.790612577995,28472.80504369476,5.684341886080802e-14,9950.746272307464,679.3074163074879,3.0809133022557944e-13,10630.053688614951,2,0,0,222.54179154242047
2025-04-25,更新至18:00,27172.790612577995,28629.742576803532,5.684341886080802e-14,9950.746272307464,745.9980210020619,3.0809133022557944e-13,10696.744293309526,3,0,0,226.67789471261858
2025-04-26,仅0:00预报,26671.02782606172,26671.02782606172,5.684341886080802e-14,10357.621438507611,0.0,2.1395862859208138e-13,10357.621438507611,0,0,0,0.0
2025-04-26,更新至6:00,26671.02782606172,26785.28229693621,5.684341886080802e-14,10357.621438507611,78.53894096974774,2.1395862859208138e-13,10436.160379477358,1,0,0,3.4487368887548655
2025-04-26,更新至12:00,26671.02782606172,26972.92759465843,5.684341886080802e-14,10357.621438507611,204.49652676828237,2.1395862859208138e-13,10562.117965275893,2,0,0,18.91316622472914
2025-04-26,更新至18:00,26671.02782606172,26734.095629895055,5.684341886080802e-14,10357.621438507611,57.97311638595164,2.1395862859208138e-13,10415.594554893563,3,0,0,47.76002202636755
2025-04-27,仅0:00预报,49839.161011548334,49839.161011548334,1804.0153478683235,30073.09905063504,0.0,10377.666916266515,40450.765966901556,0,0,0,0.0
2025-04-27,更新至6:00,49839.161011548334,53916.43871547573,216.20759250244498,30073.09905063504,3518.6297400346175,1369.3333532855104,34961.06214395517,1,0,0,5790.094781479938
2025-04-27,更新至12:00,49839.161011548334,52447.98312909201,187.09086145583285,30073.09905063504,2902.002457608709,1173.4816110163247,34148.583119260074,2,0,0,6719.841031365107
2025-04-27,更新至18:00,49839.161011548334,52767.60685938118,0.0,30073.09905063504,3533.754741711765,0.0,33606.8537923468,3,0,0,7748.372289340588
2025-04-28,仅0:00预报,64029.690904365874,64029.690904365874,28.267600666670887,38417.116834848974,0.0,138.57166047202122,38555.688495320996,0,0,0,0.0
2025-04-28,更新至6:00,64029.690904365874,66854.48150269958,0.0,38417.116834848974,2863.618796314707,0.0,41280.73563116368,1,0,0,2611.7959389689418
2025-04-28,更新至12:00,64029.690904365874,66171.81094690615,0.0,38417.116834848974,2340.300990038516,0.0,40757.41782488749,2,0,0,3169.485226668377
2025-04-28,更新至18:00,64029.690904365874,66171.81094690615,0.0,38417.116834848974,2340.300990038516,0.0,40757.41782488749,2,1,0,3169.485226668377
2025-04-29,仅0:00预报,52276.79318144587,52276.79318144587,9.12825053784718,31695.335153937463,0.0,60.410762059472404,31755.745915996937,0,0,0,0.0
2025-04-29,更新至6:00,52276.79318144587,52693.81262623907,0.0,31695.335153937463,356.6592037014168,0.0,32051.99435763888,1,0,0,260.8424816559432
2025-04-29,更新至12:00,52276.79318144587,52569.24026286254,1.1368683772161603e-13,31695.335153937463,345.3977992986772,5.153424353920854e-13,32040.73295323614,2,0,0,413.6066494493939
2025-04-29,更新至18:00,52276.79318144587,52569.24026286254,1.1368683772161603e-13,31695.335153937463,345.3977992986772,5.153424353920854e-13,32040.73295323614,2,1,0,413.6066494493939
2025-04-30,仅0:00预报,53015.792620318505,53015.792620318505,224.31022676307327,31588.23488934456,0.0,1183.7817502152925,32772.01663955985,0,0,0,0.0
2025-04-30,更新至6:00,53015.792620318505,53015.792620318505,224.31022676307327,31588.23488934456,0.0,1183.7817502152925,32772.01663955985,0,1,0,0.0
2025-04-30,更新至12:00,53015.792620318505,53015.792620318505,224.31022676307327,31588.23488934456,0.0,1183.7817502152925,32772.01663955985,0,2,0,0.0
2025-04-30,更新至18:00,53015.792620318505,53015.792620318505,224.31022676307327,31588.23488934456,0.0,1183.7817502152925,32772.01663955985,0,3,0,0.0
2025-05-01,仅0:00预报,54846.87792373844,54846.87792373844,1710.082230083331,33874.06529594437,0.0,10413.029019722992,44287.09431566736,0,0,0,0.0
2025-05-01,更新至6:00,54846.87792373844,55909.91162169794,1710.082230083331,33874.06529594437,1214.2386587677709,10413.029019722992,45501.33297443513,1,0,0,1257.3085497975317
2025-05-01,更新至12:00,54846.87792373844,55909.91162169794,1710.082230083331,33874.06529594437,1214.2386587677709,10413.029019722992,45501.33297443513,1,1,0,1257.3085497975317
2025-05-01,更新至18:00,54846.87792373844,56194.175455239594,1425.8183965416688,33874.06529594437,1770.0628482346685,8608.157181211202,44252.285325390236,2,1,0,2052.0576331561642
2025-05-02,仅0:00预报,29422.183992102127,29422.183992102127,1.7053025658242404e-13,12870.994446250374,0.0,5.819060788780916e-13,12870.994446250374,0,0,0,0.0
2025-05-02,更新至6:00,29422.183992102127,29449.774362472497,1.7053025658242404e-13,12870.994446250374,14.77464333333241,5.819060788780916e-13,12885.769089583706,1,0,0,1.8954952316044
2025-05-02,更新至12:00,29422.183992102127,29422.183992102127,1.7053025658242404e-13,12870.994446250374,0.0,5.819060788780916e-13,12870.994446250374,2,0,0,5.700482980794732
2025-05-02,更新至18:00,29422.183992102127,29422.183992102127,1.7053025658242404e-13,12870.994446250374,0.0,5.819060788780916e-13,12870.994446250374,2,1,0,5.700482980794732
2025-05-03,仅0:00预报,29399.09152183795,29399.09152183795,531.623474083329,12095.4831488734,0.0,2696.9267423438514,14792.409891217252,0,0,0,0.0
2025-05-03,更新至6:00,29399.09152183795,29399.09152183795,531.623474083329,12095.4831488734,0.0,2696.9267423438514,14792.409891217252,0,1,0,0.0
2025-05-03,更新至12:00,29399.09152183795,29399.09152183795,531.623474083329,12095.4831488734,0.0,2696.9267423438514,14792.409891217252,0,2,0,0.0
2025-05-03,更新至18:00,29399.09152183795,29681.767308874983,531.623474083329,12095.4831488734,156.29144265277438,2696.9267423438514,14948.701333870027,1,2,0,7.429473485432027
2025-05-04,仅0:00预报,60534.65828141391,60534.65828141391,304.2207083333335,37510.624280845564,0.0,1507.2685334187506,39017.89281426431,0,0,0,0.0
2025-05-04,更新至6:00,60534.65828141391,60534.65828141391,304.2207083333335,37510.624280845564,0.0,1507.2685334187506,39017.89281426431,0,1,0,0.0
2025-05-04,更新至12:00,60534.65828141391,60534.65828141391,304.2207083333335,37510.624280845564,0.0,1507.2685334187506,39017.89281426431,0,2,0,0.0
2025-05-04,更新至18:00,60534.65828141391,60534.65828141391,304.2207083333335,37510.624280845564,0.0,1507.2685334187506,39017.89281426431,0,3,0,0.0
2025-05-05,仅0:00预报,59354.71311865432,59354.71311865432,0.0,37815.04634064642,0.0,0.0,37815.04634064642,0,0,0,0.0
2025-05-05,更新至6:00,59354.71311865432,59354.71311865432,0.0,37815.04634064642,0.0,0.0,37815.04634064642,0,1,0,0.0
2025-05-05,更新至12:00,59354.71311865432,59354.71311865432,0.0,37815.04634064642,0.0,0.0,37815.04634064642,0,2,0,0.0
2025-05-05,更新至18:00,59354.71311865432,59354.71311865432,0.0,37815.04634064642,0.0,0.0,37815.04634064642,0,3,0,0.0
2025-05-06,仅0:00预报,51572.03601076954,51572.03601076954,4441.8485755416605,33373.718775615765,0.0,22433.257609883873,55806.97638549964,0,0,0,0.0
2025-05-06,更新至6:00,51572.03601076954,54738.24632455555,1433.1480387499955,33373.718775615765,3509.779557388379,8774.239217639151,45657.737550643295,1,0,0,6901.525482350716
2025-05-06,更新至12:00,51572.03601076954,55622.28006493621,701.4215691548322,33373.718775615765,4099.299666987745,4139.391987851009,41612.41043045452,2,0,0,7125.856827921003
2025-05-06,更新至18:00,51572.03601076954,55622.28006493621,701.4215691548322,33373.718775615765,4099.299666987745,4139.391987851009,41612.41043045452,2,1,0,7125.856827921003
2025-05-07,仅0:00预报,55547.60406169753,55547.60406169753,2792.111280500003,35508.34822647155,0.0,17378.468147772808,52886.81637424436,0,0,0,0.0
2025-05-07,更新至6:00,55547.60406169753,58995.8177185823,170.79160416666605,35508.34822647155,3051.216737875696,1034.7115836874952,39594.27654803474,1,0,0,2845.5738378284886
2025-05-07,更新至12:00,55547.60406169753,58569.1104425535,281.09643333332826,35508.34822647155,2377.0501354524968,1790.9614924541313,39676.35985437818,2,0,0,3339.401037978753
2025-05-07,更新至18:00,55547.60406169753,58569.1104425535,281.09643333332826,35508.34822647155,2377.0501354524968,1790.9614924541313,39676.35985437818,2,1,0,3339.401037978753
2025-05-08,仅0:00预报,65050.37854931032,65050.37854931032,379.65883745833617,40277.49737441669,0.0,2532.1541353940183,42809.65150981071,0,0,0,0.0
2025-05-08,更新至6:00,65050.37854931032,65050.37854931032,379.65883745833617,40277.49737441669,0.0,2532.1541353940183,42809.65150981071,0,1,0,0.0
2025-05-08,更新至12:00,65050.37854931032,65050.37854931032,379.65883745833617,40277.49737441669,0.0,2532.1541353940183,42809.65150981071,0,2,0,0.0
2025-05-08,更新至18:00,65050.37854931032,65050.37854931032,379.65883745833617,40277.49737441669,0.0,2532.1541353940183,42809.65150981071,0,3,0,0.0
2025-05-09,仅0:00预报,29052.90069170833,29052.90069170833,0.0,12344.208588762576,0.0,0.0,12344.208588762576,0,0,0,0.0
2025-05-09,更新至6:00,29052.90069170833,29595.699926366407,0.0,12344.208588762576,389.3468473968932,0.0,12733.55543615947,1,0,0,114.80680864591932
2025-05-09,更新至12:00,29052.90069170833,29311.395301958324,0.0,12344.208588762576,239.0794290609922,0.0,12583.288017823568,2,0,0,131.4156745357027
2025-05-09,更新至18:00,29052.90069170833,29311.395301958324,0.0,12344.208588762576,239.0794290609922,0.0,12583.288017823568,2,1,0,131.4156745357027
2025-05-10,仅0:00预报,29054.870073828188,29054.870073828188,0.0,12763.089851511191,0.0,0.0,12763.089851511191,0,0,0,0.0
2025-05-10,更新至6:00,29054.870073828188,29351.007983961932,0.0,12763.089851511191,204.4690723542198,0.0,12967.55892386541,1,0,0,12.582917040959273
2025-05-10,更新至12:00,29054.870073828188,29238.1368322644,0.0,12763.089851511191,100.7466354415113,0.0,12863.836486952703,2,0,0,71.9579782065116
2025-05-10,更新至18:00,29054.870073828188,29054.870073828188,0.0,12763.089851511191,0.0,0.0,12763.089851511191,3,0,0,87.28931556831003
2025-05-11,仅0:00预报,63615.02390585834,63615.02390585834,448.4346543749999,38943.53955188195,0.0,3025.808627688749,41969.3481795707,0,0,0,0.0
2025-05-11,更新至6:00,63615.02390585834,64331.43032373334,104.40184166666722,38943.53955188195,904.8077416611734,711.4940362166693,40559.84132975979,1,0,0,272.35767386087446
2025-05-11,更新至12:00,63615.02390585834,63925.98615985834,159.96655183333212,38943.53955188195,459.0627082161998,1084.6155128774487,40487.2177729756,2,0,0,785.8030564199989
2025-05-11,更新至18:00,63615.02390585834,63914.141126525006,171.81158516666414,38943.53955188195,435.8973765262026,1163.6930721008773,40543.13000050903,3,0,0,788.7183425225248
2025-05-12,仅0:00预报,54586.61091241458,54586.61091241458,457.10534312355367,34697.41207782255,0.0,2894.4332539659217,37591.84533178847,0,0,0,0.0
2025-05-12,更新至6:00,54586.61091241458,57315.74707558279,1.1368683772161603e-13,34697.41207782255,2582.4041277251677,5.072138264949899e-13,37279.816205547715,1,0,0,1473.8045835033067
2025-05-12,更新至12:00,54586.61091241458,55194.41997179936,1.1368683772161603e-13,34697.41207782255,713.3556105072756,5.072138264949899e-13,35410.767688329826,2,0,0,2950.593755851584
2025-05-12,更新至18:00,54586.61091241458,55445.28138965344,1.1368683772161603e-13,34697.41207782255,1220.8417307119487,5.072138264949899e-13,35918.25380853449,3,0,0,3167.1259798369333
2025-05-13,仅0:00预报,65409.59952427984,65409.59952427984,1.1368683772161603e-13,40527.95397814317,0.0,5.06304331793217e-13,40527.95397814317,0,0,0,0.0
2025-05-13,更新至6:00,65409.59952427984,65696.36714027984,1.1368683772161603e-13,40527.95397814317,396.18339335954846,5.06304331793217e-13,40924.137371502715,1,0,0,153.33176677615938
2025-05-13,更新至12:00,65409.59952427984,65441.57310452983,1.1368683772161603e-13,40527.95397814317,37.94374165789784,5.06304331793217e-13,40565.89771980106,2,0,0,387.41959406999194
2025-05-13,更新至18:00,65409.59952427984,65560.22714077984,1.1368683772161603e-13,40527.95397814317,274.5659634872714,5.06304331793217e-13,40802.51994163044,3,0,0,485.43116776536317
2025-05-14,仅0:00预报,59113.25907649874,59113.25907649874,0.0,36720.8940314778,0.0,0.0,36720.8940314778,0,0,0,0.0
2025-05-14,更新至6:00,59113.25907649874,60590.84193884443,0.0,36720.8940314778,1045.8975687569193,0.0,37766.79160023472,1,0,0,966.55298615638
2025-05-14,更新至12:00,59113.25907649874,59647.0095055111,0.0,36720.8940314778,430.94023139566946,0.0,37151.83426287347,2,0,0,1509.0428425523796
2025-05-14,更新至18:00,59113.25907649874,59647.0095055111,0.0,36720.8940314778,430.94023139566946,0.0,37151.83426287347,2,1,0,1509.0428425523796
2025-05-15,仅0:00预报,58902.038733235895,58902.038733235895,1.1368683772161603e-13,38322.16281349289,0.0,3.047944119316526e-13,38322.16281349289,0,0,0,0.0
2025-05-15,更新至6:00,58902.038733235895,61390.21787918892,1.1368683772161603e-13,38322.16281349289,1746.0051171229884,3.047944119316526e-13,40068.16793061588,1,0,0,1850.693459548067
2025-05-15,更新至12:00,58902.038733235895,60140.79903016629,1.1368683772161603e-13,38322.16281349289,903.7704971389095,3.047944119316526e-13,39225.9333106318,2,0,0,2607.6685850656236
2025-05-15,更新至18:00,58902.038733235895,60140.79903016629,1.1368683772161603e-13,38322.16281349289,903.7704971389095,3.047944119316526e-13,39225.9333106318,2,1,0,2607.6685850656236
2025-05-16,仅0:00预报,27661.39761090947,27661.39761090947,5.684341886080802e-14,12239.589589861083,0.0,1.858211362559814e-13,12239.589589861083,0,0,0,0.0
2025-05-16,更新至6:00,27661.39761090947,27788.357931639923,5.684341886080802e-14,12239.589589861083,67.21290638679807,1.858211362559814e-13,12306.802496247881,1,0,0,4.510212539361419
2025-05-16,更新至12:00,27661.39761090947,27788.357931639923,5.684341886080802e-14,12239.589589861083,67.21290638679807,1.858211362559814e-13,12306.802496247881,1,1,0,4.766549056777876
2025-05-16,更新至18:00,27661.39761090947,27661.39761090947,5.684341886080802e-14,12239.589589861083,0.0,1.858211362559814e-13,12239.589589861083,2,1,0,17.036344159827422
2025-05-17,仅0:00预报,28441.81198206996,28441.81198206996,5.684341886080802e-14,12747.781278308592,0.0,2.962110556836706e-13,12747.781278308592,0,0,0,0.0
2025-05-17,更新至6:00,28441.81198206996,28441.81198206996,5.684341886080802e-14,12747.781278308592,0.0,2.962110556836706e-13,12747.781278308592,0,1,0,0.0
2025-05-17,更新至12:00,28441.81198206996,28441.81198206996,5.684341886080802e-14,12747.781278308592,0.0,2.962110556836706e-13,12747.781278308592,0,2,0,0.0
2025-05-17,更新至18:00,28441.81198206996,28838.572967563792,5.684341886080802e-14,12747.781278308592,217.1124877519611,2.962110556836706e-13,12964.893766060553,1,2,0,15.05431384273561
2025-05-18,仅0:00预报,63472.14057219186,63472.14057219186,1.859583333333262,39658.537717472165,0.0,12.225830624999531,39670.763548097166,0,0,0,0.0
2025-05-18,更新至6:00,63472.14057219186,63594.79617219186,1.859583333333262,39658.537717472165,181.19223243749872,12.225830624999531,39851.95578053466,1,0,0,71.0988207641658
2025-05-18,更新至12:00,63472.14057219186,63472.14057219186,1.859583333333262,39658.537717472165,0.0,12.225830624999531,39670.763548097166,2,0,0,220.26435835471375
2025-05-18,更新至18:00,63472.14057219186,63472.14057219186,1.859583333333262,39658.537717472165,0.0,12.225830624999531,39670.763548097166,2,1,0,220.26435835471375
2025-05-19,仅0:00预报,58817.76114284464,58817.76114284464,67.00333333333356,36332.87498687714,0.0,467.58276166666775,36800.457748543806,0,0,0,0.0
2025-05-19,更新至6:00,58817.76114284464,58830.75302151131,67.00333333333356,36332.87498687714,13.811016616600103,467.58276166666775,36814.26876516041,1,0,0,3.3933538582800793
2025-05-19,更新至12:00,58817.76114284464,58817.76114284464,67.00333333333356,36332.87498687714,0.0,467.58276166666775,36800.457748543806,2,0,0,16.293120105199705
2025-05-19,更新至18:00,58817.76114284464,58822.20278867798,67.00333333333356,36332.87498687714,8.424691734374662,467.58276166666775,36808.88244027818,3,0,0,19.22014163474205
2025-05-20,仅0:00预报,62151.58271998661,62151.58271998661,0.0,37918.71068075497,0.0,0.0,37918.71068075497,0,0,0,0.0
2025-05-20,更新至6:00,62151.58271998661,62843.54017492123,0.0,37918.71068075497,797.3209915790762,0.0,38716.03167233405,1,0,0,408.64748711239054
2025-05-20,更新至12:00,62151.58271998661,62151.58271998661,0.0,37918.71068075497,0.0,0.0,37918.71068075497,2,0,0,1240.3083681718376
2025-05-20,更新至18:00,62151.58271998661,62151.58271998661,0.0,37918.71068075497,0.0,0.0,37918.71068075497,2,1,0,1240.3083681718376
2025-05-21,仅0:00预报,54329.747217018,54329.747217018,1.1368683772161603e-13,34969.167139067235,0.0,7.314611139008775e-13,34969.167139067235,0,0,0,0.0
2025-05-21,更新至6:00,54329.747217018,58775.476503290614,0.0,34969.167139067235,3974.3813300400866,0.0,38943.54846910732,1,0,0,3940.680814406793
2025-05-21,更新至12:00,54329.747217018,57070.6402494974,0.0,34969.167139067235,2243.5520494466014,0.0,37212.71918851384,2,0,0,5337.708955594666
2025-05-21,更新至18:00,54329.747217018,57070.6402494974,0.0,34969.167139067235,2243.5520494466014,0.0,37212.71918851384,2,1,0,5337.708955594666
2025-05-22,仅0:00预报,57891.40136248658,57891.40136248658,0.0,36984.24198538139,0.0,0.0,36984.24198538139,0,0,0,0.0
2025-05-22,更新至6:00,57891.40136248658,57904.13306248658,0.0,36984.24198538139,18.589077262501362,0.0,37002.83106264389,1,0,0,7.01522187799992
2025-05-22,更新至12:00,57891.40136248658,57891.40136248658,0.0,36984.24198538139,0.0,0.0,36984.24198538139,2,0,0,25.136864546001107
2025-05-22,更新至18:00,57891.40136248658,57891.40136248658,0.0,36984.24198538139,0.0,0.0,36984.24198538139,2,1,0,25.136864546001107
2025-05-23,仅0:00预报,28246.095319980195,28246.095319980195,0.0,12200.143997421656,0.0,0.0,12200.143997421656,0,0,0,0.0
2025-05-23,更新至6:00,28246.095319980195,28246.095319980195,0.0,12200.143997421656,0.0,0.0,12200.143997421656,0,1,0,0.0
2025-05-23,更新至12:00,28246.095319980195,28334.357748338214,0.0,12200.143997421656,69.36305734259672,0.0,12269.507054764252,1,1,0,21.110157552052442
2025-05-23,更新至18:00,28246.095319980195,28412.902748338216,0.0,12200.143997421656,110.55205534259699,0.0,12310.696052764253,2,1,0,23.46237084871882
2025-05-24,仅0:00预报,26164.465530966736,26164.465530966736,92.15762370833306,12134.023178267887,0.0,268.21562313449925,12402.238801402387,0,0,0,0.0
2025-05-24,更新至6:00,26164.465530966736,28809.65970328146,92.15762370833306,12134.023178267887,1296.871054870279,268.21562313449925,13699.109856272666,1,0,0,206.86100243237752
2025-05-24,更新至12:00,26164.465530966736,28839.928963981052,92.15762370833306,12134.023178267887,1311.1414978271,268.21562313449925,13713.380299229488,2,0,0,208.14046793854368
2025-05-24,更新至18:00,26164.465530966736,26885.728447633403,92.15762370833306,12134.023178267887,378.0138946249999,268.21562313449925,12780.252696027386,3,0,0,215.56910601170512
2025-05-25,仅0:00预报,61213.8919828857,61213.8919828857,0.0,37900.955179087825,0.0,0.0,37900.955179087825,0,0,0,0.0
2025-05-25,更新至6:00,61213.8919828857,61272.80181621904,0.0,37900.955179087825,72.40084795349505,0.0,37973.35602704132,1,0,0,23.87182749890144
2025-05-25,更新至12:00,61213.8919828857,61213.8919828857,0.0,37900.955179087825,0.0,0.0,37900.955179087825,2,0,0,87.52769810633163
2025-05-25,更新至18:00,61213.8919828857,61213.8919828857,0.0,37900.955179087825,0.0,0.0,37900.955179087825,2,1,0,87.52769810633163
2025-05-26,仅0:00预报,54466.66689932583,54466.66689932583,1105.2304842635822,34952.25193829861,0.0,7179.337568983492,42131.5895072821,0,0,0,0.0
2025-05-26,更新至6:00,54466.66689932583,57638.959211430556,1.1368683772161603e-13,34952.25193829861,3065.1359508121554,4.914681994705461e-13,38017.38788911076,1,0,0,1947.2303676595104
2025-05-26,更新至12:00,54466.66689932583,57804.50049015484,1.1368683772161603e-13,34952.25193829861,3091.781204201379,4.914681994705461e-13,38044.03314249998,2,0,0,2124.2389446545603
2025-05-26,更新至18:00,54466.66689932583,57804.50049015484,1.1368683772161603e-13,34952.25193829861,3091.781204201379,4.914681994705461e-13,38044.03314249998,2,1,0,2124.2389446545603
2025-05-27,仅0:00预报,53414.68410057583,53414.68410057583,137.5086838333359,34540.781290805826,0.0,690.6962133931796,35231.47750419901,0,0,0,0.0
2025-05-27,更新至6:00,53414.68410057583,58355.59216173063,137.5086838333359,34540.781290805826,3652.0993420902732,690.6962133931796,38883.57684628928,1,0,0,3694.4671870321495
2025-05-27,更新至12:00,53414.68410057583,55749.0249722187,137.5086838333359,34540.781290805826,1440.527365420379,690.6962133931796,36672.004869619384,2,0,0,5668.352868340149
2025-05-27,更新至18:00,53414.68410057583,55749.0249722187,137.5086838333359,34540.781290805826,1440.527365420379,690.6962133931796,36672.004869619384,2,1,0,5668.352868340149
2025-05-28,仅0:00预报,59503.53873717386,59503.53873717386,0.0,37866.8923835991,0.0,0.0,37866.8923835991,0,0,0,0.0
2025-05-28,更新至6:00,59503.53873717386,60449.78988628498,0.0,37866.8923835991,1134.9145788046803,0.0,39001.80696240378,1,0,0,340.82892473146467
2025-05-28,更新至12:00,59503.53873717386,59503.53873717386,0.0,37866.8923835991,0.0,0.0,37866.8923835991,2,0,0,1432.6767356880118
2025-05-28,更新至18:00,59503.53873717386,59503.53873717386,0.0,37866.8923835991,0.0,0.0,37866.8923835991,2,1,0,1432.6767356880118
2025-05-29,仅0:00预报,58279.990256014615,58279.990256014615,1.1368683772161603e-13,37631.18643721549,0.0,5.316564966051373e-13,37631.18643721549,0,0,0,0.0
2025-05-29,更新至6:00,58279.990256014615,63560.98603460648,3.410605131648481e-13,37631.18643721549,4542.5536733890285,1.4328520592243877e-12,42173.740110604514,1,0,0,3997.079590097732
