日期,时段序号,时段,电价_元每kWh,小区负载_kW,光伏实际功率_kW,净负荷_kW,计划购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,弃光量_kWh,时段末储电量_kWh,计划购电费_元,紧急购电费_元
2025-02-01,25,4:00-4:10,0.4401,2947.1208,0.0,2947.1208,575.1373665628535,0.0,83.95056656285345,0.0,0.0,8371.892312330596,253.1179550243118,0.0
2025-02-01,26,4:10-4:20,0.4389,3027.8717,0.0,3027.8717,575.1715570146666,0.0,70.5262736813333,0.0,0.0,8435.365958643795,252.4427963737372,0.0
2025-02-01,27,4:20-4:30,0.4364,3033.47,0.0,3033.47,554.9877442224506,0.0,49.40941088911734,0.0,0.0,8479.834428444,242.19665157867746,0.0
2025-02-01,28,4:30-4:40,0.4393,3019.3858,0.0,3019.3858,555.9496215181101,0.0,52.71865485144349,0.0,0.0,8527.2812178103,244.2286687329058,0.0
2025-02-01,29,4:40-4:50,0.4422,3017.0819,0.0014,3017.0805000000005,567.7350920413932,0.0,64.88834204139312,0.0,0.0,8585.680725647553,251.05245770070405,0.0
2025-02-01,30,4:50-5:00,0.4395,2997.85,0.0,2997.85,579.7561742512405,0.0,80.11450758457386,0.0,0.0,8657.783782473669,254.8028385834202,0.0
2025-02-01,31,5:00-5:10,0.4333,2932.7015,0.0,2932.7015,596.0129838357578,0.0,107.22940050242448,0.0,0.0,8754.29024292585,258.25242589603386,0.0
2025-02-01,32,5:10-5:20,0.4439,2991.1125,0.0199,2991.0926000000004,623.9745997050192,0.0,125.4591663716858,0.0,0.0,8867.203492660368,276.982324809058,0.0
2025-02-01,33,5:20-5:30,0.4301,3175.34,0.0,3175.34,620.3636011885482,0.0,91.1402678552148,0.0,0.0,8949.229733730062,266.81838487119455,0.0
2025-02-01,34,5:30-5:40,0.3713,3284.4619,0.0,3284.4619,1378.1981426232837,0.0,830.7878259566171,0.0,0.0,9696.938777091018,511.72497035602527,0.0
2025-02-01,35,5:40-5:50,0.5708,3187.3644,0.2774,3187.087,564.9245240014853,0.0,33.74335733481871,0.0,0.0,9727.307798692354,322.4589183000478,0.0
2025-02-01,36,5:50-6:00,0.9099,3065.9,0.0,3065.9,0.0,0.0,0.0,510.98333333333335,0.0,9159.548539433095,0.0,0.0
2025-02-01,37,6:00-6:10,0.9368,3211.1230999999993,0.0,3211.1230999999993,0.0,0.0,0.0,535.1871833333332,0.0,8564.89611350717,0.0,0.0
2025-02-01,38,6:10-6:20,0.8758,3203.9961,3.8641,3200.132,0.0,0.0,0.0,533.3553333333333,0.0,7972.279076470132,0.0,0.0
2025-02-01,39,6:20-6:30,0.8759,3027.12,0.0,3027.12,0.0,0.0,0.0,504.52,0.0,7411.701298692355,0.0,0.0
2025-02-01,40,6:30-6:40,0.8601,3117.3221,0.0,3117.3221,0.0,0.0,0.0,519.5536833333333,0.0,6834.419428321984,0.0,0.0
2025-02-01,41,6:40-6:50,0.8442,3398.49,89.6095,3308.8804999999998,0.0,0.0,0.0,551.4800833333333,0.0,6221.663780173836,0.0,0.0
2025-02-01,42,6:50-7:00,0.8334,3652.75,340.5,3312.25,0.0,0.0,0.0,552.0416666666666,0.0,5608.284150544207,0.0,0.0
2025-02-01,43,7:00-7:10,0.8092,3703.2843,615.936,3087.348299999999,0.0,0.0,0.0,514.5580499999999,0.0,5036.55298387754,0.0,0.0
2025-02-01,44,7:10-7:20,0.7972,3572.3787999999995,884.9274999999999,2687.4512999999997,244.28395137649738,0.0,0.0,203.62459862350255,0.0,4810.303429851426,194.7431660373437,0.0
2025-02-01,45,7:20-7:30,0.7644,3477.22,1140.675,2336.545,562.5595662130079,0.0,173.1353995463412,0.0,0.0,4966.125289443133,430.02053241322324,0.0
2025-02-01,46,7:30-7:40,0.6899,3654.0022,1388.0797,2265.9225,537.2682930297012,0.0,159.61454302970122,0.0,0.0,5109.778378169864,370.66139536119084,0.0
2025-02-01,47,7:40-7:50,0.86,3841.4201,1674.452,2166.9681,0.0,0.0,0.0,361.16134999999997,0.0,4708.487989280975,0.0,0.0
2025-02-01,48,7:50-8:00,1.1617,3803.6499999999996,2004.1124999999997,1799.5375,0.0,0.0,0.0,299.92291666666665,0.0,4375.24030409579,0.0,0.0
2025-02-01,49,8:00-8:10,1.1683,3545.4639,2332.1065,1213.3574000000006,0.0,0.0,0.0,202.22623333333343,0.0,4150.544489280975,0.0,0.0
2025-02-01,50,8:10-8:20,1.0956,3411.349,2632.5934,778.7556,0.0,0.0,0.0,129.7926,0.0,4006.3304892809747,0.0,0.0
2025-02-01,51,8:20-8:30,1.0849,3445.3699999999994,2927.6625,517.7074999999996,0.0,0.0,0.0,86.28458333333327,0.0,3910.4587300217154,0.0,0.0
2025-02-01,52,8:30-8:40,1.061,3467.1139,3251.299,215.81490000000008,0.0,0.0,0.0,35.96915000000001,0.0,3870.493007799493,0.0,0.0
2025-02-01,53,8:40-8:50,1.043,3894.4802,3519.7565999999997,374.72360000000003,0.0,0.0,0.0,62.45393333333334,0.0,3801.099748540234,0.0,0.0
2025-02-01,54,8:50-9:00,1.036,4422.76,3731.7,691.0600000000004,0.0,0.0,0.0,115.17666666666673,0.0,3673.12567446616,0.0,0.0
2025-02-01,55,9:00-9:10,1.0147,4267.5205,3992.5758,274.94469999999933,0.0,0.0,0.0,45.824116666666555,0.0,3622.209989280975,0.0,0.0
2025-02-01,56,9:10-9:20,0.9922,4190.1702,4378.3332,-188.163,0.0,0.0,31.360500000000002,0.0,0.0,3650.4344392809753,0.0,0.0
2025-02-01,57,9:20-9:30,0.97,4418.32,4788.525,-370.2049999999999,0.0,0.0,61.70083333333332,0.0,0.0,3705.965189280975,0.0,0.0
2025-02-01,58,9:30-9:40,0.9422,4399.2754,5029.9241,-630.6487,0.0,0.0,105.10811666666666,0.0,0.0,3800.562494280975,0.0,0.0
2025-02-01,59,9:40-9:50,0.9569,4182.7342,5203.9177,-1021.1835000000003,0.0,0.0,170.19725000000005,0.0,0.0,3953.740019280975,0.0,0.0
2025-02-01,60,9:50-10:00,0.9977,4071.53,5364.1125,-1292.5824999999995,0.0,0.0,215.4304166666666,0.0,0.0,4147.627394280975,0.0,0.0
2025-02-01,61,10:00-10:10,0.9919,4268.5932,5471.099,-1202.5058000000001,0.0,0.0,200.41763333333336,0.0,0.0,4328.003264280975,0.0,0.0
2025-02-01,62,10:10-10:20,0.9588,4240.2423,5601.7634,-1361.5210999999997,0.0,0.0,226.92018333333328,0.0,0.0,4532.231429280974,0.0,0.0
2025-02-01,63,10:20-10:30,0.9549,4001.96,5755.3125,-1753.3525,0.0,0.0,292.22541666666666,0.0,0.0,4795.234304280974,0.0,0.0
2025-02-01,64,10:30-10:40,0.9839,4072.3226,5878.849,-1806.5264000000004,0.0,0.0,301.0877333333334,0.0,0.0,5066.213264280975,0.0,0.0
2025-02-01,65,10:40-10:50,0.799,4068.783,6128.0874,-2059.3044,0.0,0.0,343.2174,0.0,0.0,5375.108924280975,0.0,0.0
2025-02-01,66,10:50-11:00,0.5025,3917.5499999999997,6361.65,-2444.0999999999995,0.0,0.0,407.3499999999999,0.0,0.0,5741.723924280975,0.0,0.0
2025-02-01,67,11:00-11:10,0.4662,3946.1661,6277.0669,-2330.9007999999994,0.0,0.0,388.4834666666666,0.0,0.0,6091.359044280975,0.0,0.0
2025-02-01,68,11:10-11:20,0.5007,3936.6102999999994,6308.0507,-2371.4404000000004,0.0,0.0,395.24006666666673,0.0,0.0,6447.075104280974,0.0,0.0
2025-02-01,69,11:20-11:30,0.4827,3927.21,6594.375,-2667.1650000000004,0.0,0.0,444.52750000000003,0.0,0.0,6847.149854280974,0.0,0.0
2025-02-01,70,11:30-11:40,0.4785,4153.2513,6817.8939,-2664.6426000000006,0.0,0.0,444.10710000000006,0.0,0.0,7246.846244280974,0.0,0.0
2025-02-01,71,11:40-11:50,0.4662,4080.8969,6770.5009,-2689.6039999999994,395.46741850310366,0.0,833.3333333333333,0.0,10.401418503103628,7996.846244280974,184.36691050614692,0.0
2025-02-01,72,11:50-12:00,0.4432,3840.2,6603.9375,-2763.7375,422.7104718612634,0.0,833.3333333333333,0.0,50.000055194596825,8746.846244280974,187.34528112891192,0.0
2025-02-01,73,12:00-12:10,0.4411,4061.0483,6632.8992,-2571.8509,511.6347308860255,0.0,833.3333333333333,0.0,106.94321421935888,9496.846244280974,225.68207979382586,0.0
2025-02-01,74,12:10-12:20,0.4551,3978.5628,6536.8864,-2558.3236000000006,534.2315588003693,0.0,833.3333333333333,0.0,127.28549213370275,10246.846244280974,243.12878241004805,0.0
2025-02-01,75,12:20-12:30,0.4463,3564.13,6314.474999999999,-2750.345,489.9002349639795,0.0,614.615284132251,0.0,333.6757841650618,10800.0,218.64247486442406,0.0
2025-02-01,76,12:30-12:40,0.4113,3606.685,6312.5866,-2705.9015999999997,468.9410509443744,0.0,0.0,0.0,919.9246509443743,10800.0,192.8754542534212,0.0
2025-02-01,77,12:40-12:50,0.5682,3800.0122,6353.9385,-2553.9262999999996,0.0,0.0,0.0,0.0,425.65438333333327,10800.0,0.0,0.0
2025-02-01,78,12:50-13:00,0.8279,3832.0899999999997,6313.349999999999,-2481.2599999999998,0.0,0.0,0.0,0.0,413.5433333333333,10800.0,0.0,0.0
2025-02-01,79,13:00-13:10,0.8636,3716.2453999999993,6246.1375,-2529.8921,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,0.0,0.0
2025-02-01,80,13:10-13:20,0.8416,3639.0264,6175.372999999999,-2536.3465999999985,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,0.0,0.0
2025-02-01,81,13:20-13:30,0.8618,3642.08,6103.6875,-2461.6075,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,0.0,0.0
2025-02-01,82,13:30-13:40,0.8623,3637.91,5992.7643,-2354.8543000000004,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,0.0,0.0
2025-02-01,83,13:40-13:50,0.9026,3749.5633,5691.8061,-1942.2428,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,0.0,0.0
2025-02-01,84,13:50-14:00,0.9754,3849.87,5251.125,-1401.255,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,0.0,0.0
2025-02-01,85,14:00-14:10,1.0002,3676.3402999999994,4893.7405,-1217.4002,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,0.0,0.0
2025-02-01,86,14:10-14:20,0.9978,3619.6065,4617.2194,-997.6129000000001,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,0.0,0.0
2025-02-01,87,14:20-14:30,1.0271,3664.87,4364.4,-699.5299999999995,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,0.0,0.0
2025-02-01,88,14:30-14:40,1.0906,3429.7385,4104.4044,-674.6659000000004,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,0.0,0.0
2025-02-01,89,14:40-14:50,0.9376,3327.5652,3890.1685999999995,-562.6033999999995,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,0.0,0.0
2025-02-01,90,14:50-15:00,0.6694,3473.54,3688.3499999999995,-214.80999999999972,114.10687426581956,0.0,0.0,0.0,149.90854093248618,10800.0,76.38314163353961,0.0
2025-02-01,91,15:00-15:10,0.66,3562.9319999999993,3392.3570999999997,170.57489999999962,233.50625902021517,0.0,0.0,0.0,205.07710902021523,10800.0,154.11413095334203,0.0
2025-02-01,92,15:10-15:20,0.7217,3620.2202,3032.6158,587.6044000000002,228.96599578555686,0.0,0.0,0.0,131.03192911889016,10800.0,165.24475915843638,0.0
2025-02-01,93,15:20-15:30,0.7308,3651.93,2703.825,948.1050000000002,262.4422468805274,0.0,0.0,0.0,104.42474688052738,10800.0,191.79279402028945,0.0
2025-02-01,94,15:30-15:40,0.7534,3580.7318999999998,2481.7698,1098.9621,292.6618933535191,0.0,0.0,0.0,109.50154335351908,10800.0,220.49147045254125,0.0
2025-02-01,95,15:40-15:50,0.7823,3420.6657,2255.8374,1164.8283000000001,327.11427137325626,0.0,0.0,0.0,132.97622137325624,10800.0,255.90149449529838,0.0
2025-02-01,96,15:50-16:00,0.8055,3292.5,1973.5874999999999,1318.9125000000001,366.1212714906598,0.0,0.0,0.0,146.30252149065979,10800.0,294.9106841857265,0.0
2025-02-01,97,16:00-16:10,0.8271,3324.4944,1687.0442999999998,1637.4501000000002,408.48312473910113,0.0,0.0,0.0,135.5747747391011,10800.0,337.85639247171054,0.0
2025-02-01,98,16:10-16:20,0.8519,3354.2163999999993,1442.6491,1911.5672999999995,318.9078145999018,0.0,0.0,0.0,0.31326459990191324,10800.0,271.67756725765634,0.0
2025-02-01,99,16:20-16:30,0.8791,3378.6399999999994,1214.175,2164.4649999999997,387.3423024349564,0.0,0.0,0.0,26.598135768289808,10800.0,340.51261807057017,0.0
2025-02-01,100,16:30-16:40,0.9024,3481.7178,933.1141999999999,2548.6036000000004,441.3015454241225,0.0,0.0,0.0,16.53427875745581,10800.0,398.2305145907281,0.0
2025-02-01,101,16:40-16:50,0.9163,3196.9080999999996,640.2688,2556.6393,423.4762568548171,0.0,0.0,2.6302931451828613,0.0,10797.077452060908,388.0312941560689,0.0
2025-02-01,102,16:50-17:00,0.9264,2680.68,358.2375,2322.4425,418.15326583718695,0.0,3.2472754878795564,0.0,27.832240349307433,10800.0,387.37718547157,0.0
2025-02-01,103,17:00-17:10,0.9462,2601.2611,95.3846,2505.8765000000003,433.8997450722337,0.0,0.0,0.0,16.253661738900348,10800.0,410.55593878734754,0.0
2025-02-01,104,17:10-17:20,0.9742,2638.6848,0.0,2638.6848,444.4553178920938,0.0,0.0,0.0,4.674517892093775,10800.0,432.9883706904777,0.0
2025-02-01,105,17:20-17:30,0.9862,2616.82,0.0,2616.82,479.94624070612224,0.0,0.0,0.0,43.80957403945558,10800.0,473.3229825843777,0.0
2025-02-01,106,17:30-17:40,0.976,2675.971,4.1367,2671.8343,450.0026975785419,0.0,0.0,0.0,4.6969809118753005,10800.0,439.2026328366569,0.0
2025-02-01,107,17:40-17:50,1.0742,2639.3558,0.0,2639.3558,436.9004086471675,0.0,0.0,2.9922246861657413,0.0,10796.67530590426,469.3184189687874,0.0
2025-02-01,108,17:50-18:00,1.2313,2570.82,0.0,2570.82,415.7527816933989,0.0,0.0,12.717218306601126,0.0,10782.54506334137,511.91640009908207,0.0
2025-02-01,109,18:00-18:10,1.2561,2725.1073,0.297,2724.8103,220.82259813395575,0.0,0.0,233.31245186604423,0.0,10523.309005712432,277.3752655160618,0.0
2025-02-01,110,18:10-18:20,1.2447,2833.5919,0.0,2833.5919,415.0665344412794,0.0,0.0,57.198782225387276,0.0,10459.754803239779,516.6333154190604,0.0
2025-02-01,111,18:20-18:30,1.2545,2725.01,0.0,2725.01,409.6343201515729,0.0,0.0,44.53401318176043,0.0,10410.272566371157,513.8862546301482,0.0
2025-02-01,112,18:30-18:40,1.2522,2510.2571,0.0213,2510.2358,374.2891118236835,0.0,0.0,44.083521509649756,0.0,10361.29087580488,468.6848258256165,0.0
2025-02-01,113,18:40-18:50,1.2881,2484.4934,0.0,2484.4934,0.0,0.0,0.0,414.0822333333333,0.0,9901.19950543451,0.0,0.0
2025-02-01,114,18:50-19:00,1.3466,2592.83,0.0,2592.83,0.0,0.0,0.0,432.1383333333333,0.0,9421.045801730806,0.0,0.0
2025-02-01,115,19:00-19:10,1.3523,2544.0862,0.0015,2544.0847000000003,0.0,0.0,0.0,424.01411666666667,0.0,8949.91900543451,0.0,0.0
2025-02-01,116,19:10-19:20,1.3445,2654.4748,0.0,2654.4748,0.0,0.0,0.0,442.41246666666666,0.0,8458.349598027104,0.0,0.0
2025-02-01,117,19:20-19:30,1.3483,2902.48,0.0,2902.48,0.0,0.0,0.0,483.74666666666667,0.0,7920.853301730807,0.0,0.0
2025-02-01,118,19:30-19:40,1.349,2887.1068,0.0,2887.1068,0.0,0.0,0.0,481.18446666666665,0.0,7386.2038943234,0.0,0.0
2025-02-01,119,19:40-19:50,1.3473,2668.5956,0.0,2668.5956,0.0,0.0,0.0,444.76593333333335,0.0,6892.019523953029,0.0,0.0
2025-02-01,120,19:50-20:00,1.3482,2508.57,0.0,2508.57,0.0,0.0,0.0,418.095,0.0,6427.469523953029,0.0,0.0
2025-02-01,121,20:00-20:10,1.3513,2620.4431,0.0,2620.4431,0.0,0.0,0.0,436.7405166666666,0.0,5942.202283212288,0.0,0.0
2025-02-01,122,20:10-20:20,1.34,2716.1871,0.0,2716.1871,0.0,0.0,0.0,452.69785,0.0,5439.2046721011775,0.0,0.0
2025-02-01,123,20:20-20:30,1.3489,2699.81,0.0,2699.81,0.0,0.0,0.0,449.9683333333333,0.0,4939.239857286363,0.0,0.0
2025-02-01,124,20:30-20:40,1.3952,2730.4002,0.0,2730.4002,0.0,0.0,0.0,455.06669999999997,0.0,4433.610190619696,0.0,0.0
2025-02-01,125,20:40-20:50,1.2226,2724.0742,0.0,2724.0742,447.1005374484473,0.0,0.0,6.911829218219339,0.0,4425.93038037723,546.6251170844716,0.0
2025-02-01,126,20:50-21:00,0.9332,2756.43,0.0,2756.43,572.009182140277,0.0,112.60418214027698,0.0,0.0,4527.274144303479,533.7989687733065,0.0
2025-02-01,127,21:00-21:10,0.9068,2984.5246,0.0,2984.5246,580.748705906363,0.0,83.32793923969638,0.0,0.0,4602.269289619206,526.6229265158901,0.0
2025-02-01,128,21:10-21:20,0.9371,3019.6988,0.0,3019.6988,569.5355276407176,0.0,66.2523943073843,0.0,0.0,4661.896444495852,533.7117429521165,0.0
2025-02-01,129,21:20-21:30,0.9371,2865.34,0.0,2865.34,568.2196870185326,0.0,90.6630203518659,0.0,0.0,4743.493162812531,532.4786687050669,0.0
2025-02-01,130,21:30-21:40,0.9871,2874.8157,0.0,2874.8157,578.33839150249,0.0,99.20244150249005,0.0,0.0,4832.775360164773,570.8778262521079,0.0
2025-02-01,131,21:40-21:50,0.7764,2701.2246,0.0,2701.2246,519.8524885092345,0.0,69.64838850923451,0.0,0.0,4895.458909823084,403.61347207856966,0.0
2025-02-01,132,21:50-22:00,0.4209,2352.51,0.0,2352.51,1190.7558262080745,0.0,798.6708262080745,0.0,0.0,5614.262653410351,501.1891272509786,0.0
2025-02-01,133,22:00-22:10,0.3859,2230.6189,0.0,2230.6189,1205.5083096289352,0.0,833.3333333333333,0.0,0.4051596289352801,6364.262653410351,465.2056566858061,0.0
2025-02-01,134,22:10-22:20,0.4368,2181.4693,0.0,2181.4693,439.7220436703606,0.0,76.14382700369396,0.0,0.0,6432.7920977136755,192.07058867521351,0.0
2025-02-01,135,22:20-22:30,0.4198,2154.94,0.0,2154.94,1210.3162011174127,0.0,833.3333333333333,0.0,17.82620111741278,7182.7920977136755,508.0907412290899,0.0
2025-02-01,136,22:30-22:40,0.4186,2292.3043,0.0,2292.3043,1215.9591441474151,0.0,833.3333333333333,0.0,0.5750941474152569,7932.7920977136755,509.000497740108,0.0
2025-02-01,137,22:40-22:50,0.4241,2503.0105,0.0,2503.0105,505.2289129649011,0.0,88.06049629823445,0.0,0.0,8012.046544382087,214.26758198841455,0.0
2025-02-01,138,22:50-23:00,0.4237,2590.78,0.0,2590.78,1216.3003338352394,0.0,784.5036671685727,0.0,0.0,8718.099844833801,515.346451445991,0.0
2025-02-01,139,23:00-23:10,0.4248,2438.7897,0.0,2438.7897,437.00280462578155,0.0,30.53785462578162,0.0,0.0,8745.583913997005,185.638791405032,0.0
2025-02-01,140,23:10-23:20,0.424,2405.7592,0.0,2405.7592,971.2499019672955,0.0,570.2900353006289,0.0,0.0,9258.84494576757,411.8099584341333,0.0
2025-02-01,141,23:20-23:30,0.422,2459.67,0.0,2459.67,1177.7237010345189,0.0,767.7787010345189,0.0,0.0,9949.845776698638,496.99940183656696,0.0
2025-02-01,142,23:30-23:40,0.424,2323.4202,0.0,2323.4202,1253.3114025366538,0.0,833.3333333333333,0.0,32.74136920332057,10699.845776698638,531.4040346755412,0.0
2025-02-01,143,23:40-23:50,0.4271,2728.2609,0.0,2728.2609,455.0125895177304,0.0,0.30243951773042,0.0,0.0,10700.117972264596,194.33587698302264,0.0
2025-02-01,144,23:50-24:00,0.4276,3484.9399999999996,0.0,3484.9399999999996,371.35717735629703,0.0,0.0,209.46615597703624,0.0,10467.377798956777,158.7923290375526,0.0
2025-02-02,1,0:00-0:10,0.4248,3591.9843,0.0,3591.9843,493.00426931664947,0.0,0.0,105.6597806833505,0.0,10349.978042641944,209.4282136057127,0.0
2025-02-02,2,0:10-0:20,0.4245,3490.4069,0.0,3490.4069,507.6507221713992,0.0,0.0,74.08376116193409,0.0,10267.662752462016,215.49773156175894,0.0
2025-02-02,3,0:20-0:30,0.4269,3507.5599999999995,0.0,3507.5599999999995,574.8644015768709,0.0,0.0,9.728931756462316,0.0,10256.852828288169,245.4096130331662,0.0
2025-02-02,4,0:30-0:40,0.4272,3516.6171999999997,0.0,3516.6171999999997,622.766342992969,0.0,36.66347632630243,0.0,0.0,10289.849956981841,266.0457817265964,0.0
2025-02-02,5,0:40-0:50,0.4271,3523.1812,0.0,3523.1812,611.634946033507,0.0,24.438079366840384,0.0,0.0,10311.844228411997,261.2292854509108,0.0
2025-02-02,6,0:50-1:00,0.4285,3576.4399999999996,0.0,3576.4399999999996,572.4446230893966,0.0,0.0,23.628710243936666,0.0,10285.590105918734,245.29252099380645,0.0
2025-02-02,7,1:00-1:10,0.4311,3672.3289,0.0,3672.3289,573.4777131199653,0.0,0.0,38.57710354670132,0.0,10242.72665753351,247.22624212601704,0.0
2025-02-02,8,1:10-1:20,0.4302,3589.9458,0.0,3589.9458,585.3424724803031,0.0,0.0,12.981827519696935,0.0,10228.302404733848,251.8143316610264,0.0
2025-02-02,9,1:20-1:30,0.4279,3433.4,0.0,3433.4,586.4618470366356,0.0,14.22851370330227,0.0,0.0,10241.10806706682,250.94702434697638,0.0
2025-02-02,10,1:30-1:40,0.4312,3549.9164,0.0,3549.9164,585.8369525739613,0.0,0.0,5.815780759372046,0.0,10234.646088445295,252.61289394989214,0.0
2025-02-02,11,1:40-1:50,0.4333,3745.7741999999994,0.0,3745.7741999999994,583.5685295450749,0.0,0.0,40.727170454925044,0.0,10189.393676828711,252.86024385188094,0.0
2025-02-02,12,1:50-2:00,0.4311,3771.99,0.0,3771.99,587.3750563016307,0.0,0.0,41.28994369836926,0.0,10143.5159616083,253.217386771633,0.0
2025-02-02,13,2:00-2:10,0.4293,3594.4447,0.0,3594.4447,605.4773922192567,0.0,6.403275552590003,0.0,0.0,10149.278909605631,259.9314444797269,0.0
2025-02-02,14,2:10-2:20,0.4324,3671.1635,0.0,3671.1635,608.9600207967235,0.0,0.0,2.9005625366098684,0.0,10146.056062342732,263.31431299250323,0.0
2025-02-02,15,2:20-2:30,0.4367,3882.83,0.0,3882.83,597.5407101133168,0.0,0.0,49.597623220016544,0.0,10090.94759209827,260.9460281064854,0.0
2025-02-02,16,2:30-2:40,0.4348,3711.2113999999997,0.0,3711.2113999999997,601.6894004282124,0.0,0.0,16.845832905120915,0.0,10072.229999981468,261.61455130618674,0.0
2025-02-02,17,2:40-2:50,0.4335,3797.0550999999996,0.0,3797.0550999999996,621.9977122929147,0.0,0.0,10.844804373751913,0.0,10060.180217343966,269.6360082789785,0.0
2025-02-02,18,2:50-3:00,0.4357,4096.45,0.0,4096.45,633.67185768634,0.0,0.0,49.06980898032657,0.0,10005.658207365826,276.0908283939383,0.0
2025-02-02,19,3:00-3:10,0.4374,3901.7475999999997,0.0,3901.7475999999997,614.9040414225828,0.0,0.0,35.387225244083766,0.0,9966.339068205732,268.95902771823773,0.0
2025-02-02,20,3:10-3:20,0.4371,3751.7021999999997,0.0,3751.7021999999997,622.4207751486289,0.0,0.0,2.8629248513710763,0.0,9963.158040593098,272.0601208174657,0.0
2025-02-02,21,3:20-3:30,0.4356,3892.9599999999996,0.0,3892.9599999999996,655.3812566183071,0.0,6.554589951640537,0.0,0.0,9969.057171549575,285.4840753829346,0.0
2025-02-02,22,3:30-3:40,0.4353,4003.4217999999996,0.0,4003.4217999999996,656.6366096907641,0.0,0.0,10.600356975902514,0.0,9957.278997131905,285.8339161983896,0.0
2025-02-02,23,3:40-3:50,0.436,3951.3329999999996,0.0,3951.3329999999996,652.5367785790022,0.0,0.0,6.0187214209977355,0.0,9950.591528886353,284.50603546044493,0.0
2025-02-02,24,3:50-4:00,0.4378,3825.93,0.0,3825.93,672.0069327962691,0.0,34.351932796269125,0.0,0.0,9981.508268402995,294.2046351782066,0.0
2025-02-02,25,4:00-4:10,0.4401,3819.9274999999993,0.0,3819.9274999999993,702.8525405615259,0.0,66.19795722819265,0.0,0.0,10041.086429908368,309.3254031011275,0.0
2025-02-02,26,4:10-4:20,0.4389,3875.44,0.0,3875.44,707.385453312017,0.0,61.4787866453504,0.0,0.0,10096.417337889183,310.4714754586443,0.0
2025-02-02,27,4:20-4:30,0.4364,3917.7899999999995,0.0,3917.7899999999995,677.844794637665,0.0,24.8797946376651,0.0,0.0,10118.80915306308,295.811468379877,0.0
2025-02-02,28,4:30-4:40,0.4393,3937.5329,0.0,3937.5329,690.6708651139194,0.0,34.41538178058602,0.0,0.0,10149.782996665608,303.4117110445448,0.0
2025-02-02,29,4:40-4:50,0.4422,3992.324,0.0014,3992.3226000000004,631.3194267984856,0.0,0.0,34.06767320151448,0.0,10111.930026441703,279.1694505302903,0.0
2025-02-02,30,4:50-5:00,0.4395,4086.2,0.0,4086.2,665.2927118661875,0.0,0.0,15.740621467145843,0.0,10094.440447033763,292.3961468651894,0.0
2025-02-02,31,5:00-5:10,0.4333,4146.1246,0.0,4146.1246,672.2968930826728,0.0,0.0,18.72387358399385,0.0,10073.636143051548,291.30624377272215,0.0
2025-02-02,32,5:10-5:20,0.4439,4075.3386999999993,0.0189,4075.3197999999993,678.4570169949576,0.0,0.0,0.7629496717089523,0.0,10072.788421194095,301.1670698440617,0.0
2025-02-02,33,5:20-5:30,0.4301,3887.68,0.0,3887.68,668.7883990472873,0.0,20.84173238062067,0.0,0.0,10091.545980336654,287.64589043023824,0.0
2025-02-02,34,5:30-5:40,0.3713,3800.9682,0.0,3800.9682,1121.4675383555086,0.0,487.97283835550866,0.0,0.0,10530.721534856611,416.4008969914004,0.0
2025-02-02,35,5:40-5:50,0.5708,4342.6923,0.2639,4342.4284,746.6755393023767,0.0,22.93747263571015,0.0,0.0,10551.365260228751,426.2023978337966,0.0
2025-02-02,36,5:50-6:00,0.9099,5133.2,0.0,5133.2,20.005279222842887,2.1947207771571584,0.0,833.3333333333333,0.0,9625.439334302826,18.202803564864745,9.984882175676493
2025-02-02,37,6:00-6:10,0.9368,5203.4971,0.0,5203.4971,30.139921098641594,3.7762622346916714,0.0,833.3333333333333,0.0,8699.5134083769,28.235078085207444,17.68801230729579
2025-02-02,38,6:10-6:20,0.8758,5131.6891,3.6762,5128.0129,794.2403132072001,0.0,0.0,60.42850345946647,0.0,8632.370626755272,695.5956663068658,0.0
2025-02-02,39,6:20-6:30,0.8759,5241.01,0.0,5241.01,484.4286555307694,0.0,0.0,389.0730111358973,0.0,8200.06728104872,424.3110593794009,0.0
2025-02-02,40,6:30-6:40,0.8601,5256.0742,0.0,5256.0742,825.9821083087688,0.0,0.0,50.030258357897765,0.0,8144.4781050955,710.427211356372,0.0
2025-02-02,41,6:40-6:50,0.8442,5123.0993,114.5793,5008.52,849.3139160943601,0.0,14.560582761026808,0.0,0.0,8157.582629580424,716.9908079668588,0.0
2025-02-02,42,6:50-7:00,0.8334,4993.59,386.0625,4607.5275,795.2085917226713,0.0,27.287341722671272,0.0,0.0,8182.141237130828,662.7268403416742,0.0
2025-02-02,43,7:00-7:10,0.8092,5070.2148,657.2329,4412.9819,729.7973046360489,0.0,0.0,5.699678697284298,0.0,8175.808260800512,590.5519789114908,0.0
