日期,小区负载电量_kWh,光伏实际电量_kWh,计划购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,弃光量_kWh,0:00储电量_kWh,24:00储电量_kWh,计划购电费_元,紧急购电费_元,总购电费_元,最大电能平衡残差_kWh,最大SOC递推残差_kWh,最大充电功率_kW,最大放电功率_kW
2025-04-19,71905.41535,65120.736099999995,25681.182377530764,130.45425913955899,12980.122508710077,10995.08412736554,17041.919005325788,1734.6498836781977,1200.0,12811.107430178792,278.9112060403771,13090.018636219169,1.1368683772161603e-13,0.0,4811.638011245641,2851.6119
2025-04-20,117197.81635000001,65240.07146666666,55896.311246449135,226.6725659329785,21284.523291366328,17133.086252813366,13.801890495827138,1200.0,1319.3084591037355,33419.83879878257,1515.5633097824996,34935.40210856507,1.1368683772161603e-13,0.0,5000.0,4329.2694
2025-04-21,118481.63788333333,69964.7275,57324.13290413331,119.85537568584871,19910.58698456743,16204.178408008811,5220.6693199272095,1319.3084591037355,1234.1940696490888,34378.56013835335,287.0516117547585,34665.61175010811,2.2737367544323206e-13,0.0,5000.0,4446.0993
2025-04-22,117811.00101666666,65658.0717,55085.10041978335,1041.5495431974882,19169.274059450683,15557.886650839238,362.3332377027354,1234.1940696490888,1200.0,32903.034079051344,6279.779085549832,39182.813164601175,1.1368683772161603e-13,0.0,4975.139950959818,4416.9422
2025-04-23,118030.51476666666,66630.59805,55126.434774842404,287.51867990024664,20183.702466033497,16217.332765026498,47.66703706899011,1200.0,1346.0735916229348,32911.82998557437,1845.1006866205826,34756.930672194954,2.2737367544323206e-13,0.0,5000.0,4490.2167
2025-04-24,117497.77966666665,70407.67296666667,58076.42272811418,0.0,19053.908949931487,15088.455993411768,7020.863071594463,1346.0735916229348,1729.6405427704217,34485.4895575425,0.0,34485.4895575425,2.2737367544323206e-13,0.0,5000.0,4473.01
2025-04-25,71763.32119999999,69762.96354999999,24568.456572710686,16.093272285185638,12551.26458967575,10643.200806130739,20676.12841145086,1729.6405427704217,1200.0,12077.629029310781,34.40741614572689,12112.036445456508,1.1368683772161603e-13,0.0,5000.0,2941.25
2025-04-26,72100.92436666666,72030.73073333333,25039.597560645314,693.5253027840596,13019.779412217038,10546.021323895797,23189.171141774797,1200.0,1200.0,12188.361219880106,2065.2739884885796,14253.635208368685,1.1368683772161603e-13,0.0,5000.0,2904.7994
2025-04-27,117032.52253333331,68459.05135,52256.654837949485,762.7335551361654,20347.189317506105,16356.198289777009,454.9261820232234,1200.0,1338.9167304477037,31640.816623806117,4690.014775709664,36330.83139951578,2.2737367544323206e-13,0.0,5000.0,4403.1787
2025-04-28,117537.30079999998,60915.33348333333,53126.79969081479,6032.943584913262,13828.052036339242,11290.276077277858,0.0,1338.9167304477037,1239.4123661776227,32265.980720980668,38219.661562616355,70485.64228359703,2.2737367544323206e-13,0.0,4944.027783181108,4322.7207
2025-04-29,117252.75871666666,69819.545,56927.1052996757,74.42652579468904,17813.144232298186,14239.851065996492,5995.024942502031,1239.4123661776227,1449.1854352498872,34302.007899195174,519.1994439437508,34821.20734313892,2.2737367544323206e-13,0.0,5000.0,4493.95
2025-04-30,117682.88071666665,69426.02628333333,54698.143974035986,66.82391086272207,18698.036218203,15369.67622846933,3179.753461831709,1449.1854352498872,1200.0,33043.0661879628,142.82169427150694,33185.88788223431,2.2737367544323206e-13,0.0,5000.0,4481.027000000001
2025-05-01,120364.58391666664,69353.20511666665,55162.04698631229,2889.352154430372,19451.41056882568,15554.759195478791,3143.3689673957765,1200.0,1423.2037391889016,33320.17829701725,14255.691292477928,47575.86958949518,2.2737367544323206e-13,0.0,5000.0,4917.6889
2025-05-02,74761.02673333333,60470.70664999999,27986.609187171896,628.9611996869073,13495.185961171515,11131.98399381894,11962.048336172897,1423.2037391889016,1200.0,14864.652120049283,2063.635935582527,16928.28805563181,5.684341886080802e-14,0.0,4931.766183135417,3278.4932999999996
2025-05-03,74894.84928333333,66027.67763333333,29149.258960335137,366.2416685604438,13160.973704616626,10660.388700739468,18147.74397501842,1200.0,1200.0,15698.805692187118,779.5368259700548,16478.342518157173,1.1368683772161603e-13,0.0,5000.0,3435.05
2025-05-04,120670.08423333333,68935.41689999998,60831.641856517934,30.93204701662564,18071.839675537234,14556.9896980604,5613.056592724397,1200.0,1290.2227101386254,37498.31596188289,65.87120067222112,37564.18716255511,1.1368683772161603e-13,0.0,5000.0,4823.247600000001
2025-05-05,120612.16386666667,65536.15706666667,60785.890542086985,3.8191275631665533,20899.614284601048,16960.079335829178,1774.1679208782853,1290.2227101386254,1255.3429709138125,37328.21956282591,18.849304088008523,37347.06886691391,2.2737367544323206e-13,0.0,5000.0,4855.450099999999
2025-05-06,121017.1901,68147.10773333332,60575.23009490188,117.11427844314683,20449.626929797218,16594.95091795152,3967.585994832668,1255.3429709138125,1221.17285445185,36962.42868349553,554.2697005456647,37516.69838404119,2.2737367544323206e-13,0.0,5000.0,4885.615
2025-05-07,121160.21501666665,66092.36906666667,56930.8053137448,2010.3600012286838,19436.42665160787,15571.510688235194,8.403401600806319,1221.17285445185,1412.2782984153957,34910.60819771142,11822.10495072278,46732.7131484342,1.1368683772161603e-13,0.0,5000.0,4873.81
2025-05-08,120445.47738333333,64618.964983333324,58530.154024056435,1049.054244190928,18439.55989472177,14840.713945349267,153.84991887485876,1412.2782984153957,1518.2000421658072,36286.92505778704,6398.469355300821,42685.39441308786,2.2737367544323206e-13,0.0,4982.031381084697,5000.0
2025-05-09,74253.82545,65754.43959999998,28521.116990984672,117.36788780614461,13578.561607048501,10148.467781517098,16709.005203259414,1518.2000421658072,2462.8301757126833,15692.859211925792,464.5031903969944,16157.362402322786,1.1368683772161603e-13,0.0,4924.589827717973,3364.7508
2025-05-10,74647.98705,62526.94176666666,27624.081379626146,3.7895459285782067,11757.066583375865,10659.771090675866,14409.530149521388,2462.8301757126833,1200.0,15479.993830000629,8.102049195300205,15488.09587919593,1.1368683772161603e-13,0.0,4706.307585073518,3324.0296999999996
2025-05-11,120743.09041666664,65259.01133333333,62366.64555878742,36.71510310301346,19751.15751643369,14913.020374203672,2081.1444363270875,1200.0,2406.019126786243,38398.29799485162,247.25610561896528,38645.55410047059,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-05-12,120448.60361666666,68517.40838333333,58207.47163979633,0.0,16768.494229332962,13909.221206684158,3417.003383814194,2406.019126786243,2042.9737035368419,36250.77840349317,0.0,36250.77840349317,2.2737367544323206e-13,0.0,5000.0,4828.868
2025-05-13,120269.6316,67140.41883333333,58883.48749278526,0.0,18262.248793965347,15172.494309265292,2664.5202414185387,2042.9737035368419,1620.6706078108818,36289.353400474734,0.0,36289.353400474734,2.2737367544323206e-13,0.0,5000.0,4952.8874000000005
2025-05-14,120592.00526666666,67577.85648333334,58252.75652638274,174.47523155462898,18382.999879694762,15267.512156134711,2297.59525104399,1620.6706078108818,1201.4681038309343,35665.1229300776,944.7832102088497,36609.90614028645,2.2737367544323206e-13,0.0,5000.0,4938.05
2025-05-15,119598.30981666666,66833.25153333333,56704.21516855659,119.60015890113303,19471.36786315099,15592.71649084642,180.10567181981935,1201.4681038309343,1400.458635281911,35045.157565379675,266.24237283168856,35311.39993821136,1.1368683772161603e-13,0.0,5000.0,4833.73
2025-05-16,74681.34474999999,71965.83821666666,26215.85039743856,171.0899975403199,12723.886144330405,10479.918169495606,21427.465886810744,1400.458635281911,1207.6026435174913,13425.577586957981,386.3249399716807,13811.902526929662,5.684341886080802e-14,0.0,5000.0,3396.6799999999994
2025-05-17,75274.53043333333,64825.731349999995,28817.19172652452,0.0,13177.206086507178,9945.289598842533,15136.476155526543,1207.6026435174913,2016.7663448822505,15947.133568005722,0.0,15947.133568005722,1.1368683772161603e-13,0.0,4799.736523609712,3559.9646
2025-05-18,120687.03699999998,67010.8689,62811.93629752754,42.892652368854115,18490.291716738157,14754.432499971657,5442.801633129908,2016.7663448822505,2264.215001089189,39308.048903178074,223.00033418690754,39531.04923736498,2.2737367544323206e-13,0.0,5000.0,4779.421822485202
2025-05-19,120072.38798333332,72557.17143333334,54983.82352650028,62.267254388493484,17892.774067609105,14760.993958171508,4399.094121451183,2264.215001089189,1966.6072639690462,34322.04216102203,419.9614972231943,34742.00365824522,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-05-20,120437.57771666665,65910.18289999999,54073.05852065295,2637.9200831507196,15123.843814258678,12940.260027121669,0.0,1966.6072639690462,1200.0,33618.83960828018,15955.065554034914,49573.90516231509,2.2737367544323206e-13,0.0,4983.763150157193,4935.1247
2025-05-21,120283.05128333333,68920.43599999999,59899.76522643003,465.56424439836854,17425.846371830965,14101.978624222535,5678.846439886627,1200.0,1214.3965966228307,36284.20965251773,2741.2358071120725,39025.4454596298,4.547473508864641e-13,0.0,5000.0,4866.026
2025-05-22,119729.68001666667,68913.0492,54954.55743862057,87.87741669359127,19075.47033651573,14851.042324215163,1.37602634693053,1214.3965966228307,1881.1617614701404,34185.71080641635,610.6368723178051,34796.34767873415,2.2737367544323206e-13,0.0,5000.0,4905.821245744717
2025-05-23,74983.38438333332,68562.43549999999,25843.25482947332,349.6281875618637,12196.34102265162,10193.39627767838,17768.98938872861,1881.1617614701404,1531.872817769511,13535.410615758079,1508.384558925068,15043.795174683148,5.684341886080802e-14,0.0,4850.174030398135,3307.8843999999995
2025-05-24,74693.81781666665,70939.31643333333,28412.68541842755,0.0,12357.268992555462,9113.986916310825,21414.90195884958,1531.872817769511,2526.7627818351793,15897.027533490142,0.0,15897.027533490142,5.684341886080802e-14,0.0,5000.0,3308.5706000000005
2025-05-25,120319.8776,71774.86741666666,58934.8170070973,0.0,16061.881545504333,13424.56654150269,7752.491819762318,2526.7627818351793,2066.2711266749784,37114.80423281387,0.0,37114.80423281387,2.2737367544323206e-13,0.0,5000.0,4705.3245
2025-05-26,119407.96936666666,64828.13641666666,54274.02645242057,2845.1210170779545,15133.957158690519,12649.807023735906,55.16438454391516,2066.2711266749784,1631.4914320121068,34119.55894518746,18602.43665970437,52721.99560489183,2.2737367544323206e-13,0.0,5000.0,4830.6776
2025-05-27,120046.82734999999,70656.46005,54976.0235191916,0.0,18378.585567623064,15163.16333431608,2370.2339858846126,1631.4914320121068,1324.2591825216691,34032.854149441315,0.0,34032.854149441315,1.1368683772161603e-13,0.0,5000.0,4888.5132
2025-05-28,119921.84721666668,67648.02311666666,58186.30920115378,0.0,18813.758116329675,15044.136160284768,2142.8631451088777,1324.2591825216691,1540.9346424575194,35506.96194204042,0.0,35506.96194204042,2.2737367544323206e-13,0.0,5000.0,4915.7771
2025-05-29,120439.31426666665,66329.19076666667,55235.9928580336,2378.35316181153,17825.34093376615,14324.522919789662,3.404505868644037,1540.9346424575194,1667.604905302981,34069.77065550849,15526.140011472085,49595.91066698058,2.2737367544323206e-13,0.0,5000.0,4858.67
2025-05-30,74612.22448333332,68015.99121666666,26604.994100063363,0.0,12374.779809642232,10187.73329758934,17821.714321343807,1667.604905302981,1485.2030699928314,13876.874575089521,0.0,13876.874575089521,5.684341886080802e-14,0.0,5000.0,3195.1185999999993
2025-05-31,74778.33258333334,66389.15103333333,28075.63156496393,0.0,13065.956282362406,9989.58688313056,16610.08061573208,1485.2030699928314,2145.022742862823,15479.139488180263,0.0,15479.139488180263,1.1368683772161603e-13,0.0,5000.0,3307.6821
2025-06-01,128248.56003333333,57023.733733333334,59468.40375842998,13025.073867237381,11103.688473416696,9844.508132044062,9.470984294733853,2145.022742862823,1200.0,37436.19684242548,69389.10281244756,106825.29965487303,1.1368683772161603e-13,0.0,5000.0,5000.0
2025-06-02,128080.53698333332,59439.72953333333,74499.23063239873,0.0,20366.388461164122,16260.468836215014,1752.5035574496226,1200.0,1462.5620192532467,48005.61614069696,0.0,48005.61614069696,2.2737367544323206e-13,0.0,5000.0,4648.79344595399
2025-06-03,128076.84056666665,59884.473733333325,74714.01018977356,142.41339987739264,21363.26163304042,17401.916539434158,2702.7116627113496,1462.5620192532467,1354.0346673961183,47289.22251420986,960.0386642083454,48249.26117841821,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-04,128539.84358333332,58894.58276666667,73681.06090852199,28.062670135077063,20812.254115086118,16811.83823243178,63.44687933607486,1354.0346673961183,1405.243112716091,45901.58916318286,174.74442904583617,46076.3335922287,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-05,128455.92066666666,57306.60264999999,74695.40951989431,710.764423208836,21014.66464034607,17054.85171563958,297.04300173001,1405.243112716091,1368.6060494280205,46708.244373857866,4792.318653233796,51500.56302709166,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-06,82747.415,51892.4196,31416.645798692072,4222.020057643675,13734.34857680953,11215.525712712912,2264.8475922391285,1368.6060494280205,1267.8245322089253,16916.687072835215,23173.12405343601,40089.81112627123,0.0,0.0,5000.0,3788.0399999999995
2025-06-07,83156.75975,52030.24658333333,36924.169882141214,269.5349354801219,13644.151734260016,11112.804983738644,3535.8449004332933,1267.8245322089253,1200.0,21882.075275813197,576.2351277362604,22458.310403549458,1.1368683772161603e-13,0.0,4659.802181698318,3959.6465
2025-06-08,128266.94665,63082.023383333326,86724.31542796052,0.0,16322.857754678196,11947.662478060905,17164.196884676574,1200.0,2615.3914480315907,55641.71595292002,0.0,55641.71595292002,2.2737367544323206e-13,0.0,5000.0,4790.308284207244
2025-06-09,128169.18798333332,57236.475249999996,80645.27710358615,0.0,18637.538080204788,15053.569242346814,6128.5955323948465,2615.3914480315907,2662.9876731638824,53120.89656765999,0.0,53120.89656765999,3.410605131648481e-13,0.0,5000.0,4738.96980571659
2025-06-10,127414.49178333332,55796.047549999996,73776.5162312995,809.199354371439,20256.700747651485,17695.62096403857,406.1915687246933,2662.9876731638824,1232.2172748962528,46970.58031661126,4323.497433188262,51294.07774979952,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-11,128236.67731666665,52152.230999999985,75440.15685915855,5696.467439487516,20891.769238931298,16814.115420036782,974.5241630848774,1232.2172748962528,1352.4591232268892,46836.237451069246,29881.49636872135,76717.73381979059,2.2737367544323206e-13,0.0,5000.0,4957.86561472773
2025-06-12,127721.81298333332,55269.42155,79386.99862216439,0.0,19991.585533597427,15499.70009781746,2442.7217530511007,1352.4591232268892,2122.9971058896185,51735.202079106406,0.0,51735.202079106406,2.2737367544323206e-13,0.0,5000.0,4876.565624481135
2025-06-13,81889.5904,53544.2767,32481.20389768329,1224.1340410691064,12792.542411287946,11077.584097969118,3645.065925433568,2122.9971058896185,1327.8585005275258,18394.759085440644,6751.0831008357,25145.842186276343,1.1368683772161603e-13,0.0,4927.397906896819,3801.17
2025-06-14,82253.15711666665,56059.814366666666,39506.2201270406,0.0,13995.847547372769,10783.995743040345,10101.025572708175,1327.8585005275258,1941.9038008959678,24250.73454891763,0.0,24250.73454891763,1.7053025658242404e-13,0.0,5000.0,3932.4898
2025-06-15,127368.88451666664,56741.910183333326,81998.42208814743,0.0,20437.337228000826,15964.079005229727,6898.189532043016,1941.9038008959678,2597.6417447303547,52631.02996990776,0.0,52631.02996990776,2.2737367544323206e-13,0.0,5000.0,4716.349177717573
2025-06-16,127618.63201666666,54924.57919999999,76206.61876916914,154.53768229563002,22538.583442566225,19222.21583470655,350.73602693844236,2597.6417447303547,1524.349248921572,47730.09397515646,738.9334344319968,48469.02740958845,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-17,127311.75459999999,52674.743383333334,77166.08243911783,1088.5707282961741,18925.79411859851,15621.807560094208,313.6553922430487,1524.349248921572,1200.0,51364.66310154377,5502.543094381975,56867.20619592574,2.2737367544323206e-13,0.0,5000.0,4904.776727649998
2025-06-18,126909.07891666665,55980.68801666667,80909.25810469138,0.0,20185.239016296156,15605.581361941495,5401.209550336726,1200.0,2027.180268064878,51546.096319628494,0.0,51546.096319628494,3.410605131648481e-13,0.0,5000.0,4949.991685646664
2025-06-19,127349.06689999999,59089.562699999995,77960.25487311141,37.31023622195323,18902.117751021266,15395.525455919294,6231.4686142313985,2027.180268064878,1932.9468485181349,50619.41723231018,251.2046569069983,50870.62188921718,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-20,81137.07971666666,58736.49886666667,32292.794699298833,227.24415081358836,12327.171123950066,10609.441087690155,8401.72796385251,1932.9468485181349,1239.132984861914,18459.200020079435,515.5616925254499,18974.761712604886,1.1368683772161603e-13,0.0,5000.0,3816.69
2025-06-21,81408.0648,62073.3244,33989.874237973745,185.3588218161823,13668.234779309489,10586.874760353287,11759.132640833734,1239.132984861914,1777.3501080701321,19731.916861995513,760.7641415246983,20492.68100352021,1.1368683772161603e-13,0.0,4951.015824313344,4004.9442
2025-06-22,126539.46191666667,59082.12081666667,75196.82738850091,0.0,20794.469762864202,16430.270273553193,3375.286799189899,1777.3501080701321,2236.5170351443667,49123.908091110345,0.0,49123.908091110345,2.2737367544323206e-13,0.0,5000.0,4939.121821967181
2025-06-23,126690.87308333332,59629.587083333325,71525.92176545248,388.4883299393583,21434.226596199132,18154.912644947948,1573.8101441406657,2236.5170351443667,1355.19581067031,44946.164695191655,1808.033293050794,46754.19798824245,2.2737367544323206e-13,0.0,5000.0,4926.33195424605
2025-06-24,127112.84501666666,50844.05276666667,73280.78935362754,6154.300588920979,17172.04633406508,14049.033760195998,43.28511867943348,1355.19581067031,1200.0,48376.91426073591,31910.379763862424,80287.29402459833,2.2737367544323206e-13,0.0,5000.0,4756.293606271821
2025-06-25,126310.40843333333,55872.98706666666,80195.4197252026,7.9940123595080195,20764.774532383617,16166.677424398149,5167.895262909972,1200.0,1925.322163147307,51566.39054665756,54.011544507015934,51620.40209116458,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-26,126697.44536666665,59150.061533333326,75386.03306269311,74.94634027765528,21325.430307491468,17435.56958652749,4023.7348486734627,1925.322163147307,1745.3543437479707,46915.18094245106,505.8199390241319,47421.00088147519,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-06-27,79563.255,59791.60913333333,33444.58282012648,0.0,13147.06687485972,10828.892146170641,11354.762224770733,1745.3543437479707,1545.6121464876776,18701.155110682823,0.0,18701.155110682823,1.1368683772161603e-13,0.0,4825.394509023899,3848.9299999999994
2025-06-28,80661.5728,58884.646683333325,31577.999467024652,440.3879977203169,13585.886477990216,11315.618979010986,7971.193849099074,1545.6121464876776,1200.0,17733.760917019594,942.155467257885,18675.91638427748,1.1368683772161603e-13,0.0,5000.0,3768.0616999999997
2025-06-29,126384.80871666667,57117.04018333333,75167.73185257372,0.0,21574.697151585053,16323.166540787672,648.4327084430126,1200.0,2480.375724440245,49032.17804889695,0.0,49032.17804889695,2.2737367544323206e-13,0.0,5000.0,4886.801989378075
2025-06-30,125947.32058333332,56069.636600000005,73051.39558278583,260.45595867772806,20606.691489539597,17571.03377555425,398.50984414488715,2480.375724440245,1503.027203298938,46192.965787008914,1339.0278551274243,47531.99364213634,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-01,141546.85106666666,62680.30703333332,74674.93067496498,7461.652087723649,16355.49352741564,13520.674240175715,435.21944211537095,1503.027203298938,1200.0,49397.305190364685,33148.094554786025,82545.3997451507,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-02,141198.65821666666,68293.89185,96841.02571694701,0.0,15370.068734358698,9783.296408561248,18349.4870244829,1200.0,4162.732518076996,63776.35649787767,0.0,63776.35649787767,4.547473508864641e-13,0.0,5000.0,4822.849556257018
2025-07-03,141565.53863333332,61805.119699999996,81947.07964385759,243.10496999709667,19303.51250476094,17888.67218508077,1014.9253608411873,4162.732518076996,1659.5913444943196,52657.582810191554,1405.5019141871026,54063.084724378656,2.2737367544323206e-13,0.0,5000.0,4789.5789824707135
2025-07-04,95795.06574999998,66914.19828333333,37649.05332030697,3089.914435808172,13214.43666400016,11117.325907885017,9760.98953333333,1659.5913444943196,1200.0,21859.96927798287,14478.356688602504,36338.32596658537,1.1368683772161603e-13,0.0,5000.0,4675.25
2025-07-05,95872.83489999997,67082.75493333333,42221.521940284496,0.0,14133.268944024228,11331.58543478648,10629.758464380084,1200.0,1329.291566525716,25456.594187394672,0.0,25456.594187394672,1.1368683772161603e-13,0.0,5000.0,4451.8592
2025-07-06,141244.57465,61450.5931,92347.50729785555,0.0,22256.94833526182,15971.083691122796,6267.6611037165385,1329.291566525716,3614.896522569358,61459.20274362565,0.0,61459.20274362565,2.2737367544323206e-13,0.0,5000.0,4816.035334426841
2025-07-07,141495.39414999998,68085.91138333332,80819.30909737048,0.0,17165.97868295083,15780.415476988386,6024.263124741365,3614.896522569358,1530.4823627935684,52107.745821872566,0.0,52107.745821872566,2.2737367544323206e-13,0.0,5000.0,4980.541796272356
2025-07-08,141285.22699999998,65713.83998333332,78676.72582273133,2596.53148732097,20709.288653194024,16992.397843284096,1984.979483475722,1530.4823627935684,1288.4001025747484,49875.105131886114,14128.18223141141,64003.287363297524,2.2737367544323206e-13,0.0,5000.0,4947.040009130168
2025-07-09,140590.70496666664,66531.97995,82142.61390274392,0.0,21188.771048207822,15704.56987923455,2599.687717103982,1288.4001025747484,2908.7719579234004,53566.61126669601,0.0,53566.61126669601,2.2737367544323206e-13,0.0,5000.0,4752.465111031892
2025-07-10,140463.54224999997,67609.91886666666,79800.56123902768,137.06055872844422,18039.615231460684,15768.355449929713,4812.738632891824,2908.7719579234004,1624.0307218716666,51956.84710388113,467.8870694339936,52424.734173315126,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-11,94741.08840000001,62222.31125,38235.960112863264,2693.693067940774,12916.934141001459,10844.344303895683,6338.286193698264,1624.0307218716666,1200.0,22545.47487163189,10545.06614384778,33090.54101547967,1.1368683772161603e-13,0.0,4769.709356336443,4445.5504
2025-07-12,95318.37109999999,64234.12776666667,44714.19551749307,0.0,14666.55249571546,11088.722221536656,10052.121909980935,1200.0,2079.0947777698557,26728.743158250963,0.0,26728.743158250963,1.1368683772161603e-13,0.0,4949.00987646504,4361.927
2025-07-13,139893.36648333332,70625.64608333333,88535.38340978751,0.0,18200.74892123495,13596.913392941962,14663.827481494522,2079.0947777698557,3352.0872591680154,57572.79535079969,0.0,57572.79535079969,2.2737367544323206e-13,0.0,5000.0,4760.031371701999
2025-07-14,141062.42346666666,69254.74424999999,74276.00156587939,353.6497144961256,17688.696205306194,16096.926279996687,1230.2021383993351,3352.0872591680154,1386.440199502829,47696.37352621836,2388.5483225392613,50084.92184875762,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-15,139545.16266666667,66796.11208333333,75381.03596254133,1089.0556572919158,18456.134625549555,14956.742590292988,221.64900124334463,1386.440199502829,1378.3584843941055,48289.51391915213,7063.866246207654,55353.380165359784,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-16,140365.26538333332,68230.70199999999,75713.0605892175,520.992055301059,20636.783353775594,16831.295096807466,294.00100421708555,1378.3584843941055,1250.024506339402,48164.87797433071,3454.331173959625,51619.209148290334,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-17,139569.15928333334,66848.74321666665,85390.0814349037,0.0,21132.022309227275,14583.2571929919,6120.900252001649,1250.024506339402,4065.225481319622,55645.8578635694,0.0,55645.8578635694,2.2737367544323206e-13,0.0,5000.0,4609.07322172887
2025-07-18,93698.0732,62423.825099999995,35633.63765132622,1622.5333342632223,11432.014396344744,11838.6345942269,6388.543083471598,4065.225481319622,1200.0,21347.957559114988,7294.340405528214,28642.297964643203,1.1368683772161603e-13,0.0,3770.5125000000003,4452.266100000001
2025-07-19,94564.52239999999,67381.70335,42779.959100175234,0.0,13753.9678753006,10597.342680764543,12440.514855639176,1200.0,1803.74588692105,25449.147904582736,0.0,25449.147904582736,5.684341886080802e-14,0.0,5000.0,4450.0148
2025-07-20,138750.53876666666,66660.56055,83365.51016900249,0.0,18680.03971149387,14131.998685471657,6727.490926313618,1803.74588692105,2913.5608656303552,54298.718201040305,0.0,54298.718201040305,2.2737367544323206e-13,0.0,5000.0,4903.71298827021
2025-07-21,138442.8198,64453.07045,74457.97453331882,1751.4708376278095,18268.9194997679,16049.223478821268,0.0,2913.5608656303552,1523.1178833978286,47625.556607577644,10955.32201086597,58580.87861844362,2.2737367544323206e-13,0.0,4951.788749175308,4988.845214020095
2025-07-22,139514.85881666664,65719.71419999999,76861.22408956054,1468.5265864056728,19919.0491737684,16425.235925810448,1040.7928113415983,1523.1178833978286,1200.0,48700.97968328737,8943.246587955477,57644.22627124285,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-23,139450.03365,65233.48653333333,79644.40460853704,173.22984054725615,22678.896461024957,18199.52000983621,1121.710881228882,1200.0,1389.3179151044385,50220.709065381074,1124.3666842037148,51345.07574958479,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-24,138902.21751666666,65285.745516666655,87332.12289775026,0.0,19587.884778032807,13018.323413304566,7146.089533022021,1389.3179151044385,4553.610422773335,57193.40925793108,0.0,57193.40925793108,2.2737367544323206e-13,0.0,5000.0,4506.29
2025-07-25,92354.83968333332,65849.52011666665,37473.97910060055,0.0,11304.672502577934,11922.314233727131,11586.301265083079,4553.610422773335,1480.7998598411023,22822.352870985345,0.0,22822.352870985345,1.1368683772161603e-13,0.0,4208.149200000001,4287.7245
2025-07-26,93187.68993333333,64718.59836666666,40550.34836689846,198.65513867437522,13812.141032584976,11437.35187996619,9905.122786287386,1480.7998598411023,1203.558033649591,24262.169287510173,826.1244453445379,25088.293732854712,0.0,0.0,5000.0,4382.8442
2025-07-27,138110.19628333332,64425.00648333333,80781.13693850464,506.66603515717645,22441.386756942287,16793.992201602017,1955.21861832157,1203.558033649591,2740.814779784295,51924.11594603209,2552.298183589174,54476.41412962127,2.2737367544323206e-13,0.0,5000.0,4862.203277387734
2025-07-28,138228.99843333333,60274.121199999994,76680.34936191671,3393.804954702089,16472.970405867763,14635.57150333876,281.8781807564819,2740.814779784295,1304.7420302444384,49053.13887840818,20041.862462033176,69095.00134044135,2.2737367544323206e-13,0.0,5000.0,4859.27551899356
2025-07-29,138314.74511666666,62245.49916666666,82246.07843393231,264.1302518079344,21711.088534139642,17577.4836435395,2307.3578451401054,1304.7420302444384,1314.184329259563,51881.03319512238,1792.99823494378,53674.031430066156,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-07-30,138424.36443333334,64321.11038333333,81745.50900940083,0.0,21220.55277732653,16924.455071095912,3346.157253170223,1314.184329259563,1607.7317498579825,51595.70947183721,0.0,51595.70947183721,2.2737367544323206e-13,0.0,5000.0,4934.999331285899
2025-07-31,137423.31371666666,62728.31745,81636.82306712703,0.0,21142.665443885668,16038.804321185457,1837.9656777601522,1607.7317498579825,2815.236959149018,52684.51704086563,0.0,52684.51704086563,2.2737367544323206e-13,0.0,5000.0,4622.492541685136
2025-08-01,92719.42409999997,71468.06443333332,39247.030250842414,0.0,12530.584718446964,10922.425442496358,16387.51130822515,2815.236959149018,1956.7349363108876,23418.042035843147,0.0,23418.042035843147,1.7053025658242404e-13,0.0,5000.0,4350.5
2025-08-02,91562.24421666667,70635.21928333334,39341.33794496236,0.0,13349.498900795612,11062.644248650966,16127.458359484383,1956.7349363108876,1679.457004081426,23608.622810470813,0.0,23608.622810470813,1.1368683772161603e-13,0.0,5000.0,4320.84
2025-08-03,138062.48614999998,75223.00616666666,79709.0545613034,0.0,17675.081118860173,14387.356647660368,13581.850106770258,1679.457004081426,1601.0781803218406,50804.22288046003,0.0,50804.22288046003,2.2737367544323206e-13,0.0,5000.0,4997.988728972991
2025-08-04,138312.10695,72896.45186666667,70158.71276073833,0.0,18682.97960551749,15041.747397239717,1101.825469127239,1601.0781803218406,1702.7071616878873,45360.74091042758,0.0,45360.74091042758,2.2737367544323206e-13,0.0,5000.0,4920.300053397049
