日期,点预测负荷合计_kWh,点预测光伏合计_kWh,日类型_0低负载_1普通,计划购电量_kWh,期望紧急购电量_kWh,实际紧急购电量_kWh,实际结算总购电费_元,24:00储电量_kWh
2025-09-09,121400.59243333332,65310.11292777778,1,60686.38592145623,,0.0,38969.78333408079,6297.952729871695
2025-09-10,121082.23558333333,65268.149877777774,1,67271.59126976051,,1678.6951152222027,51774.41971094109,9689.202573122768
2025-09-11,121274.78848333332,63314.40468333333,1,65481.025135164906,,6.071666666666715,41224.184438662654,10114.069949157021
2025-09-12,79972.40158961204,65062.96123888888,0,36232.896850600526,,0.0,20781.05569989994,10800.0
2025-09-13,75687.22711666668,63781.684438888886,0,29592.990977737663,,0.0,16739.67002215877,7743.402847922212
2025-09-14,113454.58872467809,66147.58170555555,1,57385.51803326092,,6882.130369272313,76644.3998866358,8948.518804700765
2025-09-15,121237.69566666667,64110.14115555555,1,70270.6805653717,,0.0,44496.49443185653,10730.135319239153
2025-09-16,120760.02988333334,64629.28393333333,1,64286.70066817649,,7.2802615651334435,40827.409100231904,9694.257717173805
2025-09-17,121843.35746666665,63060.98588333333,1,62938.07787087171,,7.62916666666672,40201.38307343244,6588.798271886402
2025-09-18,120924.79499999997,63003.08777777777,1,70061.87883174108,,231.66242953980972,44500.9798636266,9780.529006801153
2025-09-19,79630.0004783218,61721.443111111104,0,36081.78132859341,,0.0,20116.801588020222,10800.0
2025-09-20,75287.12646666665,60666.172,0,30937.00928208219,,267.66016443619765,18415.502262041566,8803.462778994564
2025-09-21,117339.22078620875,60239.7111,1,60162.35096226377,,1014.5631065785226,44709.21576512697,8106.814922760578
2025-09-22,120862.28298333332,60481.954516666665,1,71498.60219240804,,0.0,46004.64436265559,9986.309183431007
2025-09-23,121218.04173333332,60954.70374999999,1,68616.55806703893,,0.0,43451.77751500752,10008.381716078078
2025-09-24,121182.28133333332,60748.16103333332,1,65735.00561608755,,1131.1907521470132,47908.89320518636,6723.940111318189
2025-09-25,121014.19341666665,59873.55197222222,1,69845.29192491344,,15.37166666666667,44037.65143661151,9646.866933184217
2025-09-26,75620.29966510058,59742.51077222222,0,34838.43892849354,,0.0,19163.84633623671,10409.297788868875
2025-09-27,74194.35371666668,58887.32559444444,0,31796.552808538057,,667.972383244849,20624.467713096128,8480.570029146202
2025-09-28,121503.66944904652,58285.159322222215,1,68761.97297423775,,5.868333333333339,43895.994329049696,8790.314881912005
2025-09-29,120389.61958333332,57182.19004444445,1,68704.77207794132,,26.015016666666725,44197.25107985761,10163.219603422545
2025-09-30,121111.41479999998,57799.32770555555,1,75175.12307624509,,7.425040460151649,48292.48311578326,10628.173412779945
2025-10-01,120916.45506666665,56915.931305555554,1,66389.41829993296,,0.0,43263.093923799825,8872.646375604845
2025-10-02,117218.45471666665,60467.578894444436,1,62420.683454097794,,0.0,39580.32505144551,9624.894009771402
2025-10-03,73275.58676572249,62850.713383333336,0,32895.40981336766,,0.0,17835.509237381615,10800.0
2025-10-04,71524.19113333334,65588.29909444443,0,28497.390649923786,,1091.6754501999344,19935.07423760627,9207.960315303659
2025-10-05,116161.67881199652,62836.4655,1,60860.28858740361,,0.0,38161.26274730051,8456.900842845887
2025-10-06,117604.42089999998,61958.97655555555,1,62486.79794535408,,474.32890738658944,41304.895278247124,9713.19163085962
2025-10-07,117896.13613333332,60777.63970555555,1,69806.74184663367,,0.0,43572.819702432156,10800.0
2025-10-08,117357.17863333333,60872.36745,1,64150.68384892502,,0.0,39758.44528044225,10202.836691824656
2025-10-09,117391.06235,60220.40306666666,1,61245.39623461217,,2.840121996099672,37938.604178820344,8211.374391803285
2025-10-10,73033.56184929295,60723.730122222216,0,33687.10802676511,,0.0,17500.4748910422,9949.020577799214
2025-10-11,72371.53011666666,61871.16464444444,0,29898.714787652676,,177.07516823335226,16600.371736270645,8405.47848341206
2025-10-12,115572.49427359455,60795.19280555555,1,63504.26856413508,,321.100829538422,40849.707577587724,8296.073723335743
2025-10-13,117709.38418333333,59968.99952222222,1,66340.19223795479,,0.0,41224.513025479275,10214.913182187423
2025-10-14,117677.75383333332,59176.47929999999,1,66289.4697442253,,0.0,42246.3252152386,10327.654235215517
2025-10-15,118032.22918333333,59034.395544444444,1,64234.82171135901,,1270.555193136647,47882.10397151006,10076.686211063436
2025-10-16,117342.48076666666,57777.07184999999,1,66416.21742604353,,1047.3961332676154,47981.471248861686,10015.160159808378
2025-10-17,72725.02136556976,55815.88679999999,0,31400.95706855547,,0.0,16746.16952610319,8324.245543845966
2025-10-18,71943.17253333333,55376.07790555555,0,32976.639248485706,,0.0,17155.829497515413,9224.406785026295
2025-10-19,116337.11469303301,55428.62826111111,1,67480.08743724092,,1027.979247542889,48249.17459788153,8260.862049021338
2025-10-20,117991.24738333334,55208.20208333333,1,74029.64655565302,,73.40714593090217,46200.7933265459,10212.84800965823
2025-10-21,117903.31864999999,54382.72310555556,1,68656.82856213195,,1135.6302769039075,50172.30091971529,9674.465101755073
2025-10-22,117800.84898333333,52968.77625555555,1,72172.3843563471,,194.9164195695138,45494.414013977446,10114.737787253262
2025-10-23,117671.98653333331,52305.96458333333,1,72234.41711067254,,0.0,44801.1008338871,10181.271145410712
2025-10-24,72148.98738372004,52429.29198333333,0,31323.35853271222,,0.0,16756.057348343962,7745.546571111399
2025-10-25,72135.51853333332,53221.69204444444,0,34471.70155604875,,0.0,18041.77296677861,8991.963876137877
2025-10-26,117055.97657108333,53397.44685555555,1,68248.75978444226,,172.39604312140318,43728.730952454694,8612.750089874542
2025-10-27,117422.34435,53079.28480555555,1,74324.05767748402,,0.0,46583.484972662794,10221.860683660261
2025-10-28,117790.56431666667,53253.45641666666,1,70687.7744282329,,0.0,44435.172323121624,10450.893843108244
2025-10-29,117514.14480000001,52885.912694444436,1,70814.1213006407,,2180.6300059544747,57694.509009269255,9927.878787444788
2025-10-30,117721.61451666665,51396.35448888889,1,73943.64749402144,,0.0,46098.62313388944,10146.953204822978
2025-10-31,71842.69277343323,50693.111244444444,0,31421.760352147772,,323.4767406962252,18610.145116498275,7968.822710552011
2025-11-01,71748.98903333332,49460.769199999995,0,35814.2603276579,,0.0,19042.74169094563,9523.541966468305
2025-11-02,117296.81957467613,49801.04031111111,1,71182.1586369682,,1164.9735668416174,50765.72917375111,8693.251674664902
2025-11-03,117843.23631666665,48773.9068,1,78637.01808317107,,0.0,49459.41100388179,10398.73237615761
2025-11-04,117808.91503333332,48927.00272777777,1,76133.14485451272,,3.3671049577969825,47674.33089295278,10312.569161175055
2025-11-05,117396.6107333333,49055.79194444444,1,73911.10153668618,,0.0,46494.35844692164,10235.003964268693
2025-11-06,117764.40761666666,48735.637,1,76392.60984441568,,474.7943488518959,50082.812432913845,9963.454500874395
2025-11-07,72075.85988855129,48082.145277777774,0,34584.11480702762,,100.75380008773735,18717.222436960044,9998.989590317462
2025-11-08,72212.37866666666,47774.60467222222,0,35790.53316928336,,0.0,19017.372382756763,10320.497651015345
2025-11-09,117416.58382202018,47827.028727777775,1,73151.75757283105,,1896.5165777647476,57695.458047239794,9780.791785520383
2025-11-10,117877.67016666665,47889.47652777778,1,77359.24776848516,,1052.7538660906362,55373.53453051827,9922.697715062948
2025-11-11,118420.10276666665,46445.39078888889,1,80469.49302777238,,0.0,50476.263880469356,10409.768248485956
2025-11-12,117957.86744999999,45830.45347777777,1,76052.58467226425,,0.0,48494.81464001236,10390.170275002856
2025-11-13,117416.71383333333,45807.07784444444,1,78227.13464948183,,242.01645828935503,50639.55142409969,10016.097785533808
2025-11-14,72114.23324437617,46081.26993888889,0,35361.391670122684,,145.17903902844148,19499.917168358945,9986.734037724907
2025-11-15,71737.89309999999,45328.13327777777,0,35706.329377915885,,0.0,19057.95692582207,10055.410561606854
2025-11-16,118587.62163351587,44592.92121666666,1,80221.32940344232,,0.0,50530.39509637839,10070.879314710288
2025-11-17,118360.27023333334,44106.75118333333,1,79999.50955833476,,0.0,50536.84697498658,10311.138018057289
2025-11-18,117269.71065,44251.590688888886,1,80392.24108670009,,0.0,50988.3267415376,10358.528890581218
2025-11-19,117783.68649999998,43797.60561111111,1,79572.50968401163,,120.33602928359372,51234.710254472215,9982.754743292593
2025-11-20,118179.70134999999,43426.160244444436,1,81267.09707185048,,479.265586701109,54161.01508537355,10022.917032354444
2025-11-21,72084.0594108355,42919.30187222222,0,36974.4545887751,,0.0,19481.97284521586,10106.841595368263
2025-11-22,71999.1771,42999.85466111111,0,36233.99349254024,,0.0,19247.23935679574,9696.821016117034
2025-11-23,118608.05220585098,42839.41829444444,1,82317.8296075401,,103.86934532676598,52357.67377529909,10058.437121257877
2025-11-24,117782.69219999996,42671.82319999999,1,80009.98591160035,,18.83966666666663,50748.817848564584,9901.5724073731
2025-11-25,117975.68781666667,42898.14022777778,1,81046.31173514732,,0.0,51418.39889069181,10202.086222709258
2025-11-26,117682.39221666666,42626.02392777777,1,81990.80264409957,,12.671505907335018,52105.02042599684,10408.273542623821
2025-11-27,117686.4367333333,42085.41523888889,1,81279.7345391275,,505.8312683997189,54681.34059069891,10046.781931630083
2025-11-28,71825.93049203305,41286.58350555555,0,37586.0267327764,,0.0,19974.833757376087,10175.359884712056
2025-11-29,72239.02128333335,41221.26716666666,0,36921.84147261453,,840.9899643608355,24996.457645844355,9475.086692348092
2025-11-30,117737.04116218332,39987.260477777774,1,85824.95882372034,,0.0,54184.54491404013,9640.828835371114
2025-12-01,118008.83443333332,38769.51294444445,1,86275.64741100563,,5104.833299713569,81172.33010157596,9845.423934792445
2025-12-02,125291.39163333332,37994.40666666666,1,95160.68895697813,,0.0,61801.04452342787,10696.934981514181
2025-12-03,125400.62359999996,37839.76128888888,1,94188.4217749532,,0.0,61330.18459660787,10800.0
2025-12-04,124622.93113333332,37738.48670555555,1,92413.55921874453,,721.2079532882019,63162.3958905845,9878.245352892323
2025-12-05,76687.28524304109,37596.012805555554,0,44187.55024129896,,1334.3977995064076,30881.91214797315,10018.852910309943
2025-12-06,78868.07108333333,37860.55605555556,0,46956.685462508685,,111.59507355396569,25998.749084892654,9731.20848636816
2025-12-07,129885.60947608753,37309.225311111106,1,100669.58859859363,,0.0,65655.30658362279,10611.399813606315
2025-12-08,125067.4629166667,36925.80513333333,1,94074.51000913972,,0.0,60556.01831944541,10242.651626863064
2025-12-09,124410.35393333333,36594.704938888884,1,94826.43215825685,,51.75972974133943,61784.66108028661,10052.098016369639
2025-12-10,124694.68108333333,37094.7171,1,94401.93422030227,,0.0,61329.624956900196,10359.171481399722
2025-12-11,124378.76451666665,36620.171894444444,1,93636.76466877449,,162.3696177317272,60780.15493295212,10008.092698932936
2025-12-12,75864.460981763,37041.30571111111,0,44042.525656337326,,3050.8587157928605,40782.31141304708,9810.811866375412
2025-12-13,78661.70368333333,36254.993505555554,0,50265.26297647735,,0.0,26400.395876189024,9891.25878643665
2025-12-14,128381.57065870313,35938.48621111111,1,99277.96447051069,,0.0,64348.63985895441,10600.220013663806
2025-12-15,124522.58584999999,35244.25947222222,1,95103.45377534356,,0.0,61690.01735072932,10074.21994686271
2025-12-16,124305.22548333331,35207.05191111111,1,95810.01806665541,,16.222894877819044,61744.23943852512,10038.981736101645
2025-12-17,124646.94338333333,35269.461205555555,1,94977.06411472759,,0.0,61904.55383831463,10684.88669078626
2025-12-18,124466.55465,35446.40905,1,94415.43669646603,,81.6105944132488,61444.82958995524,9943.325329171783
2025-12-19,76599.87384371167,36150.883977777776,0,45836.920007201465,,1064.6486236971132,30334.32449979417,9658.55751788151
2025-12-20,78593.32543333335,36302.91133888889,0,49116.26124676966,,0.0,26161.70787639515,10055.959581262581
2025-12-21,126317.39384835804,36148.731433333334,1,96162.80329731983,,0.0,62369.91885031377,10197.042033115316
2025-12-22,124376.44096666665,35611.92036666666,1,96257.49772141225,,264.3810370977154,63892.682348452545,9921.66349301527
2025-12-23,124718.45381666665,35643.951233333326,1,94610.25023283357,,0.0,61074.62265122785,9993.254555517444
2025-12-24,123956.65456666666,35939.41595555555,1,94035.81697119123,,0.0,60965.849364930036,10513.47962072775
2025-12-25,123954.37128333331,36193.13357777777,1,92774.26661532439,,8.386881692127531,59932.63781828005,10112.557842445269
2025-12-26,78077.83489645539,36258.594455555554,0,47142.08748235693,,573.6864135982703,27418.18831399327,9886.89426190935
2025-12-27,78270.30764999999,35779.96885,0,48712.80981075729,,0.0,25671.21062514142,10253.648334865173
2025-12-28,124016.796212089,35436.82315,1,96459.25512522669,,8.39555961052622,62239.70246437256,10137.267829151011
2025-12-29,123511.26975,35678.35836111111,1,95407.56197277745,,36.828757048705256,61914.606217339984,9774.997888848102
2025-12-30,123677.30638333331,35975.30999444444,1,92932.80055228743,,42.754316552747014,59907.48008825506,9979.703886585363
2025-12-31,123526.50905,36719.220522222226,1,92597.20341679084,,1077.4641962674896,67194.69598523431,9794.847601694593
