日期,时段序号,时段,电价_元每kWh,小区负载_kW,光伏实际功率_kW,净负荷_kW,计划购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,弃光量_kWh,时段末储电量_kWh,计划购电费_元,紧急购电费_元
2025-02-01,97,16:00-16:10,0.8271,3324.4944,1687.0442999999998,1637.4501000000002,272.90835000000004,0.0,0.0,0.0,0.0,10800.000000000053,225.722496285,0.0
2025-02-01,98,16:10-16:20,0.8519,3354.2163999999993,1442.6491,1911.5672999999995,318.5945499999999,0.0,0.0,0.0,0.0,10800.000000000053,271.4106971449999,0.0
2025-02-01,99,16:20-16:30,0.8791,3378.6399999999994,1214.175,2164.4649999999997,360.7441666666666,0.0,0.0,0.0,0.0,10800.000000000053,317.1301969166666,0.0
2025-02-01,100,16:30-16:40,0.9024,3481.7178,933.1141999999999,2548.6036000000004,424.76726666666667,0.0,0.0,0.0,0.0,10800.000000000053,383.30998144,0.0
2025-02-01,101,16:40-16:50,0.9163,3196.9080999999996,640.2688,2556.6393,426.10654999999997,0.0,0.0,0.0,0.0,10800.000000000053,390.44143176499995,0.0
2025-02-01,102,16:50-17:00,0.9264,2680.68,358.2375,2322.4425,387.07374999999996,0.0,0.0,0.0,0.0,10800.000000000053,358.58512199999996,0.0
2025-02-01,103,17:00-17:10,0.9462,2601.2611,95.3846,2505.8765000000003,417.64608333333337,0.0,0.0,0.0,0.0,10800.000000000053,395.1767240500001,0.0
2025-02-01,104,17:10-17:20,0.9742,2638.6848,0.0,2638.6848,439.7808,0.0,0.0,0.0,0.0,10800.000000000053,428.43445535999996,0.0
2025-02-01,105,17:20-17:30,0.9862,2616.82,0.0,2616.82,436.13666666666666,0.0,0.0,0.0,0.0,10800.000000000053,430.11798066666665,0.0
2025-02-01,106,17:30-17:40,0.976,2675.971,4.1367,2671.8343,445.3057166666666,0.0,0.0,0.0,0.0,10800.000000000053,434.6183794666666,0.0
2025-02-01,107,17:40-17:50,1.0742,2639.3558,0.0,2639.3558,0.0,0.0,0.0,439.89263333333326,0.0,10311.23040740746,0.0,0.0
2025-02-01,108,17:50-18:00,1.2313,2570.82,0.0,2570.82,0.0,0.0,0.0,428.47,0.0,9835.152629629682,0.0,0.0
2025-02-01,109,18:00-18:10,1.2561,2725.1073,0.297,2724.8103,0.0,0.0,0.0,454.13505,0.0,9330.558129629682,0.0,0.0
2025-02-01,110,18:10-18:20,1.2447,2833.5919,0.0,2833.5919,0.0,0.0,0.0,472.26531666666665,0.0,8805.818888888942,0.0,0.0
2025-02-01,111,18:20-18:30,1.2545,2725.01,0.0,2725.01,0.0,0.0,0.0,454.16833333333335,0.0,8301.18740740746,0.0,0.0
2025-02-01,112,18:30-18:40,1.2522,2510.2571,0.0213,2510.2358,0.0,0.0,0.0,418.3726333333333,0.0,7836.328925925979,0.0,0.0
2025-02-01,113,18:40-18:50,1.2881,2484.4934,0.0,2484.4934,0.0,0.0,0.0,414.0822333333333,0.0,7376.237555555609,0.0,0.0
2025-02-01,114,18:50-19:00,1.3466,2592.83,0.0,2592.83,0.0,0.0,0.0,432.1383333333333,0.0,6896.083851851906,0.0,0.0
2025-02-01,115,19:00-19:10,1.3523,2544.0862,0.0015,2544.0847000000003,0.0,0.0,0.0,424.01411666666667,0.0,6424.957055555609,0.0,0.0
2025-02-01,116,19:10-19:20,1.3445,2654.4748,0.0,2654.4748,0.0,0.0,0.0,442.41246666666666,0.0,5933.387648148202,0.0,0.0
2025-02-01,117,19:20-19:30,1.3483,2902.48,0.0,2902.48,0.0,0.0,0.0,483.74666666666667,0.0,5395.891351851906,0.0,0.0
2025-02-01,118,19:30-19:40,1.349,2887.1068,0.0,2887.1068,0.0,0.0,0.0,481.18446666666665,0.0,4861.241944444499,0.0,0.0
2025-02-01,119,19:40-19:50,1.3473,2668.5956,0.0,2668.5956,0.0,0.0,0.0,444.76593333333335,0.0,4367.057574074128,0.0,0.0
2025-02-01,120,19:50-20:00,1.3482,2508.57,0.0,2508.57,0.0,0.0,0.0,418.095,0.0,3902.5075740741277,0.0,0.0
2025-02-01,121,20:00-20:10,1.3513,2620.4431,0.0,2620.4431,0.0,0.0,0.0,436.7405166666666,0.0,3417.240333333387,0.0,0.0
2025-02-01,122,20:10-20:20,1.34,2716.1871,0.0,2716.1871,0.0,0.0,0.0,452.69785,0.0,2914.242722222276,0.0,0.0
2025-02-01,123,20:20-20:30,1.3489,2699.81,0.0,2699.81,0.0,0.0,0.0,449.9683333333333,0.0,2414.277907407461,0.0,0.0
2025-02-01,124,20:30-20:40,1.3952,2730.4002,0.0,2730.4002,0.0,0.0,0.0,455.06669999999997,0.0,1908.6482407407943,0.0,0.0
2025-02-01,125,20:40-20:50,1.2226,2724.0742,0.0,2724.0742,0.0,0.0,0.0,454.01236666666665,0.0,1404.1900555556092,0.0,0.0
2025-02-01,126,20:50-21:00,0.9332,2756.43,0.0,2756.43,459.405,0.0,0.0,0.0,0.0,1404.1900555556092,428.716746,0.0
2025-02-01,127,21:00-21:10,0.9068,2984.5246,0.0,2984.5246,497.4207666666667,0.0,0.0,0.0,0.0,1404.1900555556092,451.06115121333335,0.0
2025-02-01,128,21:10-21:20,0.9371,3019.6988,0.0,3019.6988,503.28313333333335,0.0,0.0,0.0,0.0,1404.1900555556092,471.6266242466667,0.0
2025-02-01,129,21:20-21:30,0.9371,2865.34,0.0,2865.34,477.5566666666667,0.0,0.0,0.0,0.0,1404.1900555556092,447.5183523333334,0.0
2025-02-01,130,21:30-21:40,0.9871,2874.8157,0.0,2874.8157,295.3648999999992,0.0,0.0,183.7710500000008,0.0,1200.0000000000528,291.5546927899992,0.0
2025-02-01,131,21:40-21:50,0.7764,2701.2246,0.0,2701.2246,450.2041,0.0,0.0,0.0,0.0,1200.0000000000528,349.53846324,0.0
2025-02-01,132,21:50-22:00,0.4209,2352.51,0.0,2352.51,1225.4183333333333,0.0,833.3333333333333,0.0,0.0,1950.0000000000528,515.7785765,0.0
2025-02-01,133,22:00-22:10,0.3859,2230.6189,0.0,2230.6189,1205.10315,0.0,833.3333333333333,0.0,0.0,2700.0000000000528,465.049305585,0.0
2025-02-01,134,22:10-22:20,0.4368,2181.4693,0.0,2181.4693,363.57821666666666,0.0,0.0,0.0,0.0,2700.0000000000528,158.81096504,0.0
2025-02-01,135,22:20-22:30,0.4198,2154.94,0.0,2154.94,1192.4899999999998,0.0,833.3333333333333,0.0,0.0,3450.0000000000528,500.6073019999999,0.0
2025-02-01,136,22:30-22:40,0.4186,2292.3043,0.0,2292.3043,1215.38405,0.0,833.3333333333333,0.0,0.0,4200.000000000053,508.75976333,0.0
2025-02-01,137,22:40-22:50,0.4241,2503.0105,0.0,2503.0105,1250.50175,0.0,833.3333333333333,0.0,0.0,4950.000000000053,530.3377921749999,0.0
2025-02-01,138,22:50-23:00,0.4237,2590.78,0.0,2590.78,1265.1299999999999,0.0,833.3333333333333,0.0,0.0,5700.000000000053,536.035581,0.0
2025-02-01,139,23:00-23:10,0.4248,2438.7897,0.0,2438.7897,1073.1316166666666,0.0,666.6666666666666,0.0,0.0,6300.000000000053,455.86631076,0.0
2025-02-01,140,23:10-23:20,0.424,2405.7592,0.0,2405.7592,1234.2931999999998,0.0,833.3333333333333,0.0,0.0,7050.000000000053,523.3403167999999,0.0
2025-02-01,141,23:20-23:30,0.422,2459.67,0.0,2459.67,1243.2783333333332,0.0,833.3333333333333,0.0,0.0,7800.000000000053,524.6634566666665,0.0
2025-02-01,142,23:30-23:40,0.424,2323.4202,0.0,2323.4202,1220.5700333333332,0.0,833.3333333333333,0.0,0.0,8550.000000000053,517.5216941333333,0.0
2025-02-01,143,23:40-23:50,0.4271,2728.2609,0.0,2728.2609,454.71015,0.0,0.0,0.0,0.0,8550.000000000053,194.206705065,0.0
2025-02-01,144,23:50-24:00,0.4276,3484.9399999999996,0.0,3484.9399999999996,580.8233333333333,0.0,0.0,0.0,0.0,8550.000000000053,248.3600573333333,0.0
2025-02-02,1,0:00-0:10,0.4248,3591.9843,0.0,3591.9843,1431.9973833333333,0.0,833.3333333333333,0.0,0.0,9300.000000000053,608.31248844,0.0
2025-02-02,2,0:10-0:20,0.4245,3490.4069,0.0,3490.4069,1415.0678166666667,0.0,833.3333333333333,0.0,0.0,10050.000000000053,600.696288175,0.0
2025-02-02,3,0:20-0:30,0.4269,3507.5599999999995,0.0,3507.5599999999995,584.5933333333332,0.0,0.0,0.0,0.0,10050.000000000053,249.56289399999997,0.0
2025-02-02,4,0:30-0:40,0.4272,3516.6171999999997,0.0,3516.6171999999997,586.1028666666666,0.0,0.0,0.0,0.0,10050.000000000053,250.38314463999998,0.0
2025-02-02,5,0:40-0:50,0.4271,3523.1812,0.0,3523.1812,587.1968666666667,0.0,0.0,0.0,0.0,10050.000000000053,250.7917817533333,0.0
2025-02-02,6,0:50-1:00,0.4285,3576.4399999999996,0.0,3576.4399999999996,596.0733333333333,0.0,0.0,0.0,0.0,10050.000000000053,255.4174233333333,0.0
2025-02-02,7,1:00-1:10,0.4311,3672.3289,0.0,3672.3289,612.0548166666666,0.0,0.0,0.0,0.0,10050.000000000053,263.85683146499997,0.0
2025-02-02,8,1:10-1:20,0.4302,3589.9458,0.0,3589.9458,598.3243,0.0,0.0,0.0,0.0,10050.000000000053,257.39911386,0.0
2025-02-02,9,1:20-1:30,0.4279,3433.4,0.0,3433.4,572.2333333333333,0.0,0.0,0.0,0.0,10050.000000000053,244.85864333333333,0.0
2025-02-02,10,1:30-1:40,0.4312,3549.9164,0.0,3549.9164,591.6527333333333,0.0,0.0,0.0,0.0,10050.000000000053,255.12065861333335,0.0
2025-02-02,11,1:40-1:50,0.4333,3745.7741999999994,0.0,3745.7741999999994,624.2956999999999,0.0,0.0,0.0,0.0,10050.000000000053,270.50732681,0.0
2025-02-02,12,1:50-2:00,0.4311,3771.99,0.0,3771.99,628.665,0.0,0.0,0.0,0.0,10050.000000000053,271.0174815,0.0
2025-02-02,13,2:00-2:10,0.4293,3594.4447,0.0,3594.4447,599.0741166666667,0.0,0.0,0.0,0.0,10050.000000000053,257.182518285,0.0
2025-02-02,14,2:10-2:20,0.4324,3671.1635,0.0,3671.1635,611.8605833333334,0.0,0.0,0.0,0.0,10050.000000000053,264.56851623333336,0.0
2025-02-02,15,2:20-2:30,0.4367,3882.83,0.0,3882.83,647.1383333333333,0.0,0.0,0.0,0.0,10050.000000000053,282.60531016666664,0.0
2025-02-02,16,2:30-2:40,0.4348,3711.2113999999997,0.0,3711.2113999999997,618.5352333333333,0.0,0.0,0.0,0.0,10050.000000000053,268.9391194533333,0.0
2025-02-02,17,2:40-2:50,0.4335,3797.0550999999996,0.0,3797.0550999999996,632.8425166666666,0.0,0.0,0.0,0.0,10050.000000000053,274.33723097499995,0.0
2025-02-02,18,2:50-3:00,0.4357,4096.45,0.0,4096.45,682.7416666666666,0.0,0.0,0.0,0.0,10050.000000000053,297.4705441666666,0.0
2025-02-02,19,3:00-3:10,0.4374,3901.7475999999997,0.0,3901.7475999999997,650.2912666666666,0.0,0.0,0.0,0.0,10050.000000000053,284.43740004,0.0
2025-02-02,20,3:10-3:20,0.4371,3751.7021999999997,0.0,3751.7021999999997,625.2837,0.0,0.0,0.0,0.0,10050.000000000053,273.31150527,0.0
2025-02-02,21,3:20-3:30,0.4356,3892.9599999999996,0.0,3892.9599999999996,648.8266666666666,0.0,0.0,0.0,0.0,10050.000000000053,282.62889599999994,0.0
2025-02-02,22,3:30-3:40,0.4353,4003.4217999999996,0.0,4003.4217999999996,667.2369666666666,0.0,0.0,0.0,0.0,10050.000000000053,290.44825159,0.0
2025-02-02,23,3:40-3:50,0.436,3951.3329999999996,0.0,3951.3329999999996,658.5554999999999,0.0,0.0,0.0,0.0,10050.000000000053,287.13019799999995,0.0
2025-02-02,24,3:50-4:00,0.4378,3825.93,0.0,3825.93,637.655,0.0,0.0,0.0,0.0,10050.000000000053,279.165359,0.0
2025-02-02,25,4:00-4:10,0.4401,3819.9274999999993,0.0,3819.9274999999993,636.6545833333332,0.0,0.0,0.0,0.0,10050.000000000053,280.19168212499994,0.0
2025-02-02,26,4:10-4:20,0.4389,3875.44,0.0,3875.44,645.9066666666666,0.0,0.0,0.0,0.0,10050.000000000053,283.488436,0.0
2025-02-02,27,4:20-4:30,0.4364,3917.7899999999995,0.0,3917.7899999999995,652.9649999999999,0.0,0.0,0.0,0.0,10050.000000000053,284.95392599999997,0.0
2025-02-02,28,4:30-4:40,0.4393,3937.5329,0.0,3937.5329,656.2554833333334,0.0,0.0,0.0,0.0,10050.000000000053,288.29303382833336,0.0
2025-02-02,29,4:40-4:50,0.4422,3992.324,0.0014,3992.3226000000004,665.3871,0.0,0.0,0.0,0.0,10050.000000000053,294.23417562000003,0.0
2025-02-02,30,4:50-5:00,0.4395,4086.2,0.0,4086.2,681.0333333333333,0.0,0.0,0.0,0.0,10050.000000000053,299.31415,0.0
2025-02-02,31,5:00-5:10,0.4333,4146.1246,0.0,4146.1246,691.0207666666666,0.0,0.0,0.0,0.0,10050.000000000053,299.41929819666666,0.0
2025-02-02,32,5:10-5:20,0.4439,4075.3386999999993,0.0189,4075.3197999999993,679.2199666666666,0.0,0.0,0.0,0.0,10050.000000000053,301.5057432033333,0.0
2025-02-02,33,5:20-5:30,0.4301,3887.68,0.0,3887.68,647.9466666666666,0.0,0.0,0.0,0.0,10050.000000000053,278.6818613333333,0.0
2025-02-02,34,5:30-5:40,0.3713,3800.9682,0.0,3800.9682,1466.8280333333332,0.0,833.3333333333333,0.0,0.0,10800.000000000053,544.6332487766666,0.0
2025-02-02,35,5:40-5:50,0.5708,4342.6923,0.2639,4342.4284,723.7380666666666,0.0,0.0,0.0,0.0,10800.000000000053,413.10968845333326,0.0
2025-02-02,36,5:50-6:00,0.9099,5133.2,0.0,5133.2,22.200000000000045,0.0,0.0,833.3333333333333,0.0,9874.074074074128,20.199780000000043,0.0
2025-02-02,37,6:00-6:10,0.9368,5203.4971,0.0,5203.4971,33.916183333333265,0.0,0.0,833.3333333333333,0.0,8948.148148148202,31.772680546666603,0.0
2025-02-02,38,6:10-6:20,0.8758,5131.6891,3.6762,5128.0129,854.6688166666665,0.0,0.0,0.0,0.0,8948.148148148202,748.5189496366665,0.0
2025-02-02,39,6:20-6:30,0.8759,5241.01,0.0,5241.01,873.5016666666667,0.0,0.0,0.0,0.0,8948.148148148202,765.1001098333334,0.0
2025-02-02,40,6:30-6:40,0.8601,5256.0742,0.0,5256.0742,876.0123666666666,0.0,0.0,0.0,0.0,8948.148148148202,753.4582365699999,0.0
2025-02-02,41,6:40-6:50,0.8442,5123.0993,114.5793,5008.52,834.7533333333333,0.0,0.0,0.0,0.0,8948.148148148202,704.698764,0.0
2025-02-02,42,6:50-7:00,0.8334,4993.59,386.0625,4607.5275,767.92125,0.0,0.0,0.0,0.0,8948.148148148202,639.98556975,0.0
2025-02-02,43,7:00-7:10,0.8092,5070.2148,657.2329,4412.9819,735.4969833333332,0.0,0.0,0.0,0.0,8948.148148148202,595.1641589133333,0.0
2025-02-02,44,7:10-7:20,0.7972,5192.5144,940.4696,4252.0448,708.6741333333332,0.0,0.0,0.0,0.0,8948.148148148202,564.9550190933332,0.0
2025-02-02,45,7:20-7:30,0.7644,5177.86,1238.4,3939.4599999999996,656.5766666666666,0.0,0.0,0.0,0.0,8948.148148148202,501.88720399999994,0.0
2025-02-02,46,7:30-7:40,0.6899,5107.2798,1513.0005,3594.2793,1432.3798833333333,0.0,833.3333333333333,0.0,0.0,9698.148148148202,988.1988815116666,0.0
2025-02-02,47,7:40-7:50,0.86,5778.338,1766.4526,4011.885399999999,668.6475666666665,0.0,0.0,0.0,0.0,9698.148148148202,575.0369073333333,0.0
2025-02-02,48,7:50-8:00,1.1617,6861.82,1994.9249999999997,4866.8949999999995,0.0,0.0,0.0,811.1491666666666,0.0,8796.871296296351,0.0,0.0
2025-02-02,49,8:00-8:10,1.1683,7139.7466,2202.7585,4936.9881000000005,0.0,0.0,0.0,822.83135,0.0,7882.614240740795,0.0,0.0
2025-02-02,50,8:10-8:20,1.0956,7041.331199999999,2488.076,4553.2552,0.0,0.0,0.0,758.8758666666665,0.0,7039.418833333388,0.0,0.0
2025-02-02,51,8:20-8:30,1.0849,7005.209999999999,2849.8125,4155.397499999999,0.0,0.0,0.0,692.5662499999999,0.0,6269.900777777832,0.0,0.0
2025-02-02,52,8:30-8:40,1.061,7028.9547999999995,3188.1898,3840.765,0.0,0.0,0.0,640.1274999999999,0.0,5558.648000000055,0.0,0.0
2025-02-02,53,8:40-8:50,1.043,7017.237499999999,3500.7316999999994,3516.5058,0.0,0.0,0.0,586.0843,0.0,4907.443222222277,0.0,0.0
2025-02-02,54,8:50-9:00,1.036,6958.18,3830.9625,3127.2175000000007,0.0,0.0,0.0,521.2029166666667,0.0,4328.328870370425,0.0,0.0
2025-02-02,55,9:00-9:10,1.0147,6935.0691,4206.0361,2729.0329999999994,0.0,0.0,0.0,454.83883333333324,0.0,3822.9523888889435,0.0,0.0
2025-02-02,56,9:10-9:20,0.9922,6996.678999999999,4513.9776,2482.701399999999,0.0,0.0,0.0,413.7835666666665,0.0,3363.192870370425,0.0,0.0
2025-02-02,57,9:20-9:30,0.97,7027.62,4781.925,2245.695,0.0,0.0,0.0,374.2825,0.0,2947.3234259259807,0.0,0.0
2025-02-02,58,9:30-9:40,0.9422,6860.5787,5126.7424,1733.8363,0.0,0.0,0.0,288.97271666666666,0.0,2626.2426296296844,0.0,0.0
2025-02-02,59,9:40-9:50,0.9569,6729.1115,5340.6791,1388.4323999999992,0.0,0.0,0.0,231.40539999999987,0.0,2369.1255185185737,0.0,0.0
2025-02-02,60,9:50-10:00,0.9977,6761.889999999999,5427.7125,1334.1775000000002,0.0,0.0,0.0,222.3629166666667,0.0,2122.0556111111664,0.0,0.0
2025-02-02,61,10:00-10:10,0.9919,6859.4615,5594.9043,1264.5572000000002,0.0,0.0,0.0,210.75953333333337,0.0,1887.8783518519072,0.0,0.0
2025-02-02,62,10:10-10:20,0.9588,6845.740499999999,5693.5408,1152.1996999999992,0.0,0.0,0.0,192.0332833333332,0.0,1674.5080370370924,0.0,0.0
2025-02-02,63,10:20-10:30,0.9549,6724.949999999999,5734.5,990.4499999999989,0.0,0.0,0.0,165.07499999999982,0.0,1491.091370370426,0.0,0.0
2025-02-02,64,10:30-10:40,0.9839,6674.369699999999,5914.7178,759.6518999999994,0.0,0.0,0.0,126.6086499999999,0.0,1350.4150925926483,0.0,0.0
2025-02-02,65,10:40-10:50,0.799,6765.9436,6167.1421,598.8015,99.80025,0.0,0.0,0.0,0.0,1350.4150925926483,79.74039975000001,0.0
2025-02-02,66,10:50-11:00,0.5025,6843.27,6330.4875,512.7825000000007,918.7970833333334,0.0,833.3333333333333,0.0,0.0,2100.4150925926483,461.69553437499997,0.0
2025-02-02,67,11:00-11:10,0.4662,6688.164699999999,6325.0392,363.12549999999965,893.8542499999999,0.0,833.3333333333333,0.0,0.0,2850.4150925926483,416.71485134999995,0.0
2025-02-02,68,11:10-11:20,0.5007,6621.1787,6476.9104,144.26830000000064,857.37805,0.0,833.3333333333333,0.0,0.0,3600.4150925926483,429.28918963500007,0.0
2025-02-02,69,11:20-11:30,0.4827,6792.249999999999,6705.824999999999,86.42500000000018,847.7375,0.0,833.3333333333333,0.0,0.0,4350.415092592648,409.20289125,0.0
2025-02-02,70,11:30-11:40,0.4785,6965.5774,6635.3033,330.274100000001,888.3790166666668,0.0,833.3333333333333,0.0,0.0,5100.415092592648,425.08935947500004,0.0
2025-02-02,71,11:40-11:50,0.4662,6630.840699999999,6706.5447,-75.70400000000154,820.7159999999997,0.0,833.3333333333333,0.0,0.0,5850.415092592648,382.61779919999987,0.0
2025-02-02,72,11:50-12:00,0.4432,6087.62,6888.037499999999,-800.4175,699.9304166666666,0.0,833.3333333333333,0.0,0.0,6600.415092592648,310.2091606666666,0.0
2025-02-02,73,12:00-12:10,0.4411,6175.5508,6695.3712,-519.8203999999996,746.6966,0.0,833.3333333333333,0.0,0.0,7350.415092592648,329.36787025999996,0.0
2025-02-02,74,12:10-12:20,0.4551,6411.0816,6542.4476,-131.36600000000044,811.4389999999999,0.0,833.3333333333333,0.0,0.0,8100.415092592648,369.2858888999999,0.0
2025-02-02,75,12:20-12:30,0.4463,6361.38,6598.6125,-237.23249999999962,793.7945833333333,0.0,833.3333333333333,0.0,0.0,8850.415092592648,354.27052254166665,0.0
2025-02-02,76,12:30-12:40,0.4113,6105.716,6609.2865,-503.5704999999998,749.4049166666666,0.0,833.3333333333333,0.0,0.0,9600.415092592648,308.230242225,0.0
2025-02-02,77,12:40-12:50,0.5682,6176.8003,6531.8447,-355.0444000000002,774.1592666666666,0.0,833.3333333333333,0.0,0.0,10350.415092592648,439.87729532,0.0
2025-02-02,78,12:50-13:00,0.8279,6523.949999999999,6407.175,116.77499999999918,19.462499999999864,0.0,0.0,0.0,0.0,10350.415092592648,16.113003749999887,0.0
2025-02-02,79,13:00-13:10,0.8636,6584.321299999999,6311.5023,272.8189999999986,45.4698333333331,0.0,0.0,0.0,0.0,10350.415092592648,39.267748066666464,0.0
2025-02-02,80,13:10-13:20,0.8416,6510.3066,6349.6795,160.6270999999997,26.771183333333283,0.0,0.0,0.0,0.0,10350.415092592648,22.530627893333293,0.0
2025-02-02,81,13:20-13:30,0.8618,6505.58,6370.125,135.45499999999993,22.57583333333332,0.0,0.0,0.0,0.0,10350.415092592648,19.455853166666657,0.0
2025-02-02,82,13:30-13:40,0.8623,6573.991899999999,6103.2194,470.77249999999935,78.46208333333323,0.0,0.0,0.0,0.0,10350.415092592648,67.65785445833323,0.0
2025-02-02,83,13:40-13:50,0.9026,6477.154799999999,5845.3539,631.8008999999995,0.0,0.0,0.0,105.30014999999992,0.0,10233.414925925981,0.0,0.0
2025-02-02,84,13:50-14:00,0.9754,6293.17,5694.0,599.1700000000001,0.0,0.0,0.0,99.86166666666668,0.0,10122.457518518573,0.0,0.0
2025-02-02,85,14:00-14:10,1.0002,6343.9244,5466.544,877.3803999999998,0.0,0.0,0.0,146.23006666666663,0.0,9959.97966666672,0.0,0.0
2025-02-02,86,14:10-14:20,0.9978,6432.3346,5229.6133,1202.7212999999997,0.0,0.0,0.0,200.45354999999995,0.0,9737.253500000053,0.0,0.0
2025-02-02,87,14:20-14:30,1.0271,6412.669999999999,5032.0875,1380.5825,0.0,0.0,0.0,230.09708333333333,0.0,9481.590074074127,0.0,0.0
2025-02-02,88,14:30-14:40,1.0906,6334.6449999999995,4816.7059,1517.9390999999996,0.0,0.0,0.0,252.98984999999993,0.0,9200.490240740794,0.0,0.0
2025-02-02,89,14:40-14:50,0.9376,6283.5157,4446.811,1836.7047000000005,0.0,0.0,0.0,306.1174500000001,0.0,8860.359740740794,0.0,0.0
2025-02-02,90,14:50-15:00,0.6694,6229.68,3990.7125,2238.9675,1206.4945833333331,0.0,833.3333333333333,0.0,0.0,9610.359740740794,807.6274740833331,0.0
2025-02-02,91,15:00-15:10,0.66,6095.8225,3664.4342999999994,2431.388200000001,1238.5647,0.0,833.3333333333333,0.0,0.0,10360.359740740794,817.4527019999999,0.0
2025-02-02,92,15:10-15:20,0.7217,6087.739,3383.0733,2704.665699999999,939.2667936213982,0.0,488.4891769547317,0.0,0.0,10800.000000000053,677.8688449565631,0.0
2025-02-02,93,15:20-15:30,0.7308,6190.57,3070.35,3120.22,520.0366666666666,0.0,0.0,0.0,0.0,10800.000000000053,380.04279599999995,0.0
2025-02-02,94,15:30-15:40,0.7534,6188.181899999999,2736.101,3452.0808999999986,575.3468166666664,0.0,0.0,0.0,0.0,10800.000000000053,433.46629167666646,0.0
2025-02-02,95,15:40-15:50,0.7823,6219.2064,2390.1165,3829.0899,638.18165,0.0,0.0,0.0,0.0,10800.000000000053,499.249504795,0.0
2025-02-02,96,15:50-16:00,0.8055,6258.91,2058.375,4200.535,700.0891666666666,0.0,0.0,0.0,0.0,10800.000000000053,563.9218237499999,0.0
2025-02-02,97,16:00-16:10,0.8271,6141.1677,1767.9971,4373.1706,728.8617666666667,0.0,0.0,0.0,0.0,10800.000000000053,602.84156721,0.0
2025-02-02,98,16:10-16:20,0.8519,6137.4884,1483.7678,4653.720600000001,775.6201,0.0,0.0,0.0,0.0,10800.000000000053,660.7507631899999,0.0
2025-02-02,99,16:20-16:30,0.8791,6224.49,1193.0625,5031.4275,838.57125,0.0,0.0,0.0,0.0,10800.000000000053,737.187985875,0.0
2025-02-02,100,16:30-16:40,0.9024,6105.9198,916.1739,5189.7459,864.95765,0.0,0.0,0.0,0.0,10800.000000000053,780.5377833599999,0.0
2025-02-02,101,16:40-16:50,0.9163,6010.4802,651.19,5359.2902,893.2150333333333,0.0,0.0,0.0,0.0,10800.000000000053,818.4529350433332,0.0
2025-02-02,102,16:50-17:00,0.9264,6029.99,380.5875,5649.4025,941.5670833333332,0.0,0.0,0.0,0.0,10800.000000000053,872.2677459999999,0.0
2025-02-02,103,17:00-17:10,0.9462,6026.1738,112.3562,5913.817599999999,985.6362666666665,0.0,0.0,0.0,0.0,10800.000000000053,932.6090355199999,0.0
2025-02-02,104,17:10-17:20,0.9742,6032.2614,0.0,6032.2614,1005.3769,0.0,0.0,0.0,0.0,10800.000000000053,979.43817598,0.0
2025-02-02,105,17:20-17:30,0.9862,6161.51,0.0,6161.51,1026.9183333333333,0.0,0.0,0.0,0.0,10800.000000000053,1012.7468603333333,0.0
2025-02-02,106,17:30-17:40,0.976,6305.1609,3.5758,6301.585099999999,1050.2641833333332,0.0,0.0,0.0,0.0,10800.000000000053,1025.0578429333332,0.0
2025-02-02,107,17:40-17:50,1.0742,5412.6184,0.0,5412.6184,902.1030666666667,0.0,0.0,0.0,0.0,10800.000000000053,969.0391142133334,0.0
2025-02-02,108,17:50-18:00,1.2313,4082.26,0.0,4082.26,680.3766666666667,0.0,0.0,0.0,0.0,10800.000000000053,837.7477896666667,0.0
2025-02-02,109,18:00-18:10,1.2561,4095.677,0.2567,4095.4203,613.265583333335,0.0,0.0,69.30446666666502,0.0,10722.995037037092,770.3228992250022,0.0
2025-02-02,110,18:10-18:20,1.2447,4472.5015,0.0,4472.5015,745.4169166666667,0.0,0.0,0.0,0.0,10722.995037037092,927.8204361749999,0.0
2025-02-02,111,18:20-18:30,1.2545,4531.66,0.0,4531.66,755.2766666666666,0.0,0.0,0.0,0.0,10722.995037037092,947.4945783333333,0.0
2025-02-02,112,18:30-18:40,1.2522,4527.6331,0.0184,4527.6147,754.60245,0.0,0.0,0.0,0.0,10722.995037037092,944.9131878899999,0.0
2025-02-02,113,18:40-18:50,1.2881,4424.796,0.0,4424.796,0.0,0.0,0.0,737.466,0.0,9903.588370370426,0.0,0.0
2025-02-02,114,18:50-19:00,1.3466,4323.77,0.0,4323.77,0.0,0.0,0.0,720.6283333333333,0.0,9102.890222222277,0.0,0.0
2025-02-02,115,19:00-19:10,1.3523,4404.8581,0.0013,4404.8568000000005,0.0,0.0,0.0,734.1428,0.0,8287.176000000054,0.0,0.0
2025-02-02,116,19:10-19:20,1.3445,4312.8182,0.0,4312.8182,0.0,0.0,0.0,718.8030333333332,0.0,7488.505962963017,0.0,0.0
2025-02-02,117,19:20-19:30,1.3483,4130.13,0.0,4130.13,0.0,0.0,0.0,688.355,0.0,6723.667074074128,0.0,0.0
2025-02-02,118,19:30-19:40,1.349,4288.8356,0.0,4288.8356,0.0,0.0,0.0,714.8059333333333,0.0,5929.438259259314,0.0,0.0
2025-02-02,119,19:40-19:50,1.3473,4348.8871,0.0,4348.8871,0.0,0.0,0.0,724.8145166666666,0.0,5124.088796296351,0.0,0.0
2025-02-02,120,19:50-20:00,1.3482,4231.89,0.0,4231.89,0.0,0.0,0.0,705.315,0.0,4340.405462963017,0.0,0.0
