日期,小区负载电量_kWh,光伏实际电量_kWh,计划购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,弃光量_kWh,0:00储电量_kWh,24:00储电量_kWh,计划购电费_元,紧急购电费_元,总购电费_元,最大电能平衡残差_kWh,最大SOC递推残差_kWh,最大充电功率_kW,最大放电功率_kW,求解状态
2025-04-07,117015.14203333334,63772.422750000005,57177.76261604938,0.0,20710.754382716048,16775.71105,0.0,6000.0,6000.000000000002,33967.30224917646,0.0,33967.30224917646,1.1368683772161603e-13,0.0,5000.0,4410.1141,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-08,117713.29026666666,63360.09664999999,58406.62510493827,0.0,21333.849938271604,17280.41845,0.0,6000.0,6000.0,35145.43950781926,0.0,35145.43950781926,1.1368683772161603e-13,0.0,5000.0,4479.03,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-09,117677.52253333332,58543.21151666666,63187.48751790123,0.0,21332.507901234563,17279.331399999995,0.0,6000.0,6000.000000000002,37247.05756652259,0.0,37247.05756652259,1.2505552149377763e-12,0.0,5000.0,4497.9315,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-10,117668.70068333333,63208.06278333333,58434.66604259259,0.0,20915.937592592592,16941.90945,0.0,6000.0,6000.0,35110.73194389709,0.0,35110.73194389709,1.1368683772161603e-13,0.0,5000.0,4601.8015,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-11,72091.99675,66775.34658333333,27351.018900000003,0.0,16000.000000000002,12959.999999999998,18994.36873333333,6000.0,6000.000000000005,13453.510044655,0.0,13453.510044655,1.2505552149377763e-12,0.0,5000.000000000004,2958.92,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-12,71957.17576666665,62932.01521666667,26760.829299999998,0.0,16000.0,12960.0,14695.668749999983,6000.0,6000.0,13223.568652835,0.0,13223.568652835,8.213874025386758e-12,0.0,5000.0,2856.9235999999996,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-13,117283.06219999999,63006.703716666656,58147.88091049383,0.0,20376.433827160494,16504.911399999997,0.0,6000.0,6000.0,34633.14007570389,0.0,34633.14007570389,2.2737367544323206e-13,0.0,5000.0,4493.88,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-14,117901.37268333332,65373.34088333332,56471.8242845,0.0,20756.802549999997,16813.0100655,0.0,6000.0,5999.999999999998,33325.5881396926,0.0,33325.5881396926,1.1368683772161603e-13,0.0,5000.0,4555.9,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-15,117056.90516666666,66917.47633333332,53870.70395288066,0.0,19638.29010288066,15907.014983333334,0.0,6000.0,6000.000000000005,32588.550718110928,0.0,32588.550718110928,1.1368683772161603e-13,0.0,5000.0,4506.4415,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-16,117924.88506666665,62145.29311666667,59563.367275308636,0.0,19914.60697530864,16130.831650000002,0.0,6000.0,6000.000000000001,35111.28013211191,0.0,35111.28013211191,1.1368683772161603e-13,0.0,5000.0,4489.844000000001,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-17,117487.04263333333,64618.700283333324,56711.92385087037,0.0,20229.376320370364,16385.794819499995,0.0,6000.0,6000.000000000004,33918.57950667051,0.0,33918.57950667051,1.1368683772161603e-13,0.0,5000.0,4505.26,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-18,71490.16935,65136.05216666666,26183.020083333333,0.0,16000.0,12960.0,16788.9029,6000.0,6000.000000000002,12663.063005741667,0.0,12663.063005741667,1.1368683772161603e-13,0.0,5000.0,2851.56,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-19,71905.41535,65120.736099999995,26129.841716666666,0.0,16000.0,12959.999999999996,16305.162466666663,6000.0,6000.0,12587.052291783333,0.0,12587.052291783333,2.8421709430404007e-12,0.0,5000.0,2851.6119,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-20,117197.81635000001,65240.07146666667,55924.31232407406,0.0,20876.670740740738,16910.103300000002,0.0,6000.0,5999.999999999998,33029.33664787111,0.0,33029.33664787111,1.1368683772161603e-13,0.0,5000.0,4329.2694,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-21,118481.63788333331,69964.7275,52187.45722592592,0.0,19318.667592592596,15648.120749999998,0.0,6000.0,6000.0,31292.739511962776,0.0,31292.739511962776,1.1368683772161603e-13,0.0,5000.0,4446.0993,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-22,117811.00101666666,65658.0717,55926.29128930041,0.0,19859.799855967074,16086.437883333332,0.0,6000.0,6000.0,33002.261001174775,0.0,33002.261001174775,1.1368683772161603e-13,0.0,5000.0,4416.9422,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-23,118030.51476666666,66630.59805,55109.21359012345,0.0,19522.615123456784,15813.31825,0.0,6000.0,5999.999999999999,32439.241011750877,0.0,32439.241011750877,2.2737367544323206e-13,0.0,5000.0,4490.2167,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-24,117497.77966666667,70407.67296666667,51017.28200925925,0.0,19186.224259259252,15540.841649999997,281.79270000000093,6000.0,5999.999999999998,30787.898070282776,0.0,30787.898070282776,1.1368683772161603e-13,0.0,5000.0,4473.01,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-25,71763.3212,69762.96354999999,25359.897329166663,0.0,16003.852083333335,12963.1201875,20318.80778333333,6000.0,6000.0,12194.357906677082,0.0,12194.357906677082,1.1368683772161603e-13,0.0,5000.0,2941.25,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-26,72100.92436666667,72030.73073333333,25859.066199999994,0.0,16000.000000000002,12960.0,22748.872566666658,6000.0,6000.0,12572.808112591665,0.0,12572.808112591665,6.366462912410498e-12,0.0,5000.0,2904.7994,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-27,117032.52253333334,68459.05135,52697.78056213992,0.0,19870.58602880658,16095.174683333333,348.8980333333334,6000.0,6000.000000000001,31786.20454984829,0.0,31786.20454984829,1.1368683772161603e-13,0.0,5000.0,4403.1787,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-28,117537.3008,60915.33348333332,60394.60001769547,0.0,19855.961584362136,16083.328883333334,0.0,6000.0,6000.0,35286.53346710364,0.0,35286.53346710364,1.1368683772161603e-13,0.0,5000.0,4385.35,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-29,117252.75871666666,69819.545,50974.52469423869,0.0,17898.378127572014,14497.686283333333,140.61913333333487,6000.0,6000.000000000002,31137.241198877036,0.0,31137.241198877036,1.1368683772161603e-13,0.0,5000.0,4493.95,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-30,117682.88071666665,69426.02628333334,51743.305869958844,0.0,18349.74440329218,14863.292966666666,0.0,6000.0,6000.000000000004,30734.121245942755,0.0,30734.121245942755,2.2737367544323206e-13,0.0,5000.0,4481.027000000001,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-01,120364.58391666666,69353.20511666666,55378.7076701646,0.0,19876.107386831274,16099.646983333332,590.868466666669,6000.0,6000.0000000000055,34406.9828589823,0.0,34406.9828589823,3.296918293926865e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-02,74761.02673333333,60470.70664999999,29185.56943333333,0.0,16000.000000000005,12960.0,11855.24935,6000.0,6000.000000000006,15326.642885554998,0.0,15326.642885554998,5.7980287238024175e-12,0.0,5000.0,3278.4932999999996,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-03,74894.84928333333,66027.67763333333,28327.73958333333,0.0,15999.999999999996,12960.0,16420.567933333336,6000.0,6000.0,14741.949280164998,0.0,14741.949280164998,1.1368683772161603e-13,0.0,5000.0,3435.05,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-04,120670.08423333333,68935.4169,55121.11565555555,0.0,17823.41222222222,14436.9639,0.0,6000.0,5999.999999999998,33879.37628983944,0.0,33879.37628983944,2.2737367544323206e-13,0.0,5000.0,4823.247600000001,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-05,120612.16386666667,65536.15706666667,58908.16594979423,0.0,20169.25868312757,16337.09953333333,0.0,6000.0,6000.000000000005,35634.821855125745,0.0,35634.821855125745,1.8189894035458565e-12,0.0,5000.0,4881.439,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-06,121017.19009999999,68147.10773333334,56765.23992592592,0.0,20500.82925925925,16605.6717,0.0,6000.0,6000.0,34535.0778060837,0.0,34535.0778060837,1.1368683772161603e-13,0.0,5000.0,4885.615,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-07,121160.21501666667,66092.36906666667,58866.411262345675,0.0,19992.449012345678,16193.8837,0.0,6000.0,6000.0,36069.76815596738,0.0,36069.76815596738,1.1368683772161603e-13,0.0,5000.0,4998.07,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-08,120445.47738333332,64618.964983333324,59525.95660351028,0.0,19470.75896584362,15771.314762333333,0.0,6000.0,6000.0,35933.819109855256,0.0,35933.819109855256,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-09,74253.82544999999,65754.4396,27923.891066666667,0.0,16000.000000000002,12959.999999999998,16384.50521666666,6000.0,6000.000000000001,14443.894035366668,0.0,14443.894035366668,1.8474111129762605e-13,0.0,5000.0,3364.7508,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-10,74647.98705,62526.941766666656,28004.130541666666,0.0,16005.942499999996,12964.813425,12841.956183333332,6000.0,6000.000000000002,14445.458129441668,0.0,14445.458129441668,1.1368683772161603e-13,0.0,5000.0,3324.0296999999996,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-11,120743.09041666667,65259.01133333333,59113.431271399175,0.0,19101.853621399176,15472.501433333331,0.0,6000.0,6000.000000000004,35752.2434049492,0.0,35752.2434049492,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-12,120448.60361666666,68517.40838333333,55169.03001234568,0.0,17041.235679012345,13803.400899999999,0.0,6000.0,5999.999999999998,33836.69674703451,0.0,33836.69674703451,2.2737367544323206e-13,0.0,5000.0,4916.1872,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-13,120269.6316,67140.41883333333,56756.27899670781,0.0,19089.82226337448,15462.756033333331,0.0,6000.0,6000.0,34285.32026772757,0.0,34285.32026772757,1.1368683772161603e-13,0.0,5000.0,4952.8874000000005,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-14,120592.00526666666,67577.85648333334,56580.91014711933,0.0,18772.428230452668,15205.666866666666,0.0,6000.0,5999.999999999999,34207.21703855662,0.0,34207.21703855662,1.1368683772161603e-13,0.0,5000.0,4938.05,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-15,119598.30981666666,66833.25153333333,56389.68504629629,0.0,19076.98296296296,15452.356200000002,0.0,6000.0,5999.999999999994,34265.898822829215,0.0,34265.898822829215,1.1368683772161603e-13,0.0,5000.0,4833.73,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-16,74681.34474999999,71965.83821666666,26936.66370833333,0.0,16001.52583333333,12961.235925,21180.86726666666,6000.0,5999.999999999993,13626.497703650832,0.0,13626.497703650832,7.617018127348274e-12,0.0,5000.0,3396.6799999999994,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-17,75274.53043333333,64825.73134999999,27881.532083333328,0.0,15999.999999999998,12960.0,14392.732999999998,6000.0,6000.000000000001,14479.49334510833,0.0,14479.49334510833,6.821210263296962e-13,0.0,5000.0,3559.9646,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-18,120687.037,67010.8689,57331.5518127572,0.0,19238.861646090532,15583.477933333332,0.0,6000.0,6000.0,34102.0071346052,0.0,34102.0071346052,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-19,120072.38798333332,72557.17143333334,51483.59013518518,0.0,18043.218888888892,14615.0073,540.1619962962945,6000.0,6000.0,31747.725578481666,0.0,31747.725578481666,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-20,120437.57771666667,65910.18289999999,58020.22213724279,0.0,18383.301687242798,14890.474366666667,0.0,6000.0,6000.000000000001,34946.366644249065,0.0,34946.366644249065,1.1368683772161603e-13,0.0,5000.0,4989.44,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-21,120283.05128333332,68920.43599999999,54668.38152469135,0.0,17398.769691358022,14093.003449999998,0.0,6000.0,6000.0,33694.35317542481,0.0,33694.35317542481,1.1368683772161603e-13,0.0,5000.0,4866.026,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-22,119729.68001666665,68913.0492,54250.98105144032,0.0,18075.527551440322,14641.177316666666,0.0,6000.0,6000.0,33154.22098184516,0.0,33154.22098184516,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-23,74983.38438333332,68562.43549999999,26848.31641666666,0.0,15999.999999999998,12960.0,17387.367533333334,6000.0,6000.000000000002,13622.327405994998,0.0,13622.327405994998,1.1368683772161603e-13,0.0,5000.0,3307.8843999999995,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-24,74693.81781666665,70939.31643333333,26746.795916666662,0.0,16000.000000000002,12959.999999999998,19952.29453333333,6000.0,6000.000000000002,13428.772998153334,0.0,13428.772998153334,1.3642420526593924e-12,0.0,5000.0,3308.5706000000005,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-25,120319.8776,71774.86741666666,51860.12998004114,0.0,17447.998930041147,14132.879133333332,0.0,6000.0,6000.000000000001,32070.989909947464,0.0,32070.989909947464,1.1368683772161603e-13,0.0,5000.0,4864.7361,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-26,119407.96936666666,64828.13641666666,58135.645323666664,0.0,18714.801966666666,15158.989592999998,0.0,6000.0,6000.0000000000055,34826.395438862266,0.0,34826.395438862266,2.2737367544323206e-13,0.0,5000.0,4949.6,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-27,120046.82734999999,70656.46005,52742.1722537037,0.0,17641.078703703697,14289.27375,0.0,6000.0,5999.999999999995,32221.626192856107,0.0,32221.626192856107,3.865352482534945e-12,0.0,5000.0,4915.65,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-28,119921.84721666666,67648.02311666666,55860.25418950617,0.0,18875.94783950617,15289.517749999999,0.0,6000.0,6000.000000000001,33612.33954908784,0.0,33612.33954908784,1.1368683772161603e-13,0.0,5000.0,4954.6952,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-29,120439.31426666665,66329.19076666667,57825.45373033333,0.0,19554.369633333332,15839.039402999999,0.0,6000.0,6000.000000000004,34933.85034360427,0.0,34933.85034360427,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-30,74612.22448333332,68015.99121666666,27002.043700000002,0.0,15999.999999999998,12959.999999999996,17365.81043333334,6000.0,6000.000000000004,13763.728929289999,0.0,13763.728929289999,3.751665644813329e-12,0.0,5000.0,3247.2655,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-05-31,74778.33258333334,66389.15103333333,27003.09442083333,0.0,16031.166250000004,12985.244662499998,15567.991283333331,6000.0,6000.0000000000055,13501.446273809584,0.0,13501.446273809584,3.979039320256561e-12,0.0,5000.0,3307.6821,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-01,128248.56003333331,57023.73373333333,75357.98791831276,0.0,21753.48220164609,17620.32058333333,0.0,6000.0,6000.0,46024.73814716356,0.0,46024.73814716356,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-02,128080.53698333334,59439.72953333333,72824.1264020576,0.0,22017.468168724277,17834.149216666665,0.0,6000.0,6000.000000000002,45130.15754571487,0.0,45130.15754571487,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-03,128076.84056666667,59884.473733333325,72370.41353168724,0.0,21989.71946502058,17811.672766666667,0.0,6000.0,6000.0,44492.65337592024,0.0,44492.65337592024,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-04,128539.84358333334,58894.58276666666,73729.06518888888,0.0,21493.70722222222,17409.90285,0.0,6000.0,6000.000000000001,44940.0008862194,0.0,44940.0008862194,1.0231815394945443e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-05,128455.92066666666,57306.60264999999,75449.38315288065,0.0,22631.92176954732,18331.85663333333,0.0,6000.0,6000.000000000002,46275.69609120535,0.0,46275.69609120535,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-06,82747.41500000001,51892.419599999994,36061.41473333333,0.0,15999.999999999998,12960.0,2166.4193333333355,6000.0,5999.999999999998,20768.270737159997,0.0,20768.270737159997,1.1368683772161603e-13,0.0,5000.0,3973.0099999999998,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-07,83156.75975,52030.246583333326,34886.991533333334,0.0,16000.0,12959.999999999998,720.4783666666685,6000.0,5999.999999999998,19763.338698988333,0.0,19763.338698988333,4.789058039023075e-12,0.0,5000.0,3959.6465,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-08,128266.94665,63082.023383333326,68837.21361522633,0.0,19222.580781892997,15570.290433333334,0.0,6000.0,6000.000000000002,42668.260588259436,0.0,42668.260588259436,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-09,128169.18798333332,57236.47525,75145.91841063375,0.0,22174.76672263374,17961.561045333336,0.0,6000.0,6000.000000000004,46499.1155199839,0.0,46499.1155199839,1.1368683772161603e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-10,127414.49178333333,55796.047549999996,75864.92148415637,0.0,22349.88026748971,18103.403016666663,0.0,6000.0,6000.000000000002,46588.34166359055,0.0,46588.34166359055,1.5916157281026244e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-11,128236.67731666667,52152.23099999999,80551.369136214,0.0,23510.120102880654,19043.19728333333,0.0,6000.0,6000.0,50338.36698852465,0.0,50338.36698852465,2.2737367544323206e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-12,127721.81298333334,55269.42154999999,76814.77547098765,0.0,22959.91598765432,18597.531949999997,0.0,6000.0,6000.0,47572.45548153599,0.0,47572.45548153599,1.1368683772161603e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-13,81889.59039999999,53544.276699999995,34437.9784,0.0,16017.110884773661,12973.859816666663,3049.4136318930045,6000.0,6000.000000000004,19625.029802713332,0.0,19625.029802713332,1.1368683772161603e-13,0.0,5000.0,3827.6256999999996,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-14,82253.15711666667,56059.81436666666,34545.18075,0.0,16000.000000000002,12960.0,5311.838000000002,6000.0,6000.0,19545.59953555833,0.0,19545.59953555833,2.3874235921539366e-12,0.0,5000.0,3932.4898,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-15,127368.88451666664,56741.91018333333,74870.30766666666,0.0,22333.333333333332,18090.0,0.0,6000.0,6000.000000000004,45832.600968976665,0.0,45832.600968976665,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-16,127618.63201666667,54924.57919999999,77041.00669101851,0.0,22878.704601851852,18531.750727499995,0.0,6000.0,6000.000000000002,47555.57013669848,0.0,47555.57013669848,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-17,127311.75459999999,52674.743383333334,79029.95067901234,0.0,23120.734012345674,18727.79455,0.0,6000.0,6000.000000000002,48968.13145417487,0.0,48968.13145417487,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-18,126909.07891666667,55980.68801666667,75093.52139444445,0.0,21921.739444444444,17756.608949999998,0.0,6000.0,6000.0,46025.515622875944,0.0,46025.515622875944,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-19,127349.06689999998,59089.562699999995,72443.913931893,0.0,22023.209115226335,17838.79938333333,0.0,6000.0,6000.000000000003,44653.612333569545,0.0,44653.612333569545,2.8421709430404007e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-20,81137.07971666666,58736.49886666666,32745.001033333327,0.0,16000.0,12960.0,7304.420183333334,6000.0,6000.000000000004,18335.659951821664,0.0,18335.659951821664,7.958078640513122e-13,0.0,5000.0,3816.69,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-21,81408.0648,62073.3244,32667.359783333333,0.0,16000.0,12959.999999999998,10292.619383333333,6000.0,6000.000000000002,17813.638424176665,0.0,17813.638424176665,1.0231815394945443e-12,0.0,5000.0,4004.9442,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-22,126539.46191666665,59082.12081666666,71419.90716419753,0.0,20855.61086419753,16893.044799999996,0.0,6000.0,6000.0,43826.62402285282,0.0,43826.62402285282,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-23,126690.87308333332,59629.587083333325,71213.11094300411,0.0,21851.710226337447,17699.88528333333,0.0,6000.0,6000.0,44177.15844942335,0.0,44177.15844942335,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-24,127112.84501666666,50844.05276666667,80710.86312037037,0.0,23379.32037037037,18937.249499999998,0.0,6000.0,6000.000000000003,50044.6551138663,0.0,50044.6551138663,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-25,126310.40843333333,55872.98706666667,74689.18837566666,0.0,22377.7211,18125.954091,0.0,6000.0,6000.0,45523.0293161861,0.0,45523.0293161861,1.1368683772161603e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-26,126697.44536666665,59150.061533333326,71646.08862508848,0.0,21572.13048292181,17473.425691166667,0.0,6000.0,6000.0,43982.561613002996,0.0,43982.561613002996,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-27,79563.255,59791.60913333333,32044.655233333327,0.0,15999.999999999995,12960.000000000002,9233.00936666667,6000.0,5999.999999999998,17719.822175141664,0.0,17719.822175141664,7.958078640513122e-13,0.0,5000.0,3848.9299999999994,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-28,80661.5728,58884.64668333333,32577.260683333327,0.0,16000.000000000002,12960.000000000002,7760.334566666665,6000.0,5999.999999999998,17831.958826629998,0.0,17831.958826629998,4.547473508864641e-13,0.0,5000.0,3768.0616999999997,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-29,126384.80871666667,57117.04018333333,73432.04752674897,0.0,21917.257860082296,17752.978866666665,0.0,6000.0,6000.0,44675.48897941987,0.0,44675.48897941987,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-06-30,125947.32058333333,56069.6366,73965.5016668354,0.0,21514.829913168724,17427.012229666663,0.0,6000.0,6000.0,45221.60922329842,0.0,45221.60922329842,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-01,141546.85106666666,62680.30703333333,83048.94832773661,0.0,22012.654181069956,17830.24988666667,0.0,6000.0,6000.0,51727.012620562564,0.0,51727.012620562564,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-02,141198.65821666666,68293.89184999999,76674.80568888888,0.0,19842.312222222223,16072.2729,0.0,6000.0,6000.0,47979.92620403,0.0,47979.92620403,1.4210854715202004e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-03,141565.53863333334,61805.119699999996,84073.47879650822,0.0,22700.315069341566,18387.25520616667,0.0,6000.0,6000.000000000004,52622.29121247774,0.0,52622.29121247774,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-04,95795.06574999998,66914.19828333333,41681.856999999996,0.0,16000.000000000005,12959.999999999996,9760.989533333328,6000.0,6000.000000000005,24369.395924496665,0.0,24369.395924496665,1.7053025658242404e-12,0.0,5000.0,4675.25,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-05,95872.83489999999,67082.75493333332,42193.76993333333,0.0,15999.999999999985,12959.999999999998,10363.689966666667,6000.0,5999.9999999999945,24715.559219496667,0.0,24715.559219496667,1.1596057447604835e-11,0.0,5000.0,4451.8592,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-06,141244.57465,61450.5931,84210.76863950616,0.0,23246.24783950617,18829.46075,0.0,6000.0,6000.0,53087.51988061765,0.0,53087.51988061765,2.2737367544323206e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-07,141495.39415,68085.91138333332,77134.5571462963,0.0,19605.65462962963,15880.58025,0.0,6000.0,5999.999999999999,48177.57962264833,0.0,48177.57962264833,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-08,141285.227,65713.83998333334,79827.89146666665,0.0,22402.655,18146.15055,0.0,6000.0,6000.0,50474.0887628,0.0,50474.0887628,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-09,140590.70496666664,66531.97995,78126.35943106996,0.0,21408.60218106996,17340.967766666665,0.0,6000.0,6000.0,48920.47410227354,0.0,48920.47410227354,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-10,140463.54225,67609.91886666667,76855.51191790124,0.0,21062.571234567902,17060.682699999998,0.0,6000.0,6000.000000000002,48585.85843945888,0.0,48585.85843945888,1.5916157281026244e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-11,94741.0884,62222.31125,41840.415616666665,0.0,16000.0,12959.999999999998,6281.638466666662,6000.0,6000.000000000001,24330.96882796,0.0,24330.96882796,1.7621459846850485e-12,0.0,5000.0,4445.5504,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-07-12,95318.37109999999,64234.12776666666,42140.49083333333,0.0,16000.000000000004,12959.999999999996,8016.247499999997,6000.0,6000.000000000005,24696.864551888335,0.0,24696.864551888335,1.7053025658242404e-12,0.0,5000.0,4361.927,Optimization terminated successfully. (HiGHS Status 7: Optimal)
