日期,小区负载电量_kWh,光伏实际电量_kWh,计划购电量_kWh,调整购电量_kWh,调整净变化_kWh,上调购电量_kWh,下调购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,实际弃光量_kWh,计划购电费_元,调整费用_元,紧急购电费_元,总费用_元,0:00储电量_kWh,24:00储电量_kWh
2025-05-11,120743.09041666667,65259.01133333333,57725.32496851852,58522.91488518519,797.5899166666713,797.58991666667,0.0,4329.663216666665,16307.964423868309,13209.45118333333,4269.985777983549,36006.152112893455,1051.6721038700039,18209.829956099988,55267.65417286345,6000.0,6000.000000000002
2025-05-12,120448.60361666666,68517.40838333333,50022.48526666667,55726.16648725926,5703.681220592589,5703.681220592591,0.0,3412.104050000002,16498.258792592595,13363.589622,4072.406133333334,32233.20056791833,4697.448718836964,13808.855309016679,50739.50459577197,6000.0,6000.000000000002
2025-05-13,120269.6316,67140.41883333333,59342.747999794236,60660.14145082304,1317.3934510288018,1317.3934510288013,2.2737367544323206e-13,3341.213366666668,20732.258534156375,16793.12941266667,6933.012929333334,36306.320898890735,1484.4696570160152,14453.091366641673,52243.881922548426,6000.0,6000.000000000004
2025-05-14,120592.00526666666,67577.85648333334,56853.58923580247,58676.31716111111,1822.727925308638,1822.727925308643,0.0,2993.0559833333327,15909.116316872423,12886.384216666667,5632.492260905357,36094.00110976933,1252.449870218336,12678.42015200833,50024.87113199599,6000.0,6000.0
2025-05-15,119598.30981666666,66833.25153333333,54603.68201399176,56324.647285802464,1720.9652718107027,1720.9652718107027,0.0,4050.590733333333,16314.619876543216,13214.842100000002,4510.401959259255,35353.722413329335,1238.125359229635,17680.21167843333,54272.059450992296,6000.0,6000.0
2025-05-16,74681.34474999999,71965.83821666666,27775.1501,27775.150100000006,7.275957614183426e-12,8.185452315956354e-12,0.0,1250.2044078189294,15987.414711934147,12949.805916666655,23272.239179218115,15135.6357699,1.5011301002232357e-11,4087.607683725307,19223.24345362532,6000.0,5999.999999999998
2025-05-17,75274.53043333333,64825.73134999999,28112.20871666666,28210.58484423868,98.37612757202078,98.3761275720218,0.0,1327.4558833333313,16000.000000000005,12960.000000000002,16049.241644238678,15329.08569541,79.19290170055869,4362.938389191656,19771.216986302214,6000.0,6000.000000000002
2025-05-18,120687.037,67010.8689,60831.84254032921,60895.63854032921,63.79599999999482,63.79599999999982,2.6147972675971687e-12,2266.627716666666,18895.086310699582,15305.019911666663,5896.031757962959,37108.396964718886,98.69400690000137,9685.222107149995,46892.313078768886,6000.0,6000.000000000004
2025-05-19,120072.38798333332,72557.17143333334,53166.88165864197,53882.275928641975,715.3942700000043,715.3942700000009,0.0,3239.439833333334,16529.491291975315,13388.887946500003,6465.895866499999,33553.974062133515,821.8448096520015,13497.000572408333,47872.81944419385,6000.0,6000.000000000002
2025-05-20,120437.57771666667,65910.18289999999,53180.63677448559,57438.206976337446,4257.570201851857,4257.570201851856,0.0,3408.337199999999,16001.371893004114,12961.111233333331,3278.8886999999986,33787.8997906708,3184.9048846180604,14172.465525783331,51145.27020107219,6000.0,6000.000000000001
2025-05-21,120283.05128333332,68920.43599999999,50132.75421666666,55511.17362942385,5378.41941275719,5378.419412757199,0.0,2888.1567833333324,17367.914979423862,14068.011133333333,3736.811283333335,32470.650729484994,4850.701519867191,11062.642736849997,48383.99498620219,6000.0,5999.999999999998
2025-05-22,119729.68001666665,68913.0492,52569.15881666666,53548.862569753095,979.7037530864327,979.7037530864266,0.0,3819.40485,15734.569753086424,12745.001500000002,3562.0683500000036,33679.34974437333,627.6205978237114,15129.335202333334,49436.305544530376,6000.0,5999.999999999998
2025-05-23,74983.38438333332,68562.43549999999,26827.518406999996,28867.443844499994,2039.9254374999982,2039.9254374999964,0.0,1208.4124983333336,16055.708383333334,13005.1237905,20604.322866666662,14308.069376026364,1932.7009023968737,4066.3134543766673,20307.083732799903,6000.0,5999.999999999996
2025-05-24,74693.81781666665,70939.31643333333,27542.757805999994,27542.757806,7.275957614183426e-12,2.2737367544323206e-13,0.0,1160.4892166666677,15951.91300411523,12921.049533333331,21917.882168551438,14896.212525117799,4.1698058339534324e-13,3798.2616392166688,18694.474164334468,6000.0,6000.000000000002
2025-05-25,120319.8776,71774.86741666666,53811.81399465021,54493.66319465021,681.8491999999969,681.8492000000006,1.5916157281026244e-12,3033.8418323045153,15544.525843621397,12591.065933333331,6029.034933333327,33832.22675982741,797.6616601975022,12018.186846868795,46648.07526689371,6000.0,6000.000000000002
2025-05-26,119407.96936666666,64828.13641666666,50781.680116166666,58532.10996369753,7750.429847530861,7750.429847530857,0.0,3296.53745,16701.365247530855,13528.105850499996,4075.5550666666663,32821.470160050565,6467.9283424093765,11834.439045816664,51123.8375482766,6000.0,6000.000000000002
2025-05-27,120046.82734999999,70656.46005,49639.91035,53425.26310816666,3785.352758166664,3785.352758166665,0.0,4037.940583333334,16041.954516666661,12993.9831585,5024.865033333334,32128.43226151166,2885.841744048951,17263.488606608335,52277.762612168946,6000.0,6000.0
2025-05-28,119921.84721666666,67648.02311666666,55991.97219485596,56911.80391363785,919.8317187818902,919.8317187818911,5.684341886080801e-13,3037.561033333334,17018.00261563786,13784.582118666669,4442.120349999997,34699.63402232247,1028.9976647940975,10863.43174264167,46592.06342975824,6000.0,6000.000000000002
2025-05-29,120439.31426666665,66329.19076666667,55561.944492181065,58850.39247536624,3288.4479831851786,3288.447983185184,1.5916157281026244e-12,2941.7767000000003,17483.752677366254,14161.839668666664,4360.132666666664,35027.8061073322,2319.330339827863,11504.185893975,48851.32234113507,6000.0,6000.0
2025-05-30,74612.22448333332,68015.99121666666,26833.58398333333,27064.558783333334,230.9748000000036,230.97480000000405,0.0,1427.019763580247,16109.29524691358,13048.529149999998,18834.579183333335,14390.978354576662,308.3810532600072,4963.609806459568,19662.969214296238,6000.0,6000.000000000004
2025-05-31,74778.33258333334,66389.15103333333,28935.77141666667,28935.771416666663,-7.275957614183426e-12,0.0,1.5916157281026244e-12,947.2207500000025,15979.719362139918,12943.572683333332,18457.66393786008,15721.821683371669,9.729546945891342e-13,3005.4982794750044,18727.319962846675,6000.0,6000.000000000005
2025-06-01,128248.56003333331,57023.73373333333,79091.90448415637,79091.90448415637,0.0,0.0,4.547473508864641e-13,2159.1379333333343,21163.384475514413,17142.34142516667,6005.173067141966,49645.6376701867,2.856040737242438e-13,8152.914049291668,57798.55171947837,6000.0,6000.000000000004
2025-06-02,128080.53698333334,59439.72953333333,80682.46415946502,80693.58285946501,11.118699999991804,11.11869999999999,1.4779288903810084e-12,2223.0069166666663,23188.264135802467,18782.493949999996,9870.012140329214,50708.18156477845,17.200906867500926,9855.78073050833,60581.16320215429,6000.0,6000.000000000002
2025-06-03,128076.84056666667,59884.473733333325,74157.96425555555,75136.13490720163,978.1706516460836,978.1706516460891,0.0,1950.933116666667,21970.53442386831,17796.132883333332,4720.299649999999,46305.75601110368,870.0149925954615,7898.522890941667,55074.29389464081,6000.0,6000.0
2025-06-04,128539.84358333334,58894.58276666666,85182.42934917693,88212.23381283334,3029.804463656401,3029.804463656392,1.3642420526593924e-12,1451.3957333333344,22264.06193888888,18033.890170499995,15788.196961111122,53061.699301178516,3694.9990141998915,6096.420282041669,62853.11859742008,6000.0,5999.999999999998
2025-06-05,128455.92066666666,57306.60264999999,73994.61224053496,76268.25579588478,2273.643555349816,2273.6435553497945,0.0,2530.6063166666663,21561.313662551438,17464.664066666664,3552.8945,45940.4498936088,2523.3360740436733,10424.843655458333,58888.629623110806,6000.0,6000.0
2025-06-06,82747.41500000001,51892.419599999994,36977.75285,37471.85695,494.1041000000041,494.1041000000056,0.0,2496.964333333334,16000.000000000007,12960.0,6073.825883333334,22247.651657588332,317.4864052500053,8582.809079716668,31147.947142555007,6000.0,5999.999999999998
2025-06-07,83156.75975,52030.246583333326,38886.57917674897,41111.25973847736,2224.68056172839,2224.6805617283953,1.5916157281026244e-12,1036.5217382716057,16220.744260082307,13138.802850666667,7939.326900666666,22398.390941596896,1881.23121998389,3332.9090581361156,27612.5312197169,6000.0,6000.000000000002
2025-06-08,128266.94665,63082.023383333326,70803.31296769547,73149.39956719341,2346.0865994979395,2346.0865994979386,0.0,2304.420921166668,21086.98958786008,17080.46156616667,6262.369200000001,44413.465537797405,2394.007964631659,8893.846236803673,55701.319739232735,6000.0,6000.0
2025-06-09,128169.18798333332,57236.47525,80124.81107339711,80425.81554808847,301.0044746913627,301.0044746913651,3.410605131648481e-13,1894.2434848333319,23295.751172839504,18869.55845,6961.153576748975,50602.17979097673,256.5461137794567,8482.700517653995,59341.42642241018,6000.0,5999.999999999992
2025-06-10,127414.49178333333,55796.047549999996,73090.75557263373,75349.48316069957,2258.7275880658417,2258.727588065841,9.094947017729282e-13,3417.4013920000034,20572.330277366247,16663.587524666662,3239.697566666666,46005.76367548255,2223.791934834351,13806.593340511346,62036.14895082825,6000.0,6000.000000000002
2025-06-11,128236.67731666667,52152.23099999999,79541.80516666666,82248.71286337037,2706.907696703711,2706.9076967036976,1.5916157281026244e-12,2450.3471333333327,23726.090070370366,19218.132957,4106.656566666667,50590.62464644229,2452.3443048734343,10404.300408349996,63447.26935966572,6000.0,6000.000000000002
2025-06-12,127721.81298333334,55269.42154999999,77149.3650936214,77180.16645912139,30.80136549999588,30.801365499996948,0.0,2722.7666333333345,21370.036133127567,17309.729267833332,3390.234793827163,48698.37537439971,26.304426401142052,11825.645875900007,60550.32567670086,6000.0,5999.999999999998
2025-06-13,81889.59039999999,53544.276699999995,34800.564783333335,36978.01948333334,2177.454700000002,2177.4547000000075,0.0,1628.542666666665,15999.999999999998,12959.999999999993,7221.248450000005,20658.879093465,1821.9273935425122,5257.457812133329,27738.26429914084,6000.0,6000.0
2025-06-14,82253.15711666667,56059.81436666666,35219.80121666667,35370.835910333335,151.03469366666832,151.03469366666775,0.0,2015.1300166666656,15999.582065432096,12959.661472999998,8152.702584567902,20912.845550023336,189.06378325410225,6433.31513433333,27535.22446761077,6000.0,6000.000000000004
2025-06-15,127368.88451666664,56741.91018333333,70740.30508847735,75820.00575226336,5079.700663786003,5079.700663786007,0.0,2719.167466666666,21975.586234567898,17800.22485,3736.8375010288064,45052.770540350946,3628.76330716685,11028.713572041663,59710.24741955946,6000.0,6000.0
2025-06-16,127618.63201666667,54924.57919999999,74371.55470596708,77449.9507925926,3078.396086625522,3078.396086625521,0.0,2956.8446833333333,21634.161851851848,17523.6711,3602.2519074074116,47082.57300441073,2202.203641709266,12304.754759833331,61589.531405953334,6000.0,5999.999999999997
2025-06-17,127311.75459999999,52674.743383333334,75623.37222901234,79015.45337802262,3392.0811490102788,3392.081149010286,0.0,3168.401316666667,20763.00609074074,16818.0349335,3601.872320781895,48104.94278391777,2524.529653500007,13450.057389983333,64079.529827401115,6000.0,6000.0
2025-06-18,126909.07891666667,55980.68801666667,75670.52144609053,78496.07786367489,2825.556417584361,2825.556417584363,0.0,2561.9994166666756,20419.852208641973,16540.080288999998,6249.914460699592,47669.69105758924,2086.303189788304,10128.99863075837,59884.99287813591,6000.0,6000.000000000002
2025-06-19,127349.06689999998,59089.562699999995,72359.70071028806,76178.05122962962,3818.350519341562,3818.3505193415663,0.0,2960.50885,23406.353377572017,18959.146235833337,6431.8487378909485,45084.545129457714,4150.59721354494,12279.19901035,61514.341353352655,6000.0,6000.0
2025-06-20,81137.07971666666,58736.49886666666,34048.50863333333,34048.50863333333,0.0,0.0,0.0,1148.3194499999981,15999.213374485587,12959.36283333333,9756.396692181077,20090.001151156666,0.0,3922.397987574993,24012.39913873166,6000.0,6000.0
2025-06-21,81408.0648,62073.3244,33899.991716666664,34542.15811666666,642.1663999999946,642.1663999999971,0.0,1081.070016666666,15999.999999999998,12960.0,13248.487733333332,19522.167056405,439.67687535749764,3908.6857187499977,23870.529650512497,6000.0,6000.0
2025-06-22,126539.46191666665,59082.12081666666,68775.11743209875,71305.96314855966,2530.8457164609135,2530.8457164609017,3.410605131648481e-13,3409.6213333333335,18654.423531893,15110.083060833334,3713.9029108333375,42937.49650231111,3031.594076632249,14444.856999416668,60413.94757836003,6000.0,6000.0
2025-06-23,126690.87308333332,59629.587083333325,70319.97864135802,71686.35403806582,1366.3753967078082,1366.3753967078105,0.0,2649.7883999999995,19763.839115226332,16008.709683333329,3519.727006172831,44910.80333188307,930.785208696661,11279.875673316665,57121.4642138964,6000.0,6000.0
2025-06-24,127112.84501666666,50844.05276666667,82715.2343057613,83176.59938909464,461.3650833333377,461.3650833333339,0.0,2719.6247166666662,23963.97325102879,19410.818333333333,5074.276938065859,51907.55116950203,535.5208726725007,11440.580771849995,63883.65281402453,6000.0,6000.0
2025-06-25,126310.40843333333,55872.98706666667,72672.91446794444,75894.64763940328,3221.7331714588363,3221.733171458847,0.0,2763.649116666666,21954.759414403303,17783.355125666676,4049.4711006666653,44827.78580892173,3553.5620643911802,10746.079611908332,59127.42748522125,6000.0,6000.0
2025-06-26,126697.44536666665,59150.061533333326,69629.27009526748,73289.24604958847,3659.975954320995,3659.9759543209975,0.0,2297.726966666666,20915.68191358025,16941.70235,4065.609619341562,43789.072874791724,2835.0567736034345,9268.336369749999,55892.46601814516,6000.0,5999.999999999998
2025-06-27,79563.255,59791.60913333333,34143.13211666666,34143.32771666667,0.19560000000637956,0.19560000000257105,0.0,1169.8088500000017,16109.731950000005,13048.882879500004,12480.641629500002,19955.796205736664,0.36702873000482916,4048.7892620833372,24004.952496550006,6000.0,6000.000000000002
2025-06-28,80661.5728,58884.64668333333,33274.711169,33462.15646666667,187.44529766666528,187.44529766666625,0.0,1525.9033499999996,15998.799176954726,12959.027333333328,10171.361856378599,19309.246863759898,235.43402356529944,4918.459727516666,24463.140614841865,6000.0,6000.000000000001
2025-06-29,126384.80871666667,57117.04018333333,67909.47646790123,72215.19663786008,4305.720169958848,4305.720169958842,9.094947017729282e-13,3743.45895,20105.660637860077,16285.585116666667,2870.811533333331,42223.17854116907,4247.368348106229,15740.176280691667,62210.723169966965,6000.0,5999.999999999999
2025-06-30,125947.32058333333,56069.6366,73533.86457572016,74867.18586172839,1333.3212860082276,1333.3212860082306,0.0,3202.776166666668,22458.18184506173,18191.127294499995,3925.2234944999977,45710.32767067636,1271.29573816321,13302.572968733335,60284.1963775729,6000.0,6000.0
2025-07-01,141546.85106666666,62680.30703333333,79694.95762901235,83199.07837407407,3504.120745061722,3504.120745061725,0.0,3033.382066666667,22378.837407407405,18126.8583,3113.9372999999996,50678.63927435377,3003.666431863547,10956.115455566669,64638.42116178399,6000.0,6000.0
2025-07-02,141198.65821666666,68293.89184999999,75016.90407016462,75341.63704320988,324.73297304526204,324.7329730452642,4.547473508864641e-13,4223.099166666666,17776.22487654321,14398.74215,3282.4871166666694,48621.09532823472,208.22121065956827,18413.831119316663,67243.14765821095,6000.0,5999.999999999998
2025-07-03,141565.53863333334,61805.119699999996,84354.99929444444,85997.96912839505,1642.969833950614,1642.9698339506083,0.0,1804.6493166666673,22810.513497942382,18476.51593333333,3708.201947119338,53899.6152315567,1260.4650782743456,7104.69335526667,62264.77366509772,6000.0,6000.0
2025-07-04,95795.06574999998,66914.19828333333,41997.11276666667,42256.82193066666,259.7091639999853,259.70916399999606,0.0,1353.8651333333328,16068.6106,13015.574586000004,11676.78358333333,25458.681738126666,285.70043205329625,4575.200281599997,30319.582451779963,6000.0,6000.000000000002
2025-07-05,95872.83489999999,67082.75493333332,42501.46667,42657.87678566667,156.41011566666566,156.41011566666458,0.0,1590.7880666666665,16172.895099999998,13100.045031000001,12385.734816666667,25761.014849329335,168.6239243465477,5500.367288816664,31430.006062492546,6000.0,6000.000000000002
2025-07-06,141244.57465,61450.5931,77620.07463271605,86434.7826936214,8814.708060905352,8814.70806090535,0.0,2363.405466666666,22931.40917695473,18574.44143333333,4647.238866666665,50640.22940281311,6989.040843530895,9689.898404666665,67319.16865101067,6000.0,6000.000000000002
2025-07-07,141495.39415,68085.91138333332,78666.67386934155,80961.94443319339,2295.2705638518382,2295.2705638518514,0.0,3145.9642999999996,20995.38063786007,17006.25831666666,6709.303645333328,50561.1330796837,2290.4027943323645,12912.690554966668,65764.22642898273,6000.0,5999.999999999998
2025-07-08,141285.227,65713.83998333334,82291.90077613169,84030.54023374488,1738.639457613186,1738.6394576131856,4.547473508864641e-13,2847.1615666666676,23225.95135041154,18813.020593833346,6893.3840271666795,52499.92736753413,1868.6942829816546,11941.0729205,66309.69457101579,6000.0,6000.0
2025-07-09,140590.70496666664,66531.97995,81912.25714341563,82363.71944341564,451.4623000000138,451.46230000000025,4.547473508864641e-13,2344.983416666666,20671.50971111111,16743.922866,6722.390998304534,52234.031872918764,653.0651719675006,9958.92111485833,62846.01815974459,6000.0,6000.0
2025-07-10,140463.54225,67609.91886666667,74446.9925644033,75618.69333024691,1171.700765843605,1171.7007658436125,2.0463630789890885e-12,4538.944583333332,20062.633580246904,16250.733199999999,3492.1141500000003,48643.71513715426,891.2321940798407,18307.82069840833,67842.76802964244,6000.0,6000.000000000001
2025-07-11,94741.0884,62222.31125,43507.417466666666,43507.417466666666,0.0,0.0,5.115907697472721e-13,1663.3733833333335,16000.000000000004,12960.0,9612.013699999992,26493.348733034996,3.2130458293977426e-13,6130.3338616750025,32623.68259471,6000.0,5999.999999999996
2025-07-12,95318.37109999999,64234.12776666666,42068.13423333333,43955.03143333334,1886.8972000000067,1886.8972000000067,0.0,1455.6692666666668,16000.0,12960.0,11286.45736666667,25394.081060679997,1842.7474918500056,4970.798142625,32207.626695155002,6000.0,5999.999999999998
2025-07-13,139893.36648333335,70625.64608333333,79750.25873057201,79750.25873057205,4.3655745685100555e-11,3.956301952712238e-11,0.0,2136.602549057608,22433.356646090484,18171.01888333333,8356.803116872514,52258.500587173425,7.434256303895381e-11,8244.473165499056,60502.97375267255,6000.0,5999.999999999956
2025-07-14,141062.42346666666,69254.74424999999,76369.86240658436,77810.30526399176,1440.4428574073972,1440.4428574074043,3.410605131648481e-13,3272.6739333333353,19150.335580658437,15511.771820333332,5636.736220333334,49099.27847600302,1647.0815206513244,13373.087379083334,64119.447375737676,6000.0,6000.000000000004
2025-07-15,139545.16266666667,66796.11208333334,78149.83115802468,78270.41231604938,120.58115802469547,120.58115802468808,2.0463630789890885e-12,3376.2944166666666,21135.27631604938,17119.573815999996,4881.953649333329,50012.80100141094,161.44425138694268,14069.393247091666,64243.63849988955,6000.0,6000.000000000002
2025-07-16,140365.26538333332,68230.702,76254.0887654321,78507.93949691358,2253.850731481478,2253.8507314814806,0.0,3374.303899999998,21760.470696913573,17625.9812645,5613.190581166667,49760.3636962524,1579.3379077004001,13900.195969558323,65239.89757351112,6000.0,6000.000000000001
2025-07-17,139569.15928333334,66848.74321666667,73438.22498950617,75971.33649609053,2533.1115065843624,2533.111506584367,4.547473508864641e-13,4181.014166666669,19758.871646090534,16004.686033333332,3677.748983333333,47401.34948915578,2713.5321956348193,18031.65982773334,68146.54151252394,6000.0,6000.0
2025-07-18,93698.0732,62423.8251,42673.82877921811,42692.815279218106,18.98649999999907,18.986499999999694,0.0,1789.5614833332538,16361.994233333215,13253.215328999902,10099.34975821805,25954.02015243562,23.7350236499998,6389.182721608005,32366.937897693624,6000.0,6000.000000000005
2025-07-19,94564.52240000002,67381.70335,43695.44126668107,44096.55969116666,401.11842448559037,401.1184244855867,3.410605131648481e-13,1475.8827999999999,16035.895216666655,12989.0751255,15342.803349999998,27025.249915204142,365.84491835838855,5044.481749133333,32435.576582695863,6000.0,5999.999999999999
2025-07-20,138750.53876666666,66660.56055,78235.91900185184,78898.38949423868,662.4704923868412,662.4704923868322,3.410605131648481e-13,3147.078199999999,19213.288936213983,15562.764038333331,6304.9645796913555,49650.75455384499,895.0557016081182,13589.193269049996,64135.0035245031,6000.0,6000.0
2025-07-21,138442.8198,64453.070449999985,78651.03611502057,81406.19323333334,2755.157118312767,2755.1571183127644,3.410605131648481e-13,2652.3267000000005,22289.35391666667,18054.3766725,5833.7933391666675,50431.39012083547,2907.506335008774,10926.011553941667,64264.90800978591,6000.0,6000.0
2025-07-22,139514.85881666664,65719.71419999999,75458.20690679012,80102.28326506584,4644.076358275721,4644.076358275727,0.0,2851.251049999999,19804.930254732506,16041.993506333329,5395.452950000002,48829.796311179685,3270.1749543597934,11652.69380148333,63752.665067022805,6000.0,6000.0
2025-07-23,139450.03365,65233.48653333333,86309.89440969135,86476.29437779835,166.39996810699813,166.3999681069992,2.0463630789890885e-12,2168.091816666666,23031.449814814816,18655.474349999997,10051.86361298354,55191.64554488261,221.5266163100962,9561.62490928333,64974.79707047604,6000.0,6000.000000000002
2025-07-24,138902.21751666663,65285.74551666666,84572.01764465022,84572.0176446502,-1.4551915228366852e-11,0.0,3.410605131648481e-13,1967.5880500000005,23154.169249382703,18754.877092,8523.841537267499,54250.18237539839,2.2851054382044825e-13,7849.510341441668,62099.69271684006,6000.0,6000.0
2025-07-25,92354.83968333332,65849.52011666667,40454.63678233333,40651.67998333333,197.0432010000004,197.04320099999921,1.1368683772161603e-13,1660.8784333333335,16000.000000000007,12960.000000000004,12767.238849999994,24510.544733478866,266.8138465850991,5869.038139566668,30646.396719630633,6000.0,5999.999999999999
2025-07-26,93187.68993333331,64718.598366666665,40571.445672999995,40936.838272999994,365.3925999999992,365.39260000000064,0.0,1874.5992999999999,15999.999999999998,12960.0,11302.346006333333,24373.30062954673,523.8794046150012,6201.382253258334,31098.562287420064,6000.0,5999.999999999998
2025-07-27,138110.19628333332,64425.00648333333,76807.70519341563,79285.33888251027,2477.6336890946404,2477.633689094648,4.547473508864641e-13,2809.0306,22123.937249176946,17920.38917183333,4205.631605166665,48401.82787942209,2683.7361677854624,12041.037115408333,63126.60116261589,6000.0,6000.0
2025-07-28,138228.99843333333,60274.121199999994,79707.7222674897,81005.81896625513,1298.0966987654247,1298.0966987654247,0.0,4015.1449530864356,20419.300452674892,16539.633366666665,3186.4196000000056,50706.132163658636,1407.9208828476803,17525.5503048519,69639.60335135822,6000.0,6000.0
2025-07-29,138314.74511666666,62245.49916666666,76325.38235077572,82950.70378079834,6625.321430022625,6625.321430022632,4.547473508864641e-13,2370.3085333333343,22275.824109465022,18043.417528666672,5019.3597833333315,49122.87327349156,5132.572758503117,8926.713072408336,63182.15910440302,6000.0,6000.0
2025-07-30,138424.36443333334,64321.11038333333,69431.69387674896,79966.46518703703,10534.771310288066,10534.77131028807,0.0,3350.9719333333323,21425.138703703706,17354.362350000003,5143.406716666666,45294.43603177203,8854.118893627783,12795.61214650833,66944.16707190814,6000.0,6000.0
2025-07-31,137423.31371666666,62728.31745,72838.80353683127,77979.363545679,5140.560008847737,5140.560008847739,4.547473508864641e-13,3823.2879999999996,19942.790679012345,16153.660449999996,3318.5250499999997,46985.55174257658,4499.90478176346,16657.04971163333,68142.50623597337,6000.0,6000.0
2025-08-01,92719.4241,71468.06443333333,40902.11177999999,40912.01366616666,9.90188616667001,9.901886166667282,0.0,1456.7455999999997,16003.819383333337,12963.0937005,18076.673916666663,24985.830178112334,12.378347896950842,4877.21424095,29875.422766959287,6000.0,5999.999999999998
2025-08-02,91562.24421666667,70635.21928333332,40506.074016666666,40544.10181666667,38.02780000000348,38.02780000000689,1.2505552149377763e-12,1905.232133333335,15999.999999999996,12960.000000000002,18482.309016666677,24700.34771747333,58.82995729501355,6975.531474833335,31734.70914960168,6000.0,5999.999999999995
2025-08-03,138062.48614999998,75223.00616666666,64525.7089,64607.167599999986,81.45869999998831,81.45870000000033,1.5916157281026244e-12,4968.859333333336,16006.140637860086,12964.973916666666,3695.3802288065785,43203.41252014667,90.64579900500175,20708.905693900004,64002.96401305168,6000.0,6000.000000000002
2025-08-04,138312.10695,72896.45186666667,69034.37046296295,70809.51355082303,1775.1430878600804,1775.1430878600772,6.934897101018578e-12,3430.608049999999,16588.180034156354,13436.42582766664,5672.712310999983,45912.424613101255,1224.1269694165746,14626.801726749994,61763.353309267826,6000.0,6000.000000000007
2025-08-05,136458.49728333333,71306.18755,65848.49826008231,67906.89012201646,2058.391861934142,2058.391861934156,3.410605131648481e-13,4052.3799,17179.81757201646,13915.652233333334,3542.7949499999995,43552.66120221239,1398.6567643874068,16381.2236524,61332.54161899979,6000.0,5999.999999999999
2025-08-06,136716.08779999998,68601.68853333333,73485.66221790123,74139.92669938214,654.2644814809028,654.2644814809105,6.59383658785373e-12,3353.3028763380125,19011.21709238682,15399.08584483333,5766.699061499992,49012.962245920324,431.77432690239976,13818.169907145508,63262.90647996823,6000.0,6000.000000000007
2025-08-07,136850.75446666667,73462.76921666667,75908.02334423868,76912.45857757202,1004.4352333333372,1004.4352333333329,0.0,2799.4388776666647,18360.85449259259,14872.292139,12835.349851646088,48053.512451479284,1301.0956209724993,11533.268852232824,60887.876924684606,6000.0,6000.0
2025-08-08,90703.21611666666,74928.04486666666,39207.025299999994,39312.6472,105.62190000000555,105.62190000000078,1.1652900866465643e-12,1383.1709166666665,15999.999999999996,12960.000000000002,21880.64686666667,23540.46642690833,142.8046218875018,4961.108576024999,28644.37962482083,6000.0,5999.999999999999
2025-08-09,90303.83174999998,71381.90275,39588.54283333333,40079.42794938271,490.8851160493796,490.88511604937946,0.0,1631.9011666666675,16012.359382716046,12970.011099999996,19747.05183333333,23844.259031828333,326.97975058425743,6009.496257783337,30180.735040195927,6000.0,6000.0
2025-08-10,136535.44471666665,71230.82566666667,69106.44536687242,69106.44536687242,0.0,1.5916157281026244e-12,4.547473508864641e-13,4876.652433333335,17361.318387242794,14062.667893666663,5379.828256629633,45694.62374911827,3.3035234991984907e-12,21481.22002900834,67175.84377812661,6000.0,5999.999999999998
2025-08-11,136422.26351666666,71861.01018333333,67391.02075205761,69928.62667037037,2537.6059183127654,2537.6059183127527,0.0,3177.342933333334,18105.700370370363,14665.617299999998,5104.6332,43802.33768334432,2472.6817473473443,13241.509230683336,59516.52866137499,6000.0,5999.999999999998
2025-08-12,136637.5967,68877.05305,74098.53157263374,75027.08029506172,928.5487224279786,928.5487224279877,3.410605131648481e-13,2547.055207333339,19196.87966172838,15549.472525999992,6166.184716666672,47631.923363917726,1131.563288822443,9312.081408378692,58075.56806111886,6000.0,6000.0
2025-08-13,136547.99718333333,70427.01773333334,66280.71684423868,69513.86921502058,3233.1523707818997,3233.1523707818883,0.0,4014.935633333334,16737.682798353904,13557.523066666665,4227.665666666664,43343.96564471259,2714.685390723884,16906.13348161667,62964.784517053144,6000.0,6000.0
2025-08-14,135936.05536666664,70009.76438333333,67776.45853065843,71194.97240390946,3418.513873251024,3418.5138732510204,0.0,3101.335516666667,17670.34668724279,14312.980816666666,5012.651066666666,45227.896972032344,2774.1229816115374,13866.942524691665,61868.96247833555,6000.0,6000.0
2025-08-15,89968.05776666666,72808.33088333334,40458.251116666666,40550.410116666666,92.15899999999965,92.15899999999935,1.1475265182525618e-12,1743.7091833333338,16000.000000000004,12960.0,22094.392416666662,24484.209825231665,115.20796589999992,6119.322974275003,30718.74076540667,6000.0,6000.0
2025-08-16,90183.53034999999,73254.24998333334,41611.8004065,41786.198983333335,174.39857683333685,174.39857683333358,0.0,1673.0368666666673,16000.360000000002,12960.2916,23489.887083333328,25683.46430030643,218.61694863405057,5935.881867491668,31837.96311643215,6000.0,6000.000000000002
2025-08-17,135369.1165,72203.72288333334,70972.1548584362,71672.04245843622,699.8876000000164,699.8876000000103,4.547473508864641e-13,3265.2879166666794,19151.042311316865,15512.344272166669,8133.238719286042,45754.62642968737,958.7252112275195,14199.490529283386,60912.84217019827,6000.0,5999.999999999989
2025-08-18,135710.17471666663,71316.0591,68632.60725658436,68957.84727325103,325.240016666663,325.2400166666682,4.547473508864641e-13,3589.8902833333323,18033.462386831266,14607.104533333333,4727.264086419765,45267.59327669678,216.21956308000327,15467.34325610833,60951.15609588512,6000.0,5999.999999999991
